id	chr	start	end	strand	Length	Copies	Annotation/Divergence	../../rep1/tag-dirs/0-1uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/100uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/No-Peptide-24h-KAA-15-01-22 reads	0-1uM-PCC-24h-0-5uM-MEKi	0-1uM-PCC-24h	100uM-K99A-24h-0-5uM-MEKi	100uM-K99A-24h	10uM-K99A-24h-0-5uM-MEKi	10uM-K99A-24h	10uM-PCC-24h-0-5uM-MEKi	10uM-PCC-24h	No-Peptide-24h-0-5uM-MEKi	No-Peptide-24h	gene_name
NR_106017	chr7	31040258	31040317	-	59.0	1	Mir7050|mmu-mir-7050|-|-|ncRNA	49.721000000000004	39.446999999999996	69.321	33.068000000000005	155.09799999999998	83.571	62.961999999999996	152.67600000000002	73.695	123.624	135.291	85.165	57.848	156.306	192.67	Mir7050
NM_012021	chr19	6906819	6909645	-	680.0	1	Prdx5|AOEB166|AOPP|Pmp20|Prdx6|PrxV|-|19 A|19 5.08 cM|protein-coding	148.28	167.99599999999998	162.394	142.13	338.631	117.46600000000001	114.375	146.44	120.04299999999999	150.83700000000002	172.43200000000002	118.90799999999999	120.46	266.197	258.313	Prdx5
NM_153511	chr2	24186476	24193567	+	1640.0	1	Il1f9|Il36g|RP23-176J12.3|2 A3|2 16.24 cM|protein-coding	6.4910000000000005	13.253	15.761	3.767	43.913000000000004	23.131999999999998	35.295	81.531	36.865	128.42	127.93700000000001	19.477	6.38	132.563	130.491	Il1f9
NM_009151	chr5	113817798	113830501	-	2600.0	1	Selplg|CD162|Psgl-1|Psgl1|Selp1|Selpl|-|5 F|5 55.59 cM|protein-coding	84.428	124.211	143.38299999999998	72.691	262.534	93.48200000000001	121.788	166.57	121.94	181.895	187.75099999999998	92.094	88.898	222.859	228.263	Selplg
NM_009008	chr15	78559169	78572783	-	3027.0	1	Rac2|AI323801|AI452260|-|15 E1|15|protein-coding	91.583	134.186	182.297	90.22399999999999	238.94099999999997	98.06	128.065	167.78599999999997	129.44799999999998	228.76	223.227	97.634	105.156	238.088	221.583	Rac2
NM_019946	chr6	138140537	138156752	+	937.0	1	Mgst1|1500002K10Rik|Gst|-|6 G1|6|protein-coding	13.06	28.164	28.328000000000003	9.756	92.14299999999999	20.368	31.566	57.982	27.29	108.354	104.50200000000001	18.769000000000002	9.793	134.066	136.14	Mgst1
NM_001009935	chr3	96557957	96561857	+	2791.0	1	Txnip|1200008J08Rik|AA682105|Hyplip1|THIF|Tbp-2|VDUP1|-|3 F2.2|3 41.93 cM|protein-coding	65.977	78.215	150.364	47.302	363.1	68.462	76.97800000000001	98.43799999999999	78.895	164.38299999999998	165.487	60.403	59.059	201.446	176.41	Txnip
NM_028121	chr9	59291572	59316200	+	2462.0	1	Adpgk|2610017G09Rik|Adp-gk|C77577|-|9 B|9|protein-coding	44.036	49.748999999999995	56.498000000000005	34.236999999999995	118.287	40.031	46.793	70.488	48.503	150.905	135.184	34.404	31.566	184.858	147.971	Adpgk
NM_133739	chr9	7764077	7794332	+	2863.0	1	Tmem123|2310075C12Rik|-|9 A1|9|protein-coding	108.363	207.55200000000002	202.71	121.376	179.458	129.246	160.16899999999998	247.62400000000002	153.967	193.02700000000002	170.989	138.399	99.024	153.787	267.283	Tmem123
NM_183249	chr11	83746940	83752646	+	433.0	1	Wfdc21|1100001G20Rik|Wdnm1-like|RP23-430I21.5|11 C|11|protein-coding	29.423000000000002	56.3	61.49	17.272000000000002	182.321	31.482	42.461000000000006	85.814	40.884	119.41799999999999	101.104	24.275	14.472000000000001	173.11900000000003	147.016	Wfdc21
NM_194342	chr15	79724068	79742536	-	3694.0	1	Sun2|B230369L08Rik|C030011B15|Unc84b|-|15 E1|15|protein-coding	49.418	72.764	106.61	45.979	199.46400000000003	51.961999999999996	66.053	100.57	67.358	159.829	148.42700000000002	53.174	53.876000000000005	191.438	168.28799999999998	Sun2
NM_134116	chr17	34589806	34591754	+	1337.0	1	Gpsm3|AA960287|AGS4|RP23-24A13.12-002|17 B1|17|protein-coding	47.486999999999995	67.8	98.715	41.913000000000004	214.609	57.184	73.365	110.37700000000001	70.694	149.048	139.317	55.376000000000005	56.57899999999999	188.37900000000002	177.58599999999998	Gpsm3
NM_008175	chr11	102430322	102436809	+	2318.0	1	Grn|Pgrn|epithelin|RP23-226P4.4|11 D|11 66.29 cM|protein-coding	14.753	22.565	29.783	11.55	97.77799999999999	30.38	36.94	68.917	37.471	103.416	100.762	28.092	22.206999999999997	147.042	143.43200000000002	Grn
NM_011061	chr4	140745508	140774203	-	2622.0	1	Padi4|Pad4|Pdi4|RP23-48K5.5|4 E1|4 72.34 cM|protein-coding	4.4430000000000005	10.02	17.689	2.715	65.443	10.31	17.468	36.663000000000004	16.346	113.531	90.214	6.002999999999999	5.271	166.25799999999998	119.639	Padi4
NM_009846	chr10	43579169	43584265	+	1812.0	1	Cd24a|Cd24|HSA|Ly-52|nectadrin|-|10 B2|10 23.01 cM|protein-coding	41.191	83.617	69.158	42.67	92.985	72.35	87.765	120.59100000000001	76.786	160.54399999999998	149.748	62.648	56.6	183.46099999999998	175.22099999999998	Cd24a
NM_053214	chr17	33555707	33607764	+	3803.0	1	Myo1f|C330006B10Rik|-|17 B-C|17 17.98 cM|protein-coding	9.4	17.198	21.735	6.527	71.017	21.324	27.82	58.733999999999995	28.256	103.396	90.579	13.914000000000001	10.77	148.118	129.83100000000002	Myo1f
NM_010330	chr13	117220573	117274415	+	2611.0	1	Emb|AL022799|Gp70|-|13 D2.3|13|protein-coding	49.724	67.804	91.181	39.936	202.145	38.946	45.96	60.778999999999996	48.174	124.435	128.362	33.128	30.921999999999997	139.84799999999998	135.94899999999998	Emb
NM_011804	chr1	165763780	165775304	+	2119.0	1	Creg1|AA755314|Creg|-|1 H2.3|1|protein-coding	21.32	22.840999999999998	24.686	14.8	73.487	29.127	34.507	68.348	31.511999999999997	94.965	81.586	24.342	17.744	126.71	138.243	Creg1
NM_007403	chr7	139978941	139992488	-	3008.0	1	Adam8|CD156|CD156a|E430039A18Rik|MS2|-|7|7 F3-F5|protein-coding	10.392999999999999	16.838	19.117	8.985	64.16	18.629	29.905	58.208	28.634	106.064	88.147	15.818	13.672	141.775	127.881	Adam8
NM_010545	chr18	60803849	60812652	+	1213.0	1	Cd74|CLIP|DHLAG|HLADG|Ia-GAMMA|Ii|-|18 E1|18 34.41 cM|protein-coding	176.303	265.16700000000003	217.84799999999998	207.101	546.786	383.05300000000005	347.842	406.17400000000004	341.895	309.457	252.96200000000002	435.08	312.277	342.275	517.913	Cd74
NM_009970	chr19	61224402	61228418	-	1836.0	1	Csf2ra|CD116|Csfgmra|GM-CSF-Ra|GM-CSFR|-|19 D3|19 56.89 cM|protein-coding	11.276	13.642999999999999	21.029	9.446	76.226	19.526	32.859	51.707	29.208000000000002	108.43299999999999	89.706	18.459	15.908	149.703	127.24799999999999	Csf2ra
NM_206536	chr9	21526177	21545331	+	1209.0	1	AB124611|Gm1706|-|9 A3|9|protein-coding	7.869	15.759	26.250999999999998	6.992999999999999	82.103	18.375999999999998	26.098000000000003	48.196999999999996	27.658	106.977	90.71	14.207	9.58	122.2	118.021	AB124611
NM_011414	chr2	164354070	164356507	-	870.0	1	Slpi|-|RP23-462O16.7|2 H|2|protein-coding	13.825	25.799	38.878	8.887	128.714	23.203000000000003	31.131999999999998	53.63	27.131	87.28	90.324	17.15	13.890999999999998	144.39	123.27600000000001	Slpi
NM_010511	chr10	19591958	19610225	+	2090.0	1	Ifngr1|CD119|IFN-gammaR|Ifgr|Ifngr|Nktar|-|10 A3|10 8.49 cM|protein-coding	45.617	54.848	93.95100000000001	24.358	227.774	48.405	63.333999999999996	89.971	65.384	124.60700000000001	132.415	37.461	34.187	143.077	143.33	Ifngr1
NM_008039	chr17	17887824	17893952	+	1292.0	1	Fpr2|E330010I07Rik|Fpr-rs2|-|17 A3.2|17|protein-coding	27.214000000000002	29.401999999999997	31.529	16.527	81.87100000000001	50.69	53.06399999999999	71.028	55.928999999999995	116.335	120.60799999999999	39.288000000000004	19.444000000000003	133.063	130.56	Fpr2
NM_010266	chr19	21391307	21472661	-	5401.0	1	Gda|AU015411|AW047581|-|19 B|19 14.32 cM|protein-coding	5.695	12.672	16.569000000000003	4.114	50.023999999999994	13.49	22.026999999999997	43.051	21.084	101.76700000000001	93.09899999999999	10.319	6.33	126.50299999999999	108.72200000000001	Gda
NM_007657	chr6	125460266	125494755	-	1182.0	1	Cd9|Tspan29|-|6 F3|6 59.32 cM|protein-coding	42.581	45.553999999999995	48.062	42.213	106.154	64.977	67.47	99.965	68.403	137.079	125.583	65.805	62.295	135.535	170.015	Cd9
NM_013521	chr17	17876471	17883939	-	1319.0	1	Fpr1|FPR|LXA4R|fMLF-R|-|17 A3.2|17 10.63 cM|protein-coding	9.722000000000001	14.744000000000002	15.472999999999999	7.725	51.817	20.89	28.199	45.511	26.881999999999998	95.587	92.12799999999999	19.164	9.884	120.60700000000001	116.085	Fpr1
NR_028279	chr17	33638095	33645706	+	2264.0	1	Pram1|AY665714|-|17 B1|17|protein-coding	5.109	9.374	13.368	3.2239999999999998	47.247	13.144	21.164	48.615	20.417	111.809	90.661	7.723	5.19	146.173	106.794	Pram1
NM_011436	chr9	41968489	42124289	-	6888.0	1	Sorl1|2900010L19Rik|AI596264|AW261561|LR11|SorLA|gp250|mSorLA|-|9 B|9|protein-coding	5.932	11.774000000000001	16.531	4.569	46.86600000000001	15.015999999999998	19.77	43.258	20.283	102.26100000000001	83.71799999999999	10.191	7.522	134.863	111.376	Sorl1
NM_001082547	chr16	36184212	36188110	+	408.0	1	Gm5483|EG433016|-|16 B3|16|protein-coding	9.039	19.143	15.838	3.985	51.446000000000005	18.909000000000002	24.779	56.23	29.307	92.897	100.251	7.791	4.937	107.212	105.147	Gm5483
NM_025806	chr6	136612071	136661893	-	1961.0	1	Plbd1|1100001H23Rik|-|6 G1|6|protein-coding	6.2829999999999995	15.65	25.069000000000003	3.795	91.19200000000001	10.027999999999999	16.354	41.665	17.632	107.06700000000001	80.752	7.975	4.765	127.609	106.20700000000001	Plbd1
NM_001289619	chr6	42349828	42358562	+	2501.0	1	Zyx|9530098H06Rik|R75157|-|6 B2.1|6|protein-coding	31.15	35.74	46.556999999999995	30.048000000000002	121.34200000000001	35.301	47.474	70.093	49.506	123.242	108.712	38.726	39.643	152.776	140.624	Zyx
NM_001159963	chr5	43744618	43782149	-	2842.0	1	Fbxl5|Fbl4|Fir4|-|5 B3|5|protein-coding	23.048000000000002	28.676	30.048000000000002	19.602999999999998	48.243	43.7	53.177	88.12899999999999	52.199	118.81200000000001	111.631	35.559	23.506999999999998	132.362	130.116	Fbxl5
NR_030718	chrX	96239926	96243642	+	2774.0	1	F630028O10Rik|ENSMUSG00000065522|Gm14924|OTTMUSG00000018496|RP23-23B17.2|X C3|X|ncRNA	6.995	13.993	20.317	3.8160000000000003	48.306999999999995	18.297	26.223000000000003	48.708999999999996	26.758000000000003	118.016	97.88799999999999	12.661	4.74	127.633	101.50299999999999	F630028O10Rik
NM_010227	chrX	74223461	74246534	-	8299.0	1	Flna|ABP-280|Dilp2|F730004A14Rik|Fln1|GENA 379|filamin-1|RP23-436K3.1|X A7.3|X 37.89 cM|protein-coding	61.218	86.346	100.117	70.972	135.407	84.31700000000001	93.337	123.704	93.289	162.145	154.71	83.869	82.79799999999999	181.618	181.18200000000002	Flna
NM_028320	chr1	134415467	134432341	+	2014.0	1	Adipor1|2810031L11Rik|ACDCR1|CGI-45|Paqr1|-|1 E4|1|protein-coding	83.06700000000001	89.25399999999999	80.093	81.248	112.46	73.676	77.164	108.042	77.875	159.672	145.437	69.119	76.926	189.40900000000002	167.56099999999998	Adipor1
NM_011756	chr7	28376784	28379228	-	1761.0	1	Zfp36|Gos24|Nup475|TIS11D|TISII|Tis11|Ttp|Zfp-36|-|7 A3|7 16.72 cM|protein-coding	71.06	66.035	54.091	77.41	144.471	86.238	97.40899999999999	104.86200000000001	91.708	132.872	129.535	91.656	102.181	160.219	208.86599999999999	Zfp36
NM_001243201	chr6	48684578	48692062	+	896.0	1	Gimap4|AU019574|E430007K16Rik|Ian-1|Ian1|Imap4|-|6 B2.3|6|protein-coding	53.882	62.428000000000004	131.781	48.55	252.43900000000002	111.16	121.964	123.469	120.682	226.47799999999998	192.173	101.458	59.698	210.092	163.77200000000002	Gimap4
NM_152839	chr5	88519809	88527897	-	2096.0	1	Igj|9530090F24Rik|AI323815|Jch|-|5 E1|5|protein-coding	50.006	63.724	77.07600000000001	30.683000000000003	138.819	54.078	64.925	68.36	65.123	91.595	122.125	34.345	26.134	96.88600000000001	131.766	Igj
NM_020561	chr10	57794544	57811830	+	1781.0	1	Smpdl3a|0610010C24Rik|AI529588|ASM3A|ASML3|ASML3A|-|10 B4|10|protein-coding	7.059	14.064	23.676	4.625	67.462	11.302	15.972999999999999	39.988	16.305	88.16	75.10600000000001	7.082000000000001	6.534	118.01	100.596	Smpdl3a
NM_007577	chr7	16246743	16259540	-	2476.0	1	C5ar1|C5aR|C5r1|Cd88|D7Msu1|-|7 A2|7 8.77 cM|protein-coding	3.673	7.504	9.861	2.233	31.695999999999998	11.878	18.972	40.872	21.324	91.215	79.334	8.449	5.356	117.324	99.18700000000001	C5ar1
NM_013739	chr13	55523235	55528538	-	1539.0	1	Dok3|AI450713|Dokl|-|13 B1|13|protein-coding	5.6370000000000005	13.585	21.473000000000003	5.188	75.14699999999999	11.609000000000002	16.621	37.908	16.715999999999998	83.361	71.13	9.395	8.253	107.294	102.959	Dok3
NM_053110	chr6	49036518	49058182	+	3785.0	1	Gpnmb|DC-HIL|Dchil|ipd|-|6 B2.3|6 23.82 cM|protein-coding	2.7460000000000004	8.232999999999999	5.877999999999999	1.67	25.857	11.295	16.834	51.967	16.903	51.376000000000005	39.283	7.274	5.07	72.913	119.022	Gpnmb
NM_001291020	chr2	129592839	129632228	+	3821.0	1	Sirpa|AI835480|Bit|CD172a|P84|Ptpns1|SHP-1|SHPS-1|SIRP|RP23-37B4.2|2 F3|2 63.19 cM|protein-coding	7.612	14.422	17.843	6.732	62.835	20.980999999999998	27.221999999999998	57.795	28.949	95.631	76.035	18.223	13.808	107.565	112.624	Sirpa
NM_178593	chr1	165648945	165708094	-	2661.0	1	Rcsd1|A430105K13Rik|BC025872|-|1 H2.3|1|protein-coding	28.002	53.633	68.273	23.829	130.30700000000002	30.366	39.936	68.523	43.048	101.27	99.083	29.171999999999997	25.232	118.956	118.387	Rcsd1
NM_009763	chr5	43818893	43843468	+	2325.0	1	Bst1|114/A10|A530073F09|BP-3|Bp3|Bsta1|CD157|Ly65|-|5 B3|5 23.84 cM|protein-coding	11.914000000000001	20.682	18.295	7.785	45.473	37.1	46.213	85.962	45.885	97.559	89.51899999999999	28.691	15.57	106.15700000000001	120.594	Bst1
NM_009388	chr14	30549131	30574726	+	3213.0	1	Tkt|p68|-|14|14 B1|protein-coding	127.941	124.22	103.425	117.994	154.72799999999998	91.589	95.37700000000001	120.53200000000001	93.182	154.02200000000002	150.619	88.98100000000001	88.69	193.101	179.375	Tkt
NM_177994	chr10	79910053	79916930	-	1811.0	1	R3hdm4|AI503502|C030046I01Rik|-|10 C1|10|protein-coding	30.660999999999998	38.074	43.971000000000004	30.664	101.315	29.148000000000003	37.13	51.1	37.128	105.542	105.97399999999999	31.340999999999998	33.058	137.388	113.831	R3hdm4
NM_008160	chr9	108339080	108340344	+	1043.0	1	Gpx1|AI195024|AL033363|CGPx|GPx-1|GSHPx-1|Gpx|-|9 F1|9 59.24 cM|protein-coding	80.641	92.09200000000001	94.464	81.232	211.953	49.165	60.141999999999996	95.406	67.643	98.34100000000001	106.906	54.911	60.565	131.373	155.475	Gpx1
NM_019456	chr2	22774327	22875653	+	2524.0	1	Apbb1ip|9930118P07Rik|Prp48|RP23-114M13.1|2 A3|2|protein-coding	23.212	33.773	51.756	19.425	89.819	28.016	37.037	65.467	40.134	106.277	93.04799999999999	24.824	20.328	119.537	112.45700000000001	Apbb1ip
NM_175451	chr10	84526305	84533888	-	2911.0	1	Ckap4|5630400A09Rik|CLIMP-63|P63|-|10 C1|10|protein-coding	14.036	21.871	24.066999999999997	7.956	69.24600000000001	19.987000000000002	27.154	53.81399999999999	27.116999999999997	86.936	83.199	14.056	12.628	112.37899999999999	102.227	Ckap4
NM_007798	chr14	63122462	63145923	+	4731.0	1	Ctsb|CB|-|14 D1|14 33.24 cM|protein-coding	26.078000000000003	33.101	37.484	29.188000000000002	74.036	40.683	45.263000000000005	73.29	44.826	73.82300000000001	65.686	37.888000000000005	34.888000000000005	97.978	141.179	Ctsb
NM_008147	chr10	51480612	51486329	+	1471.0	1	Gp49a|gp49|-|10 B3|10|protein-coding	13.931	16.76	17.683	9.383	47.306000000000004	42.471000000000004	52.137	76.354	55.07	106.87100000000001	92.956	36.006	23.088	106.704	119.41	Gp49a
NM_030691	chr7	121064067	121074530	-	2125.0	1	Igsf6|-|-|7|7 F2-F3|protein-coding	8.421	12.901	17.534000000000002	6.784	54.351000000000006	18.262	22.814	39.641	21.655	82.285	72.233	14.935	8.057	105.24	93.382	Igsf6
NM_016721	chr7	80711583	80803331	-	7319.0	1	Iqgap1|AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051|-|7 D3|7 45.68 cM|protein-coding	67.359	79.168	81.28399999999999	68.667	104.762	97.01	99.06299999999999	123.566	100.441	157.27	143.757	91.596	84.084	161.35	173.15599999999998	Iqgap1
NM_146145	chr4	101151974	101265282	-	5272.0	1	Jak1|AA960307|C130039L05Rik|RP23-336G7.2|4 C6|4 46.19 cM|protein-coding	63.528999999999996	83.353	112.566	60.123000000000005	189.793	71.839	83.208	102.09	81.92399999999999	150.542	145.65200000000002	70.306	64.187	159.832	141.85	Jak1
NR_106064	chr11	70438255	70438318	+	63.0	1	Mir7115|mmu-mir-7115|-|-|ncRNA	22.616999999999997	25.671999999999997	24.02	14.911	54.161	30.385	25.377	45.799	33.687	96.135	73.975	20.346	6.2170000000000005	91.98299999999999	95.71	Mir7115
NR_105918	chr15	76248191	76248258	+	67.0	1	Mir6953|mmu-mir-6953|-|-|ncRNA	8.131	5.2989999999999995	18.924	4.314	29.322	11.255	21.756999999999998	47.266000000000005	37.856	106.919	60.678000000000004	6.8870000000000005	5.846	119.042	103.274	Mir6953
NM_010442	chr8	75093618	75100593	+	1569.0	1	Hmox1|D8Wsu38e|HO-1|HO1|Hemox|Hmox|Hsp32|-|8 C1|8 35.59 cM|protein-coding	13.969000000000001	17.247	17.7	11.835999999999999	59.772	16.378	22.717	40.323	23.621	84.88	53.813	18.3	14.657	103.495	106.471	Hmox1
NM_007408	chr4	86656565	86670059	-	1877.0	1	Plin2|AA407157|ADPH|Adfp|Adrp|RP23-95O1.5|4 C4|4 40.69 cM|protein-coding	13.329	22.193	21.158	14.032	80.152	21.324	28.659000000000002	46.941	28.984	69.738	67.30199999999999	20.105	15.857999999999999	97.00200000000001	104.009	Plin2
NM_011103	chr14	30595354	30626208	-	2755.0	1	Prkcd|AI385711|D14Ertd420e|PKC[d]|PKCdelta|Pkcd|-|14 B|14 18.82 cM|protein-coding	45.604	54.896	59.129	41.717	98.48200000000001	52.955	55.744	79.289	52.608000000000004	112.991	99.12100000000001	48.351000000000006	40.882	127.11	125.166	Prkcd
NM_011113	chr7	24462500	24475873	+	1387.0	1	Plaur|Cd87|u-PAR|uPAR|-|7 A3|7|protein-coding	58.073	94.023	63.63399999999999	47.957	109.139	67.125	80.111	130.702	87.70100000000001	111.23100000000001	132.115	58.37	66.803	150.185	149.412	Plaur
NM_019980	chr16	10959273	10993121	-	2231.0	1	Litaf|3222402J11Rik|C85531|N4WBP3|TBX1|-|16|16 B1-B3|protein-coding	22.447	23.534000000000002	18.937	26.219	57.215	42.927	46.58	72.487	45.034	94.72200000000001	87.602	44.815	38.672	119.23200000000001	121.865	Litaf
NM_007793	chr10	78425670	78427622	+	597.0	1	Cstb|AA960480|Stfb|-|10 C1|10 39.72 cM|protein-coding	69.706	81.602	73.92	62.75899999999999	127.56	67.23899999999999	79.788	110.807	79.941	75.595	87.78	66.56	65.324	128.067	169.797	Cstb
NM_001039151	chr2	102811142	102901665	-	4397.0	1	Cd44|AU023126|AW121933|AW146109|HERMES|Ly-24|Pgp-1|RP23-203N8.3|2 E2|2 54.13 cM|protein-coding	25.333000000000002	31.04	24.752	29.384	46.56100000000001	47.823	51.54600000000001	73.031	53.646	107.245	104.71600000000001	48.17100000000001	40.363	128.817	117.64200000000001	Cd44
NM_001042613	chr15	3270767	3280508	+	2006.0	1	Sepp1|AU018766|D15Ucla1|Se-P|selp|-|15 A1|15 1.84 cM|protein-coding	14.29	14.866	44.916000000000004	8.789	165.69099999999997	12.724	17.299	25.855	16.85	70.77199999999999	69.623	11.042	8.34	88.49700000000001	84.04	Sepp1
NM_001271413	chr15	82996736	83029950	-	3793.0	1	Nfam1|4921501M20Rik|Cnaip|-|15|15 E2|protein-coding	4.85	9.797	14.427	2.353	53.498999999999995	10.185	16.092	32.413000000000004	15.885	67.75	61.604	6.854	4.676	82.87899999999999	84.37100000000001	Nfam1
NM_028181	chr9	72985504	73015999	+	2724.0	1	Ccpg1|1700030B06Rik|1810073J13Rik|9430028F23Rik|AI426686|AI875170|CPR8|D9Ertd392e|-|9 D|9 40.08 cM|protein-coding	16.046	21.605999999999998	27.146	15.505	54.907	19.187	22.147	40.275999999999996	23.677	77.197	72.166	17.185	15.241	112.499	91.80799999999999	Ccpg1
NM_001290749	chr11	50025331	50104759	+	1421.0	1	Rnf130|G1RZFP|G1rp|GOLIATH|GP|RP23-319B15.1|11|11 B1.2|protein-coding	31.055	38.78	44.411	27.892	89.68299999999999	28.616	36.897	59.083	38.830999999999996	97.204	81.154	29.154	26.539	107.214	107.335	Rnf130
NM_010421	chr9	59539667	59565105	+	1849.0	1	Hexa|Hex-1|-|9 B|9 32.02 cM|protein-coding	13.984000000000002	22.635	32.405	11.822000000000001	78.43	22.337	30.695999999999998	51.99100000000001	27.855	82.206	68.322	19.55	14.040999999999999	89.507	97.29799999999999	Hexa
NM_001077496	chr11	79513385	79523762	-	3525.0	1	Evi2b|Evi-2|Evi2|RP23-271B20.2|11 B5|11|protein-coding	5.921	11.067	17.183	4.1819999999999995	46.727	12.671	19.555999999999997	33.32	17.871	85.575	75.317	8.945	6.968	93.458	78.994	Evi2b
NM_010734	chr17	35185095	35188440	-	410.0	1	Lst1|B144|RP23-115O3.4|17 B1|17 18.59 cM|protein-coding	15.945	23.476	33.516999999999996	10.398	102.76799999999999	22.92	30.163	58.187	27.396	66.07600000000001	63.606	19.884	10.370999999999999	86.932	96.678	Lst1
NM_009912	chr9	123962126	123968692	-	2827.0	1	Ccr1|Cmkbr1|Mip-1a-R|-|9 F|9 75.05 cM|protein-coding	3.647	11.344000000000001	13.05	2.237	30.943	9.685	20.559	42.593	20.654	69.155	71.46600000000001	7.218	5.303999999999999	77.564	80.176	Ccr1
NM_018773	chr6	51859165	52012549	-	1624.0	1	Skap2|2610021A10Rik|AA960083|BB137539|RA70|SKAP-HOM|Saps|Scap2|mSKAP55R|-|6 B3|6|protein-coding	11.87	18.849	22.136999999999997	13.638	60.803999999999995	23.896	30.2	46.757	29.993000000000002	78.517	70.277	24.089000000000002	14.987	91.81700000000001	95.926	Skap2
NM_001143849	chr7	101451252	101512829	+	4021.0	1	Pde2a|CGS-PDE|cGSPDE|-|7 E3|7|protein-coding	5.2010000000000005	7.485	15.4	1.474	88.304	5.944	10.290999999999999	21.019000000000002	9.977	69.545	55.041000000000004	3.252	2.546	94.792	78.17399999999999	Pde2a
NM_011952	chr7	126759626	126765816	+	1761.0	1	Mapk3|Erk-1|Erk1|Ert2|Esrk1|Mnk1|Mtap2k|Prkm3|p44|p44erk1|p44mapk|-|7 F3|7 69.25 cM|protein-coding	20.633000000000003	29.479	37.624	19.963	77.446	23.915	31.215	53.27	29.951999999999998	81.913	72.49600000000001	23.671	22.114	99.571	97.13600000000001	Mapk3
NM_008405	chr16	96422298	96443614	-	2600.0	1	Itgb2l|5033406G21Rik|pactolus|-|16 C4|16|protein-coding	8.511000000000001	14.762	19.191	4.141	51.143	10.798	15.716	29.881999999999998	15.389000000000001	68.00399999999999	65.425	7.79	4.734	87.90700000000001	74.421	Itgb2l
NM_133810	chr1	53755512	53785215	-	3268.0	1	Stk17b|3110009A03Rik|AI120141|Drak2|-|1 C1.1|1|protein-coding	52.346000000000004	90.505	118.155	49.983000000000004	125.831	56.606	69.584	95.354	71.197	117.53299999999999	128.953	53.611000000000004	44.806000000000004	117.45299999999999	112.066	Stk17b
NM_001291058	chr11	69664213	69666170	-	1239.0	1	Cd68|Lamp4|Scard1|gp110|-|11 B3|11 42.86 cM|protein-coding	6.765	11.207	9.672	5.3660000000000005	36.469	19.008	22.505	44.474	23.019000000000002	60.445	43.176	13.655999999999999	12.238	69.805	97.25200000000001	Cd68
NM_053108	chr13	75839886	75850151	+	1322.0	1	Glrx|C86710|D13Wsu156e|Glrx1|Grx1|TTase|RP23-475P8.1|13 C1|13 40.95 cM|protein-coding	9.605	15.158	21.285	8.418	58.543	15.533	20.523000000000003	35.826	20.517	74.286	67.018	15.863	10.369000000000002	95.635	79.445	Glrx
NM_146023	chr11	79513385	79530609	-	3958.0	1	Evi2a-evi2b|-|-|11 B5|protein-coding	5.4	10.305	15.975	4.016	44.097	11.562999999999999	18.153	30.778000000000002	16.805	78.155	68.656	8.446	6.46	85.706	72.75	Evi2a-evi2b
NR_037237	chr14	30572149	30572208	+	59.0	1	Mir3076|mmu-mir-3076|-|14|14 18.81 cM|ncRNA	48.301	34.766	31.194000000000003	54.501999999999995	117.419	70.789	50.21	46.518	50.008	84.992	84.03200000000001	39.106	36.037	101.38799999999999	113.089	Mir3076
NM_030209	chr8	119992470	120052793	+	4133.0	1	Crispld2|1810049K24Rik|Lcrisp2|Lgl1|coffeecrisp|-|8 E1|8|protein-coding	5.699	14.469000000000001	13.33	3.2430000000000003	36.376	10.652999999999999	17.51	35.468	17.859	60.412	65.67699999999999	7.22	4.792	72.488	73.102	Crispld2
NM_001081278	chr14	101442360	101609191	-	6620.0	1	Tbc1d4|5930406J04Rik|A930035N22|AV295684|As160|-|14 E2.3|14|protein-coding	15.921	33.726	22.42	15.892999999999999	56.534	21.88	26.160999999999998	55.832	27.468000000000004	55.196999999999996	43.101000000000006	18.680999999999997	12.61	56.523	99.42299999999999	Tbc1d4
NM_001206391	chr13	55005985	55020819	-	2873.0	1	Hk3|HK III|HK-III|-|13 B1|13|protein-coding	7.6579999999999995	13.167	16.898	5.232	47.813	12.337	18.477999999999998	37.012	19.026	63.015	60.623000000000005	12.225	8.9	79.575	79.684	Hk3
NM_011095	chr7	3712505	3720382	-	2711.0	1	Pirb|Gp91|LIR-3|Lilrb3|PIR-B|-|7 A1|7 2.14 cM|protein-coding	5.905	10.607000000000001	14.543	4.691	39.704	12.282	17.623	32.345	16.726	59.646	54.26	9.494	7.12	81.09	79.888	Pirb
NM_153507	chr8	94533028	94570529	+	2284.0	1	Cpne2|3322401K10Rik|-|8 C5|8|protein-coding	5.688	8.618	9.759	5.2989999999999995	35.243	9.448	15.07	30.441999999999997	14.912	58.651	50.556000000000004	6.735	6.002000000000001	82.227	78.81	Cpne2
