id	chr	start	end	strand	Length	Copies	Annotation/Divergence	0-1uM-PCC-24h-1	100uM-K99A-24h-1	10uM-K99A-24h-1	10uM-PCC-24h-1	No-Peptide-24h-1	0-1uM-PCC-24h-MEKi	0-1uM-PCC-24h-2	100uM-K99A-24h-MEKi	100uM-K99A-24h-2	10uM-K99A-24h-MEKi	10uM-K99A-24h-2	10uM-PCC-24h-MEKi	10uM-PCC-24h-2	No-Peptide-24h-MEKi	No-Peptide-24h-2	No-Peptide-24h	No-Peptide-24h-std	10uM-K99A-24h	10uM-K99A-24h-std	100uM-K99A-24h	100uM-K99A-24h-std	0-1uM-PCC-24h	0-1uM-PCC-24h-std	10uM-PCC-24h	10uM-PCC-24h-std	gene_name
NM_001164074	chr17	70844205	70853532	-	1375.0	1	Tgif1|AA959811|AI462167|Tgif|-|17 E1.3|17|protein-coding	145.717	146.139	128.914	111.491	61.62600000000001	105.806	107.758	96.937	111.392	72.749	77.631	97.512	99.451	41.511	55.678	58.652	4.205871134497624	103.2725	36.262557059589696	128.7655	24.569839325888985	126.7375	26.84106630706016	105.471	8.513565645486102	Tgif1
NM_011291	chr1	16101296	16104433	-	924.0	1	Rpl7|Rpl7a|Surf-3|-|1 A3|1|protein-coding	296.4840000000001	310.62	294.173	305.856	140.66299999999998	150.67	130.22799999999998	126.506	136.24	65.687	81.075	167.46900000000005	179.84400000000005	57.254	60.44300000000001	100.553	56.7241059867848	187.62400000000002	150.6830408572909	223.43	123.30528050331013	213.356	117.56074501295065	242.85	89.10393971087912	Rpl7
NM_028782	chr17	56614298	56626903	-	2946.0	1	Lonp1|1200017E13Rik|LON|Prss15|-|17|17 D|protein-coding	193.706	200.553	164.735	169.405	35.782	93.647	90.661	79.547	90.909	23.918000000000006	32.295	85.73299999999998	117.886	10.089	10.938	23.36	17.567360871798588	98.515	93.64922210034635	145.731	77.53001591641781	142.18349999999995	72.86381826736783	143.6455	36.42943425994979	Lonp1
NM_026377	chr19	47731756	47735588	+	1577.0	1	Sfr1|6330577E15Rik|Meir5|-|19 D2|19|protein-coding	107.919	126.219	120.312	109.742	45.667	80.078	75.528	80.50399999999998	88.229	44.847	53.98	78.779	84.3	23.194000000000006	29.93	37.7985	11.127739415532682	87.146	46.90380700966611	107.224	26.86298661727697	91.7235	22.903895749413447	97.021	17.99021072694811	Sfr1
NM_009008	chr15	78559169	78572783	-	3027.0	1	Rac2|AI323801|AI452260|-|15 E1|15|protein-coding	91.583	134.186	182.297	90.224	238.941	98.06	128.065	167.78599999999997	129.44799999999998	228.76	223.227	97.634	105.156	238.088	221.583	230.262	12.273959507835205	202.762	28.94188055396547	131.817	3.3502719292610523	109.824	25.79666959124765	97.69	10.558518456677533	Rac2
NM_008511	chr6	145121739	145174928	+	2292.0	1	Lrmp|D6Int3|D6Int4|D6Int5|D6Int7|D6Int8|Jaw1|RP24-216M19.3|6 G3|6 77.34 cM|protein-coding	21.649	52.268	65.828	28.028	25.534	24.271	33.215	48.758	35.389	35.147	31.819000000000006	26.464	24.827	18.052	21.24	23.386999999999997	3.036316518415028	48.8235	24.04799452137331	43.82850000000001	11.935255359647703	27.432	8.178397031203621	26.4275	2.263448806578125	Lrmp
NM_001159482	chr11	78188427	78192193	+	1363.0	1	Rab34|AI326479|Narr|Rah|Rah1|RP23-185A18.5|11 B5|11 46.74 cM|protein-coding	38.28	69.69	61.664	36.104	5.69	12.257	23.494	24.009	26.166	5.7810000000000015	9.785	12.339	22.619	0.411	0.7609999999999999	3.2255000000000003	3.4853293244684926	35.7245	36.68399270117689	47.928000000000004	30.7761155443633	30.886999999999997	10.455280866624287	29.3615	9.535334944300594	Rab34
NM_010431	chr12	73907867	73947530	+	4744.0	1	Hif1a|AA959795|HIF1alpha|MOP1|bHLHe78|-|12 C3|12 31.99 cM|protein-coding	132.55200000000002	161.254	146.64700000000005	148.001	70.226	154.178	146.737	121.078	150.519	63.31100000000001	82.58200000000002	159.179	146.424	42.452	45.726000000000006	57.976000000000006	17.32411613907044	114.61450000000002	45.30079593671615	155.8865	7.590791296036675	139.6445	10.030309691131622	147.2125	1.1151073939325435	Hif1a
NM_001146196	chr12	40059771	40134228	-	2979.0	1	Scin|AW545522|adseverin|-|12 B1|12|protein-coding	14.898	46.465	41.915	14.324000000000002	13.398	13.455	25.508000000000006	37.16	27.054	19.784	26.861	12.323	10.8	6.631	14.6	13.999	0.8499423509862566	34.388000000000005	10.644785483982293	36.7595	13.725649729612071	20.203000000000007	7.502402948389264	12.562	2.4918442969013963	Scin
NM_016888	chr11	22834739	22859735	-	2695.0	1	B3gnt2|AA408337|AA409404|AW260308|B3Galt6|B3gnt1|BGnT-1|BGnT-2|BGnT1|BGnT2|Beta3gnt|RP23-242C19.1|11 A3.2|11 14.22 cM|protein-coding	105.835	133.035	117.022	113.351	48.381	74.689	77.748	74.683	81.033	43.81	54.159	78.593	82.775	31.491	33.12	40.7505	10.791156587687864	85.5905	44.45085358572993	107.034	36.770966835262854	91.7915	19.860508163186523	98.06299999999999	21.62049694155984	B3gnt2
NM_011341	chr4	155992914	156013610	+	5165.0	1	Sdf4|Cab45|RP23-118E21.4|4 E2|4|protein-coding	95.508	121.395	127.552	107.202	53.161	72.024	75.673	78.113	72.988	39.742	51.403	76.577	88.52600000000002	28.097	32.152	42.6565	14.855606365948177	89.4775	53.845474280574386	97.1915	34.22891795689722	85.59049999999998	14.025463004835224	97.86399999999999	13.205926245440045	Sdf4
NM_001164059	chr1	164062076	164080785	+	2203.0	1	Sell|AI528707|CD62L|L-selectin|LECAM-1|Lnhr|Ly-22|Ly-m22|Lyam-1|Lyam1|-|1 H2.2|1 71.37 cM|protein-coding	50.392	59.34	109.683	35.015	176.80599999999995	70.91	93.362	137.52200000000002	94.666	195.961	205.336	61.932	51.12600000000001	190.356	203.125	189.9655	18.61034337404857	157.5095	67.63688494083678	77.003	24.97925415219596	71.87700000000002	30.38437838758593	43.0705	11.392197351696485	Sell
NM_133739	chr9	7764077	7794332	+	2863.0	1	Tmem123|2310075C12Rik|-|9 A1|9|protein-coding	108.363	207.552	202.71	121.376	179.458	129.246	160.16899999999995	247.624	153.967	193.027	170.989	138.399	99.024	153.787	267.283	223.3705	62.101653057708646	186.8495	22.43013420601838	180.7595	37.89031686988121	134.266	36.63237390615029	110.2	15.805250773081786	Tmem123
NM_012052	chr7	99477897	99483709	-	1869.0	1	Rps3|D7Ertd795e|Rs_3|-|7 F1|7 54.07 cM|protein-coding	833.202	775.803	779.7330000000002	818.817	468.448	428.43300000000005	411.679	378.152	415.261	187.53	220.465	462.4980000000001	529.099	171.56400000000005	185.347	326.8975000000001	200.18263686069284	500.0990000000001	395.462195300638	595.5319999999998	254.9416931025605	622.4405	298.06177172609694	673.9580000000002	204.8615624318037	Rps3
NM_009895	chr9	107296689	107301961	+	2156.0	1	Cish|AI385595|CIS1|Cis|F17|F23|-|9 F1|9 57.99 cM|protein-coding	197.216	249.633	191.046	218.541	49.541	185.109	186.41	173.91099999999997	193.844	44.433	70.827	209.348	244.23	17.081	26.133000000000006	37.836999999999996	16.551955534014706	130.9365	85.00767012746552	221.7385	39.448780215616615	191.813	7.640995877501266	231.3855	18.164866101901058	Cish
NM_177643	chr1	136624901	136630391	+	5267.0	1	Zfp281|Znf281|-|1 E4|1|protein-coding	60.749	72.437	79.244	61.937	28.721	115.3	110.499	99.582	111.573	48.295	61.317	119.562	102.682	23.661	26.227	27.474	1.7635243122793371	70.2805	12.676303266331216	92.005	27.6733309885167	85.624	35.17856236403074	82.3095	28.811065799445878	Zfp281
NM_028230	chr10	127517123	127522444	-	2291.0	1	Shmt2|2700043D08Rik|AA408223|AA986903|-|10 D3|10|protein-coding	296.282	272.097	224.58	273.082	53.55	180.987	172.614	150.547	175.169	50.51300000000001	71.457	195.334	227.616	19.066	23.838	38.694	21.00955668261469	148.01850000000005	108.27431165562768	223.633	68.53844608684973	234.448	87.44648141577801	250.34900000000002	32.14931691342757	Shmt2
NM_011968	chr12	55398825	55418459	+	988.0	1	Psma6|IOTA|-|12 C1|12|protein-coding	252.762	239.035	223.207	259.567	84.71799999999998	171.382	163.293	145.805	163.984	72.242	83.902	183.295	163.381	54.995	67.133	75.9255	12.43447274716536	153.5545	98.50351015319201	201.5095	53.069071034831616	208.0275	63.26413660597928	211.47400000000002	68.0137728552093	Psma6
NM_029508	chr19	36379067	36456204	+	1498.0	1	Pcgf5|0610009F02Rik|1110054A01Rik|5830406C17Rik|5830443C21Rik|9530023M17Rik|AI324127|-|19 C2|19|protein-coding	65.268	108.939	82.56299999999997	68.836	27.61	63.042	64.381	72.018	65.1	33.779	38.855	66.607	66.074	19.301	31.047	29.3285	2.4303260069381705	60.70899999999999	30.906223192101645	87.0195	30.99885418043705	64.8245	0.6272037149118529	67.455	1.9530289296372891	Pcgf5
NM_001271477	chr17	32412461	32420975	-	2671.0	1	Pglyrp2|C730002N09Rik|PGRP-L|Pglyrpl|tagL|-|17 B1|17|protein-coding	5.0680000000000005	19.332	37.73	4.586	10.742	4.018	11.285	17.732	13.255	13.873	19.36	4.127	4.567	6.042000000000002	5.5139999999999985	8.128	3.696754252043269	28.545	12.989551570396873	16.2935	4.297087909270631	8.1765	4.396082858636763	4.5765	0.013435028842508254	Pglyrp2
NM_018796	chr1	63176831	63180486	+	1925.0	1	Eef1b2|2810017J07Rik|Eef1b|RP23-13C17.3|1 C2|1|protein-coding	385.117	377.888	342.151	364.981	185.554	213.74	202.233	178.988	205.678	80.178	106.111	221.472	252.261	62.214	76.742	131.148	76.94170307447064	224.13099999999997	166.90548463127274	291.783	121.77085878813531	293.6749999999999	129.3185165705207	308.621	79.70507637534755	Eef1b2
NM_021293	chr7	43527456	43533171	-	2480.0	1	Cd33|Siglec-3|gp67|-|7 B4|7 28.25 cM|protein-coding	9.193	20.678	25.727	4.4289999999999985	70.315	25.706	46.662	97.36	45.62600000000001	205.086	200.634	15.505999999999998	8.957	226.682	216.09	143.2025	103.078491027469	113.1805	123.6779257769955	33.152	17.64089997704199	27.9275	26.49458398427875	6.693	3.2017795052126887	Cd33
NM_001160379	chr9	85320439	85327150	-	5445.0	1	Fam46a|D930050G01Rik|-|9 E3.1|9|protein-coding	16.848	40.468	42.304	21.38	12.172	21.136	31.59	36.227	30.354	23.562	27.89	22.609	21.117	10.048	10.175	11.1735	1.4120922420295312	35.096999999999994	10.192237144022926	35.411	7.151677984920746	24.219	10.424168168252072	21.2485	0.18596908345158744	Fam46a
NM_007987	chr19	34290659	34327770	+	1475.0	1	Fas|AI196731|APO1|APT1|CD95|TNFR6|Tnfrsf6|lpr|-|19 C1|19 29.48 cM|protein-coding	45.658	72.66199999999998	71.262	53.669	24.57	39.249	42.81399999999999	53.293	46.744	29.935	35.293	44.32100000000001	40.702	21.08	26.605	25.5875	1.4389622997146772	53.2775	25.433923812498907	59.703	18.32679355479291	44.236000000000004	2.0110116856946294	47.1855	9.169053631645939	Fas
NM_010362	chr19	47854989	47864788	+	1153.0	1	Gsto1|AA407097|AI194287|AU018802|GSTO 1-1|GSTX|SPG-R|p28|-|19 D1|19|protein-coding	72.294	109.308	81.089	60.635	36.14	52.474	55.668	59.815	50.46	31.969	34.701	46.515	48.624	22.968000000000004	30.992	33.566	3.640185709548266	57.895	32.80126936568158	79.884	41.611819859265935	63.981	11.756357344007592	54.62949999999999	8.493059548831683	Gsto1
NM_013885	chr4	135213970	135272760	-	4056.0	1	Clic4|D0Jmb3|TU-74|mc3s5|mtCLIC|RP23-230K10.1|4 D3|4|protein-coding	96.824	124.729	115.014	117.414	34.874	85.024	89.941	97.233	88.976	45.599	55.898	97.793	94.701	26.823	43.599	39.2365	6.1695066658526505	85.456	41.80132447662393	106.8525	25.28118874776275	93.3825	4.867015974907028	106.0575	16.060516321090027	Clic4
NM_028696	chr1	51469488	51478399	-	2830.0	1	Nabp1|4930434H03Rik|4930442A21Rik|4930488J04Rik|4933440J18Rik|5830411E10Rik|AI852561|Nbp1|Obfc2a|Ssb2|-|1|1 C1|protein-coding	91.931	120.389	89.92	94.743	30.252	74.20100000000002	80.835	72.88600000000002	82.25299999999999	33.39	45.111	79.645	78.55	25.805	25.253	27.7525	3.5348267991515594	67.5155	31.684747758188013	101.321	26.96622420733017	86.383	7.846056844045918	86.6465	11.450180107753694	Nabp1
NM_025327	chr3	89246438	89249722	+	509.0	1	Krtcap2|0610010I12Rik|Kcp2|-|3|3 F2|protein-coding	185.004	194.055	176.614	171.423	95.375	101.428	94.507	88.071	108.813	41.966	56.3	103.553	119.378	37.338	40.005	67.69	39.15250247429915	116.45700000000001	85.07484527167833	151.434	60.275196241903714	139.7555	63.991042377039	145.4005	36.80137242685378	Krtcap2
NM_013562	chr12	40203129	40223189	-	1802.0	1	Ifrd1|Ifnl|PC4|Tis7|-|12 B1|12 18.06 cM|protein-coding	129.468	144.608	125.739	129.423	49.863	85.46700000000001	86.999	80.255	82.785	51.752	57.2	84.051	83.71	38.59	48.601000000000006	49.232	0.8923687578580142	91.4695	48.46439167574474	113.6965	43.715462533295934	108.2335	30.030117890211514	106.5665	32.32397228838071	Ifrd1
NM_025846	chr7	114046782	114117781	-	2267.0	1	Rras2|2610016H24Rik|C86394|TC21|-|7 F2|7|protein-coding	61.965	97.651	73.048	53.948	36.397	52.097	57.414	67.17699999999999	57.493	30.192	30.311	50.753	46.104	20.285	22.565	29.480999999999998	9.780700997372312	51.6795	30.219622507569465	77.572	28.39599411888941	59.6895	3.2180429611800463	50.026	5.546545591627335	Rras2
NM_053109	chr6	129180615	129186535	+	1207.0	1	Clec2d|Clr-b|Clrb|Ocil|-|6 F3|6|protein-coding	103.502	126.51	112.092	98.572	57.867	84.537	81.929	74.339	85.12700000000002	63.235	63.093	82.198	92.248	41.506	47.95	52.9085	7.0123779490269404	87.5925	34.647525171359675	105.8185	29.26219992584293	92.7155	15.254414590537431	95.41	4.471743284223803	Clec2d
NM_008638	chr6	83305704	83317604	-	2060.0	1	Mthfd2|AW558851|NMDMC|-|6 C3|6 35.94 cM|protein-coding	233.036	245.411	179.917	226.165	47.809	119.31	110.411	90.837	109.48	32.181999999999995	49.795	128.107	147.97299999999996	18.512	23.56	35.6845	17.146632336992585	114.85600000000001	92.01014858155595	177.44549999999995	96.11773187346859	171.7235	86.70896904300032	187.06900000000002	55.290093434538576	Mthfd2
NM_033042	chr4	152116343	152120119	+	1602.0	1	Tnfrsf25|APO-3|DDR3|DR3|LARD|TR3|TRAMP|Tnfrsf12|WSL-1|WSL-LR|Wsl|RP23-284C20.2|4|4 E1|protein-coding	42.117	59.712	64.77	40.731	24.204	31.466	35.986	41.425	38.806	23.781	23.52	33.318000000000005	36.044	10.307	9.934	17.069000000000003	10.090413767532032	44.145	29.16815472394508	49.25899999999999	14.78277436748591	39.0515	4.335271675454716	38.3875	3.314209483421368	Tnfrsf25
NM_001005866	chr5	122870675	122988533	-	4980.0	1	Kdm2b|Cxxc2|E430001G17|Fbl10|Fbxl10|Jhdm1b|PCCX2|mKIAA3014|-|5 F|5|protein-coding	52.418	71.598	71.229	52.324	23.4	33.582	37.004	43.948	35.755	20.439	27.955	36.272	40.379	11.987	16.217	19.8085	5.079148009262962	49.592	30.599338849066672	53.6765	25.34482835806941	44.711000000000006	10.899343925209438	46.3515	8.446390501273264	Kdm2b
NM_025397	chr11	70451931	70453726	+	884.0	1	Med11|1110030J09Rik|AI465144|AW545069|DN-491F10.5|11 B3|11|protein-coding	90.263	97.233	99.426	89.304	34.798	49.215	50.267	51.109	53.929	15.839	34.268	53.941	63.23	20.512	18.003	26.4005	11.875858390028064	66.84700000000001	46.073663648553044	75.58099999999997	30.62055205250225	70.26499999999999	28.281442820337205	76.267	18.437102212658093	Med11
NM_001253700	chr11	69968226	69980330	-	944.0	1	Elp5|Derp6|Rai12|RP23-172M21.15-001|11|11 B4|protein-coding	77.023	91.513	88.81700000000002	84.929	28.643	60.712	62.614	61.726000000000006	64.319	22.145	35.031	60.615	64.664	14.72	15.236	21.9395	9.480180615368047	61.92400000000001	38.032445332899634	77.916	19.22906180758697	69.8185	10.188701610116947	74.79650000000002	14.329518920745349	Elp5
NM_001164040	chr15	74955106	74959905	+	1858.0	1	Ly6e|9804|Ly67|RIG-E|Sca-2|TSA-1|Tsa1|-|15 D3|15 34.29 cM|protein-coding	218.381	286.55	431.159	181.273	713.107	234.529	270.974	339.2580000000001	271.459	348.2940000000001	386.597	218.365	204.413	307.129	351.208	532.1575	255.90123700463025	408.87800000000004	31.51009238323472	279.0045	10.670948434886144	244.6775	37.18886694294415	192.843	16.362450916657185	Ly6e
NM_146217	chr8	111033842	111055569	+	3692.0	1	Aars|AI316495|C76919|sti|-|8 E1|8|protein-coding	166.803	175.373	137.619	158.10399999999996	35.554	103.352	95.535	87.281	99.977	34.467	41.777	110.337	119.238	15.662	21.111	28.332500000000003	10.212743240677296	89.69800000000002	67.77052812248107	137.675	53.31302287434085	131.16899999999998	50.39408608160299	138.671	27.482412157596283	Aars
NM_026517	chr3	28805511	28807415	+	471.0	1	Rpl22l1|3110001N18Rik|AU041196|-|3 A3|3|protein-coding	61.572	62.813	72.854	53.62	29.417	25.863000000000003	38.037	33.319	33.849000000000004	5.392	21.053	22.861	24.59	15.479	7.975	18.696	15.161783602201952	46.9535	36.62883837224435	48.331	20.48064081028715	49.8045	16.641758095225374	39.105	20.527309857845477	Rpl22l1
NM_010481	chr18	34937415	34954351	-	3023.0	1	Hspa9|74kDa|Csa|Grp75|Hsc74|Hsp74|Hsp74a|Hspa9a|Mortalin|Mot-2|Mot2|Mthsp70|Pbp74|-|18 C|18 18.8 cM|protein-coding	377.184	371.839	275.579	376.601	59.31	232.742	214.766	168.707	213.59	57.713	72.605	246.68	266.32	28.074	32.846	46.078	18.712873857320762	174.092	143.52429180455832	292.7145	111.89894101599009	295.975	114.8468691867567	321.4605	77.98044293603354	Hspa9
NM_175093	chr2	152337425	152344060	-	2046.0	1	Trib3|Ifld2|Nipk|SINK|SKIP3|TRB-3|Trb3|RP23-396N8.1|2 G3|2 74.83 cM|protein-coding	70.727	92.813	74.762	62.213	20.619	40.883	43.736	43.511	44.931	13.687	20.379	43.429	52.99800000000001	7.705	7.561	14.09	9.233400348733936	47.5705	38.45458808126802	68.872	33.85768689677425	57.2315	19.085519131006123	57.605500000000006	6.515988988633997	Trib3
NM_199449	chr15	57694667	57839832	+	4368.0	1	Zhx2|Afr-1|Afr1|Raf|mKIAA0854|-|15 D1|15 24.01 cM|protein-coding	54.803	72.319	72.248	50.56399999999999	28.821	41.58	47.636	49.574	45.114	29.878	32.576	42.375	46.985	22.839	22.132	25.4765	4.72983725935682	52.412000000000006	28.05234022323271	58.7165	19.23683998218005	51.2195	5.067834300763926	48.7745	2.5307351698665568	Zhx2
NM_026603	chr5	123907275	123928832	+	2226.0	1	Denr|1500003K04Rik|-|5 F|5|protein-coding	79.335	102.745	81.045	82.015	23.55	36.744	37.284	32.753	36.81	11.644	21.515	39.249	42.077	5.71	9.925	16.7375	9.634329893666711	51.28	42.094066684035184	69.7775	46.62308561753501	58.3095	29.734547255675487	62.04600000000001	28.24043062702832	Denr
NM_019732	chr4	135120645	135177990	+	3883.0	1	Runx3|AML2|Cbfa3|Pebp2a3|RP23-167O21.1|4 D3|4 67.19 cM|protein-coding	49.517	73.895	63.85	44.188	38.026	46.415	57.352	58.721	56.148	34.583	38.649	45.595	47.133	25.964	22.771	30.3985	10.786913947000793	51.2495	17.8197979926822	65.0215	12.549024045717688	53.4345	5.540181630596536	45.6605	2.082429470594607	Runx3
NM_008248	chr11	54866438	54870496	+	571.0	1	Hint1|AA673479|Hint|Ipk1|PKCI-1|PRKCNH1|RP24-84L18.1|11 B1.3|11|protein-coding	249.686	226.386	206.43	215.2	123.137	146.594	126.573	135.325	140.05700000000002	67.062	79.62100000000002	141.966	136.89	51.289	62.84	92.9885	42.63641758520526	143.02550000000005	89.66750381548486	183.2215	61.04382131305357	188.1295	87.05403715221942	176.045	55.37353203471852	Hint1
NM_008368	chr15	78480549	78495066	-	2684.0	1	Il2rb|CD122|IL-15Rbeta|IL15Rbeta|Il-2/15Rbeta|Il-2Rbeta|p70|-|15 E|15 37.52 cM|protein-coding	128.893	176.06900000000005	131.917	149.192	34.98	153.03799999999995	159.778	138.834	156.752	50.856	63.174	167.917	184.657	25.236	27.861	31.4205	5.033893175267067	97.5455	48.60864145910685	166.4105	13.659181692180386	144.3355	21.838992936946493	166.92450000000005	25.07754199478076	Il2rb
NM_021887	chr7	125603429	125633570	+	2596.0	1	Il21r|NILR|-|7|7 F4|protein-coding	105.173	129.083	118.239	109.922	39.133	71.124	77.797	72.48899999999998	74.633	37.453	40.45	80.919	93.798	23.451	33.698	36.4155	3.8431253557489145	79.3445	55.00512940172035	101.85799999999999	38.5019642356075	91.485	19.35775524176297	101.86	11.401389739851814	Il21r
NM_011640	chr11	69580359	69591873	+	1759.0	1	Trp53|Tp53|bbl|bfy|bhy|p44|p53|RP23-56I20.1|11 B2-C|11 42.83 cM|protein-coding	144.188	138.41	130.719	135.196	59.606	126.371	117.329	100.06	122.122	54.757	74.97399999999998	130.616	141.453	32.484	34.841	47.2235	17.511499436084875	102.8465	39.41766751724413	130.26600000000002	11.517355251966054	130.7585	18.992181035889466	138.3245	4.424367129884425	Trp53
NM_010286	chrX	140539529	140543187	-	1968.0	1	Tsc22d3|DIP|Dsip1|Gilz|TSC-22R|Tilz3|RP23-440B21.1|X F1|X|protein-coding	89.97	98.276	147.615	63.21	199.048	82.679	90.628	111.283	95.66	129.41899999999998	146.041	76.154	73.408	151.694	140.78799999999995	169.918	41.19604107192816	146.828	1.1129860735876314	96.96799999999999	1.8497913395833403	90.299	0.4652762620205488	68.309	7.211074954540403	Tsc22d3
NM_001278269	chr15	6579847	6665608	+	4840.0	1	Fyb|ADAP|B630013F22Rik|FYB-120/130|Slap130|p120/130|p120/p130|-|15 A1|15|protein-coding	19.162	32.755	75.393	13.855	110.321	31.725	42.20399999999999	60.879	41.57	95.707	92.407	23.401	19.294	92.656	85.542	97.9315	17.52139893102147	83.9	12.030714775107914	37.1625	6.233146276159396	30.683	16.293154452100428	16.5745	3.845953782873632	Fyb
NM_001033140	chr7	30321409	30322375	-	964.0	1	Sdhaf1|0610010E21Rik|AI430885|AW490662|Lyrm8|-|7 B1|7|protein-coding	78.164	79.957	84.59899999999998	61.20399999999999	33.787	36.887	41.559	44.458	41.399	29.995	26.435	39.997	47.303	18.099	19.944000000000006	26.8655	9.788479171965372	55.517	41.128158820934345	60.678000000000004	27.26462326899089	59.8615	25.883643725333577	54.2535	9.829491365274132	Sdhaf1
NM_001008705	chr5	145140397	145148074	+	698.0	1	Bud31|C77604|EDG-2|EDG2|G10|-|5 G2|5|protein-coding	156.584	172.141	149.3	148.403	70.661	84.76799999999999	91.215	75.718	83.279	43.664	50.36	95.2	99.959	49.188	43.901	57.28100000000001	18.922177464552	99.83	69.96114493059699	127.71	62.834922789799	123.8995	46.2228631793834	124.181	34.2550809078011	Bud31
NM_009937	chr14	31523084	31577383	-	2816.0	1	Colq|A130034K24Rik|-|14 B|14|protein-coding	2.0540000000000003	11.345999999999998	27.392	3.028	1.267	1.421	5.16	8.597000000000001	5.11	8.88	11.743	2.44	1.629	1.151	0.807	1.037	0.3252691193458117	19.5675	11.065514018788283	8.228	4.4095178874793035	3.6069999999999998	2.1962736623654164	2.3285	0.9892423868799805	Colq
NM_011770	chr1	69531210	69685960	-	9411.0	1	Ikzf2|A730095J18Rik|Helios|Zfpn1a2|Znfn1a2|-|1 C3|1|protein-coding	4.912	17.219	22.681	5.809	5.3889999999999985	11.989	17.438	23.144	18.415	20.947	23.554	11.823	9.501	7.032	6.5120000000000005	5.9505	0.7940809152724874	23.1175	0.6173042199759314	17.817	0.8456997102990881	11.175	8.857219541142694	7.6549999999999985	2.610638236140734	Ikzf2
NM_001159662	chr2	158667135	158766334	+	6379.0	1	Ppp1r16b|ANKRD4|C130078N17Rik|TIMAP|Wdt4|RP23-22K4.1|2 H1|2|protein-coding	29.682	46.032	48.63800000000001	30.744	18.162	30.682	37.314	41.139	37.765	23.491	28.454	33.445	34.576	13.197	14.876	16.519000000000002	2.3235528829790018	38.54600000000001	14.272243271469257	41.8985	5.845651760069165	33.498000000000005	5.396638954015738	32.66	2.709633185506984	Ppp1r16b
NM_009871	chr11	80477046	80481179	+	4131.0	1	Cdk5r1|Cdk5r|D11Bwg0379e|p25|p35|RP23-252E4.5|11 B5|11 47.94 cM|protein-coding	21.689	30.308000000000003	36.662	18.839	5.169	11.515	17.097	21.226	17.367	11.303	14.594	11.63	12.434	3.696	4.152	4.6605	0.7191275964667192	25.628	15.604432447224731	23.8375	9.150668855335113	19.393	3.2470343392086245	15.636500000000002	4.52901893349984	Cdk5r1
NM_025899	chr7	120635189	120659523	+	1866.0	1	Uqcrc2|1500004O06Rik|-|7 F2|7|protein-coding	147.351	147.808	131.18	146.225	59.62300000000001	105.975	99.009	85.573	105.161	39.681	59.967	105.513	109.264	28.584	35.969	47.79600000000001	16.725903802186586	95.5735	50.35519520863764	126.4845	30.155982897262678	123.18	34.182956016119945	127.7445	26.135373739435984	Uqcrc2
NM_175256	chr16	33684466	33768195	+	4763.0	1	Heg1|4632417D23Rik|5530401I02Rik|9530025L16Rik|BC038614|Gm629|OTTMUSG00000027315|-|16 B3|16|protein-coding	32.713	42.618	40.384	29.622	9.628	30.313	37.9	41.00100000000001	39.025	20.017	27.574	31.304	33.702	8.804	9.536	9.582	0.06505382386895768	33.979	9.058037866999667	40.8215	2.5406346648032816	35.3065	3.667762874014571	31.662	2.884995667241121	Heg1
NM_010136	chr9	118478189	118486132	+	3707.0	1	Eomes|C77258|TBR-2|Tbr2|-|9 F3|9 70.21 cM|protein-coding	52.896	103.219	50.87300000000001	59.912	3.64	29.34	41.93600000000001	32.14	39.949	6.904	10.285	28.7	41.462	1.362	2.013	2.8265	1.150462732990512	30.579	28.7000500347996	71.584	44.738646045672844	47.416	7.749890321804575	50.687	13.046120112891842	Eomes
NM_001168230	chrX	136732948	136743686	-	1720.0	1	Morf4l2|2410017O14Rik|Mrgx|Sid393p|mKIAA0026|RP23-197O15.4|X F1|X|protein-coding	96.68	110.565	89.051	107.214	33.214	72.105	74.142	70.08800000000001	69.367	34.681999999999995	47.07100000000001	71.03699999999998	67.467	15.397	26.177	29.6955	4.9759104192097166	68.061	29.68434267421124	89.96600000000002	29.13138517132337	85.411	15.936772634382415	87.34049999999998	28.10537323182177	Morf4l2
NM_153511	chr2	24186476	24193567	+	1640.0	1	Il1f9|Il36g|RP23-176J12.3|2 A3|2 16.24 cM|protein-coding	6.4910000000000005	13.253	15.761	3.767	43.913	23.132	35.295	81.531	36.865	128.42	127.937	19.477	6.38	132.563	130.491	87.20200000000001	61.2198909015689	71.84899999999999	79.32041028638216	25.059	16.696205317376766	20.893	20.36750372529732	5.0735	1.8476700192404472	Il1f9
NM_001130452	chr11	96817414	96824127	-	3491.0	1	Nfe2l1|AA408798|AW212678|LCR-F1|Lcrf1|NRF1|TCF-11|TCF11|RP23-353J21.3|11 D-E|11 60.12 cM|protein-coding	89.602	112.769	99.454	91.811	38.43	68.343	69.072	72.08800000000002	71.705	38.354	42.279	70.572	84.22399999999998	25.06	34.304	36.367	2.9175225791756345	70.8665	40.42883021434083	92.23700000000001	29.036632862644357	79.337	14.51690221775986	88.0175	5.364819148862408	Nfe2l1
