id	chr	start	end	strand	Length	Copies	Annotation/Divergence	0-1uM-PCC-24h	100uM-K99A-24h	10uM-K99A-24h	10uM-PCC-24h	No-Peptide-24h
NM_027342	chr16	36043844	36071515	-	628.0	1	Fam162a|2310056P07Rik|HGTD-P|-|16 B3|16|protein-coding	91.156	63.818000000000005	50.603	84.17	29.307
NM_016740	chr3	93520496	93526288	+	499.0	1	S100a11|EMAPI|Emap1|S100a14|S100c|cal|-|3|3 E-F|protein-coding	62.568000000000005	103.794	129.009	58.648	339.103
NM_001290546	chrX	52912214	52956961	+	4124.0	1	Phf6|2700007B13Rik|4931428F02Rik|mKIAA1823|-|X|X A4|protein-coding	43.503	26.055	17.038	48.676	8.637
NM_017380	chr11	117331715	117362325	+	2934.0	1	Sept9|MSF1|Msf|PNUTL4|Sint1|RP23-101J23.1|11 E2|11 82.61 cM|protein-coding	43.765	37.941	42.46	43.346000000000004	91.734
NM_001199271	chr10	77032739	77050432	+	2246.0	1	Slc19a1|AI323572|RFC|RFC-1|RFC1|-|10 C1|10 39.72 cM|protein-coding	58.028999999999996	31.087	19.029	45.718	10.082
NM_028732	chr10	60346851	60372684	+	4837.0	1	4632428N05Rik|Dies1|PD-1H|VISTA|-|10 B4|10|protein-coding	57.035	36.804	40.4	32.037	89.76100000000001
NM_026943	chr7	19149838	19152726	+	483.0	1	Snrpd2|1810009A06Rik|SMD2|-|7 A3|7|protein-coding	97.00399999999999	67.541	55.972	94.851	23.761999999999997
NM_001281976	chr1	60909025	60915832	+	1818.0	1	Ctla4|Cd152|Ctla-4|Ly-56|CH29-120A16.2|1 C|1 30.58 cM|protein-coding	38.819	27.426	26.614	57.335	24.285999999999998
NM_001030307	chrX	75095854	75109776	+	2786.0	1	Dkc1|BC068171|RP23-62O13.1|X A7.3|X|protein-coding	85.62100000000001	66.433	41.325	87.836	16.386
NM_023203	chr7	127256959	127260667	-	629.0	1	Dctpp1|2410015N17Rik|AI854235|RS21-C6|-|7 F3|7|protein-coding	63.828	40.262	28.285	61.864	13.562000000000001
NM_025650	chr10	80402997	80406821	-	431.0	1	Uqcr11|0710008D09Rik|AL022707|Uqcr|-|10 C1|10|protein-coding	63.299	43.291000000000004	30.935	52.645	40.184
NM_015743	chr4	48051248	48083352	+	1877.0	1	Nr4a3|AI573420|CHN|CSMF|MINOR|NOR-1|Nor1|TEC|RP23-122N18.2|4|4 B2|protein-coding	158.90200000000002	143.306	75.654	139.843	46.081
NM_001009935	chr3	96557957	96561857	+	2791.0	1	Txnip|1200008J08Rik|AA682105|Hyplip1|THIF|Tbp-2|VDUP1|-|3 F2.2|3 41.93 cM|protein-coding	65.977	78.215	150.364	47.302	363.1
NM_177420	chr19	15905123	15925059	-	2161.0	1	Psat1|D8Ertd814e|EPIP|PSA|Psat|-|19 A|19 10.86 cM|protein-coding	243.205	197.032	134.621	222.299	30.288
NM_145941	chr16	20672749	20692883	+	5382.0	1	Eif4g1|E030015G23Rik|eIF4GI|-|16 B1|16|protein-coding	162.173	134.31799999999998	109.86200000000001	158.256	73.313
NM_013651	chr10	80798735	80804922	+	1663.0	1	Sf3a2|66kDa|AW047242|PRP11|SFA66|Sap62|-|10 C1|10 39.72 cM|protein-coding	91.70299999999999	70.876	53.54	88.381	43.99
NM_007498	chr1	191170297	191183333	-	1970.0	1	Atf3|LRG-21|-|1 H6|1 96.28 cM|protein-coding	33.525999999999996	25.49	8.346	46.474	7.978
NM_013653	chr11	83525779	83530518	-	526.0	1	Ccl5|MuRantes|RANTES|SISd|Scya5|TCP228|RP23-320E6.2|11 C|11 50.66 cM|protein-coding	29.16	30.822	15.162	34.756	56.516000000000005
NR_002898	chr2	32963301	32963418	+	117.0	1	Snora65|MBII-351|Rnu65|-|2 B|2|snoRNA	69.13	49.224	36.355	66.702	34.466
NM_011568	chr11	120594516	120598365	-	1124.0	1	Alyref|ALY|REF1|Refbp1|Thoc4|RP23-84C12.4|11 E2|11|protein-coding	68.753	59.661	43.263999999999996	83.061	39.786
NM_007422	chr1	177763178	177796509	-	2538.0	1	Adss|AI314886|AS|Adss2|-|1 H4|1|protein-coding	92.73200000000001	71.10600000000001	53.485	93.258	36.788000000000004
NM_026467	chr9	66946118	66949509	+	458.0	1	Rps27l|1810034D23Rik|-|9|9 D|protein-coding	87.56700000000001	85.26700000000001	53.49	106.024	44.81399999999999
NM_017480	chr1	60977914	61000321	+	3248.0	1	Icos|AILIM|CCLP|CRP-1|H4|Ly115|CH29-120A16.4|1 C2|1 30.6 cM|protein-coding	79.235	72.286	26.758000000000003	75.575	25.77
NM_009402	chr7	18884690	18890438	+	676.0	1	Pglyrp1|PGRP|PGRP-S|Pglyrp|Tag7|Tasg7|Tnfsf3l|-|7|7 A3|protein-coding	57.53	107.719	116.647	27.311	383.38599999999997
NM_011364	chrX	42502608	42522075	+	813.0	1	Sh2d1a|Gm686|SAP|RP23-280E8.1|X|X A5|protein-coding	38.145	29.015	22.285999999999998	46.974	40.38
NM_001199114	chr17	45585200	45595902	-	1918.0	1	Slc29a1|1200014D21Rik|AA407560|ENT1|-|17|17 C|protein-coding	49.839	25.749000000000002	16.249000000000002	44.532	13.181
NM_144539	chr1	171632403	171653037	-	3967.0	1	Slamf7|19A|19A24|4930560D03Rik|CRACC|CS1|-|1|1 H2|protein-coding	32.4	6.871	2.392	23.744	7.207000000000001
NM_010256	chr16	91621397	91646972	-	3303.0	1	Gart|Gaps|Prgs|-|16 C3-C4|16 53.18 cM|protein-coding	81.494	62.4	38.348	84.271	19.19
NM_001081274	chr4	149149985	149166707	-	2209.0	1	Pgd|0610042A05Rik|AU019875|C78335|RP23-249G3.4|4 E2|4 78.96 cM|protein-coding	58.053000000000004	68.536	84.057	55.74100000000001	202.468
NM_010555	chr1	40084768	40125226	+	1333.0	1	Il1r2|CD121b|Il1r-2|-|1 B|1 18.65 cM|protein-coding	40.965	35.777	24.945	49.655	50.497
NM_028451	chr11	58009064	58062032	+	6594.0	1	Larp1|1810024J12Rik|3110040D16Rik|Larp|mKIAA0731|RP23-293I3.7|11|11 B2|protein-coding	103.066	82.23100000000001	57.882	107.97399999999999	30.264
NM_010579	chr2	155819837	155826925	-	1487.0	1	Eif6|1110004P11|AA408895|CAB|Itgb4bp|eIF-6|imc-415|p27(BBP)|p27BBP|RP23-388H13.5|2 H1|2|protein-coding	141.421	114.307	86.969	144.667	41.095
NM_020255	chr2	156311846	156312704	-	756.0	1	Scand1|2310003H23Rik|Leap1|PGC-2|Ppargc2|-|2|2 H2|protein-coding	82.818	85.154	86.613	77.756	170.622
NM_009415	chr6	124810592	124814296	-	1592.0	1	Tpi1|AI255506|Tpi|Tpi-1|-|6 F2|6 59.17 cM|protein-coding	42.592	35.705	23.866	58.076	32.345
NM_009775	chr15	83563573	83574203	+	850.0	1	Tspo|Bzrp|IBP|PBR|Tspo1|-|15 E1|15 39.4 cM|protein-coding	35.301	38.611	48.405	42.294	125.35600000000001
NM_001243968	chr7	13035120	13037627	-	1002.0	1	Ube2m|2510040H03Rik|UBC12|Ubc-rs2|-|7 A1|7 7.73 cM|protein-coding	112.507	108.891	83.51299999999999	140.735	65.01100000000001
NM_010027	chr10	75771233	75773374	-	604.0	1	Ddt|C78655|-|10 C1|10 38.58 cM|protein-coding	76.392	49.308	33.722	65.74	26.105999999999998
NM_009536	chr11	75732887	75765841	+	2070.0	1	Ywhae|AU019196|RP23-78H4.1|11 B2|11 45.92 cM|protein-coding	288.233	269.723	202.165	298.764	122.305
NM_025903	chr9	107587718	107593038	+	1966.0	1	Ifrd2|1810034A24Rik|AA470234|AI838527|SKMc15|-|9 F1|9 58.24 cM|protein-coding	77.25	49.82	29.353	66.949	15.331
NM_024253	chr7	43437138	43438246	+	807.0	1	Nkg7|2500004F03Rik|-|7|7 B2|protein-coding	26.691999999999997	13.931	8.413	40.383	13.069
NM_198095	chr8	71534262	71537437	-	759.0	1	Bst2|2310015I10Rik|Bst-2|C87040|CD317|DAMP-1|GREG|-|8 B3.3|8|protein-coding	53.833999999999996	45.215	33.463	71.118	36.85
NM_001077529	chr11	93949814	93955783	-	731.0	1	Nme2|NM23-H2|NM23B|nm23-M2|RP23-378I13.2|11|11 C|protein-coding	138.737	132.316	89.79899999999999	164.34099999999998	49.718999999999994
NM_175088	chr6	15720661	15802169	+	3428.0	1	Mdfic|Kdt1|Mdfid|-|6 A1|6|protein-coding	39.768	28.296	16.298	55.787	14.040999999999999
NM_025347	chr7	126776975	126780514	+	946.0	1	Ypel3|0610043B10Rik|1190001G19Rik|Suap|-|7 F3|7|protein-coding	46.382	50.538000000000004	92.65	45.602	226.08900000000003
NM_133878	chr4	132331919	132345750	-	2276.0	1	Rcc1|4931417M11Rik|AI326872|Chc1|WI1-2643G14.3|4 D2.3|4|protein-coding	60.21	38.875	21.6	59.799	13.856
NM_008353	chr8	70808449	70821423	+	2854.0	1	Il12rb1|CD212|IL-12R[b]|-|8 B3.3|8 34.21 cM|protein-coding	26.430999999999997	11.251	6.0760000000000005	41.637	3.967
NM_153547	chr14	31012433	31019131	-	1909.0	1	Gnl3|Ns|-|14 B|14 19.09 cM|protein-coding	121.816	86.787	63.952	116.64299999999999	20.067999999999998
NM_025710	chr13	30540312	30545316	-	1309.0	1	Uqcrfs1|4430402G14Rik|AI875505|-|13|13 A3.3|protein-coding	134.144	115.929	83.01700000000001	136.655	62.126000000000005
NM_008501	chr11	4257568	4272514	+	4009.0	1	Lif|-|RP23-329P17.1|11 A1-A2|11 2.94 cM|protein-coding	22.14	7.852	1.285	37.400999999999996	1.6640000000000001
NM_018799	chr4	129591974	129600648	-	1096.0	1	Eif3i|36kDa|D4Ertd632e|Eif3s2|Trip1|RP23-151A15.2|4 D2.2|4 63.26 cM|protein-coding	169.16099999999997	155.267	108.256	181.805	66.605
NM_011638	chr16	32608896	32632794	+	4893.0	1	Tfrc|2610028K12Rik|AI195355|AI426448|AU015758|CD71|E430033M20Rik|Mtvr-1|Mtvr1|TFR|TFR1|TR|Trfr|p90|-|16 B3|16 23.06 cM|protein-coding	84.449	73.524	39.269	100.40899999999999	15.574000000000002
NM_001077184	chr10	79704358	79711979	+	1395.0	1	Bsg|AI115436|AI325119|CD147|EMMPRIN|HT-7|-|10 C1|10 39.72 cM|protein-coding	163.726	148.879	120.264	185.572	82.941
NM_007585	chr9	69453683	69491785	+	1359.0	1	Anxa2|AW215814|Cal1h|CT009708.1|9 C|9 38.58 cM|protein-coding	104.816	133.375	117.70200000000001	122.986	223.15599999999998
NM_016876	chr9	20894349	20898590	-	1055.0	1	Eif3g|44kDa|D0Jmb4|Eif3s4|TU-189B2|eIF3-p44|p44|-|9 A3|9|protein-coding	205.09	166.423	134.134	190.446	87.12899999999999
NM_001042613	chr15	3270767	3280508	+	2006.0	1	Sepp1|AU018766|D15Ucla1|Se-P|selp|-|15 A1|15 1.84 cM|protein-coding	14.29	14.866	44.916000000000004	8.789	165.69099999999997
NM_023065	chr8	70762773	70766663	-	971.0	1	Ifi30|GILT|IP30|-|8 B3.3|8|protein-coding	41.088	62.928000000000004	43.216	52.8	136.144
NM_001146058	chr4	152199844	152271855	+	1356.0	1	Acot7|2410041A17Rik|Ach1|Act|Bach|CTE-IIa|Cte-II|Lach1|RP23-421E12.1|4 E2|4|protein-coding	81.436	68.944	44.911	101.943	23.295
NM_009838	chr5	129787356	129846443	+	2156.0	1	Cct6a|CCT-zeta|CCT-zeta-1|Cct6|Cctz-1|TCP-1-zeta|-|5 G1.3|5|protein-coding	258.58099999999996	225.99400000000003	165.209	279.339	43.906000000000006
NM_020619	chr6	83115506	83118898	+	2764.0	1	Mogs|1810017N02Rik|AI181835|Gcs1|-|6|6 D1|protein-coding	93.838	73.227	48.165	97.554	31.274
NM_138747	chr6	125131883	125144753	+	2605.0	1	Nop2|120kDa|A530002O17|Nol1|-|6 F2-F3|6 59.32 cM|protein-coding	89.302	63.16	37.979	85.06200000000001	18.775
NM_016971	chr10	118204964	118210046	+	1080.0	1	Il22|IL-22|IL-22a|ILTIFa|Iltif|mCG_123110|10 D2|10 66.67 cM|protein-coding	62.707	30.425	5.983	39.777	1.675
NM_176933	chr8	34807610	34819894	+	2421.0	1	Dusp4|2700078F24Rik|AI844617|BB104621|E130306H24Rik|MKP2|-|8 A4|8|protein-coding	45.058	26.982	10.270999999999999	51.412	6.15
NM_145354	chr13	69612016	69635779	+	4258.0	1	Nsun2|D13Wsu123e|Misu|-|13 C1|13 35.55 cM|protein-coding	92.40799999999999	67.554	42.43600000000001	91.76799999999999	21.951999999999998
NM_001301305	chr6	136923661	136941503	-	1139.0	1	Arhgdib|D4|Gdid4|Ly-GDI|-|6 G1|6|protein-coding	176.903	253.511	343.675	174.46599999999998	745.2610000000001
NM_207105	chr17	34263227	34269418	+	1185.0	1	H2-Ab1|AI845868|Abeta|H-2Ab|H2-Ab|I-Abeta|IAb|Ia-2|Ia2|Rmcs1|-|17 B1|17 17.98 cM|protein-coding	29.778000000000002	27.063000000000002	22.331	34.148	79.84
NM_145610	chr9	20888175	20892179	+	1658.0	1	Ppan|A230087P06Rik|SSF1|-|9 A3|9|protein-coding	138.791	99.28299999999999	69.193	122.882	28.125999999999998
NM_008231	chr3	87906321	87916132	+	2237.0	1	Hdgf|AI118077|D3Ertd299e|-|3 F1|3 38.78 cM|protein-coding	321.006	269.496	207.257	302.286	100.279
NM_010381	chr17	34342212	34344645	-	778.0	1	H2-Ea-ps|AI323765|E-alpha-f|H-2Ea|H2-Ea|I-Ealpha|Ia-3|Ia3|mCG_9941|17 B1|17 17.98 cM|protein-coding	34.959	44.567	29.701999999999998	39.799	109.911
NM_007451	chrX	36795652	36798806	+	1232.0	1	Slc25a5|Ant2|RP23-286I5.1|X A4|X 21.2 cM|protein-coding	170.25099999999998	143.602	109.02	166.838	79.186
NM_011352	chr9	57940135	57962865	+	3259.0	1	Sema7a|2900057C09Rik|CDw108|H-Sema-L|M-Sema-L|Semal|-|9|9 A3.3-B|protein-coding	48.633	37.014	20.117	66.673	18.56
NM_010477	chr1	55077834	55087932	-	2318.0	1	Hspd1|60kDa|Hsp60|-|1 C1.2|1|protein-coding	97.35700000000001	80.612	48.556999999999995	113.41	18.846
NM_027521	chr10	80019675	80031471	+	3456.0	1	Hmha1|6330406L22Rik|AW539505|Ha-1|-|10 C1|10|protein-coding	61.31	68.07300000000001	145.502	54.802	348.103
NM_025281	chr5	38220482	38234306	+	1540.0	1	Lyar|MLZ-264|-|5 B3|5 20.29 cM|protein-coding	78.074	60.63	40.368	95.698	20.277
NM_011660	chr4	57943373	57956411	-	1044.0	1	Txn1|ADF|AW550880|Trx1|Txn|RP23-332H16.1|4 B3|4 31.87 cM|protein-coding	274.007	263.77	205.985	304.027	141.282
NM_133916	chr5	140419305	140443358	+	2945.0	1	Eif3b|AL033316|AL033334|AL033369|AW208965|D5Wsu45e|EIF3-ETA|EIF3-P110|EIF3-P116|Eif3s9|PRT1|-|5 G2|5 78.97 cM|protein-coding	170.975	141.55200000000002	105.921	175.62099999999998	56.387
NM_025380	chr13	38645691	38659028	-	1033.0	1	Eef1e1|1110003A02Rik|-|13|13 A5|protein-coding	136.921	120.516	67.268	147.35399999999998	23.823
NM_001099217	chr15	75108161	75111949	-	795.0	1	Ly6c2|Ly-6C.2|Ly-6C2|-|15 D3|15|protein-coding	67.263	100.427	124.601	49.81	357.019
NM_008160	chr9	108339080	108340344	+	1043.0	1	Gpx1|AI195024|AL033363|CGPx|GPx-1|GSHPx-1|Gpx|-|9 F1|9 59.24 cM|protein-coding	80.641	92.09200000000001	94.464	81.232	211.953
NM_026438	chr10	61648621	61674165	+	1279.0	1	Ppa1|2010317E03Rik|Pyp|-|10 B4|10 32.25 cM|protein-coding	118.089	93.48100000000001	56.343999999999994	124.40799999999999	17.988
NM_016871	chr7	19701313	19715429	-	1556.0	1	Tomm40|AW539759|Mom35|Tom40|-|7 A3|7|protein-coding	116.135	83.98899999999999	58.589	112.756	31.266
NM_021303	chr4	156236010	156247616	+	2764.0	1	Noc2l|AA410003|AF155546|NIR|-|4 E2|4|protein-coding	157.488	119.93799999999999	89.818	148.939	50.951
NM_053086	chr19	46075847	46085543	+	3647.0	1	Nolc1|NOPP130|NOPP140|P130|-|19 C3|19|protein-coding	147.97	105.771	68.722	131.602	24.311999999999998
NM_009840	chr16	87483325	87495869	-	2374.0	1	Cct8|AI132397|Cctq|Tcpq|-|16 C3.3|16|protein-coding	271.55400000000003	240.667	176.208	294.688	65.55
NM_026851	chr14	54426909	54429750	+	405.0	1	Mrpl52|1110047B07Rik|-|14 C2|14|protein-coding	144.349	94.574	89.978	132.47799999999998	55.528999999999996
NM_009892	chr3	106147554	106167564	-	1526.0	1	Chil3|AI505981|Chi3l3|ECF-L|Ym1|-|3 F2.2|3 46.49 cM|protein-coding	278.608	391.00199999999995	476.559	169.239	1162.695
NM_011969	chr2	180036367	180042464	-	943.0	1	Psma7|C6-I|RP23-23G3.6|2 H4|2|protein-coding	233.44799999999998	220.114	156.744	260.383	91.009
NM_011267	chr1	153740353	153745468	+	2328.0	1	Rgs16|Rgs14|Rgsr|-|1 G3|1 65.43 cM|protein-coding	44.122	9.437999999999999	8.363	44.247	3.553
NM_008355	chr11	53631323	53634702	-	1200.0	1	Il13|Il-13|RP23-239O19.1|11 B1.3|11 31.98 cM|protein-coding	29.72	6.343999999999999	1.909	43.266000000000005	2.499
NM_010741	chr15	75045015	75048837	-	843.0	1	Ly6c1|AA682074|AA959465|Ly-6C|Ly-6C1|Ly6c|-|15 D3|15 34.29 cM|protein-coding	16.405	5.99	16.059	21.601	85.06200000000001
NM_013730	chr1	171767132	171801184	+	2679.0	1	Slamf1|4933415F16|AA177906|CD150|CDw150|ESTM51|IPO-3|Slam|-|1 H3|1 79.54 cM|protein-coding	57.176	13.34	6.061	36.117	5.751
NM_013536	chr6	124704370	124712178	-	1037.0	1	Emg1|C2f|Grcc2f|-|6 F2|6 59.17 cM|protein-coding	147.829	114.46	96.352	150.757	72.788
NM_053092	chr8	111993439	112011354	-	2027.0	1	Kars|AA589550|AL024334|AL033315|AL033367|D8Ertd698e|D8Wsu108e|LysRS|mKIAA0070|-|8 D3|8 58.27 cM|protein-coding	105.318	86.87200000000001	56.254	120.95700000000001	38.921
NM_025546	chr16	11193037	11203292	-	1828.0	1	Rsl1d1|2410005K20Rik|C76439|pBK1|-|16|16 B1|protein-coding	209.058	175.093	117.149	212.433	45.42100000000001
NM_026631	chr11	51619773	51623714	+	998.0	1	Nhp2|2410130M07Rik|D11Ertd175e|Nola2|RP23-79E13.8|11 B1.3|11 31.14 cM|protein-coding	183.798	143.399	99.912	181.375	37.454
NM_182650	chr6	51460435	51469894	-	2132.0	1	Hnrnpa2b1|9130414A06Rik|Hnrpa2|Hnrpa2b1|hnrnp-A|-|6 B3|6|protein-coding	323.823	306.432	280.635	392.213	186.25900000000001
NR_046233	chr17	39842997	39848829	+	5832.0	1	Rn45s|-|-|-|rRNA	121.477	143.433	123.764	65.093	354.19199999999995
NM_011304	chr7	45421898	45434464	-	1658.0	1	Ruvbl2|mp47|p47|-|7|7 B2|protein-coding	133.888	96.85600000000001	62.632	128.003	27.845
NM_008326	chr11	48865249	48871346	-	2222.0	1	Irgm1|Ifggd3|Ifi1|Iigp3|Iipg3|Irgm|LRG-47|RP23-14F5.1|11 B1.2|11|protein-coding	56.43	34.067	23.579	64.53699999999999	34.784
NM_001170911	chr15	102459170	102462806	+	1105.0	1	Prr13|1110020C13Rik|2010324E22Rik|-|15 F3|15|protein-coding	65.194	80.428	80.762	74.64699999999999	207.921
NM_175103	chr7	126696000	126696693	+	332.0	1	Bola2|1110025L05Rik|BolA-2|-|7 F3|7|protein-coding	179.623	133.191	104.465	162.586	70.38600000000001
NM_007759	chr3	87948693	87953372	+	894.0	1	Crabp2|AI893628|Crabp-2|CrabpII|-|3F1|3|protein-coding	25.642	1.0590000000000002	0.5489999999999999	45.345	0.0
NM_010219	chr6	128430107	128438631	-	2155.0	1	Fkbp4|59kDa|AL022792|AW208983|FKBP-4|FKBP-52|FKBP52|FKPB52|p59|-|6 F3|6|protein-coding	184.142	152.33100000000002	103.225	184.87599999999998	56.809
NM_010705	chr14	47373860	47386167	+	1371.0	1	Lgals3|GBP|L-34|Mac-2|gal3|-|14 C1|14|protein-coding	22.680999999999997	59.961000000000006	84.42399999999999	17.815	326.939
NM_010185	chr1	171229572	171234349	-	651.0	1	Fcer1g|AI573376|CD23|FcR-gamma|FcR[g]|FcRgamma|Fce1g|FcepsilonRI|Ly-50|-|1 H3|1 79.23 cM|protein-coding	55.105	75.015	88.081	33.855	296.378
NM_130889	chr4	46451117	46472523	+	1358.0	1	Anp32b|2410015B15Rik|PAL31|PHAPI2a|Ssp29|RP23-117B19.3|4|4 B2|protein-coding	296.626	255.12400000000002	187.269	301.866	85.734
NM_019507	chr11	97098007	97115331	-	2544.0	1	Tbx21|TBT1|Tbet|Tblym|RP23-428N4.9|11|11 D|protein-coding	23.26	7.752999999999999	0.7879999999999999	53.144	2.926
NM_001033126	chr6	125232622	125237027	-	1568.0	1	Cd27|S152|Tnfrsf7|Tp55|-|6 F3|6 59.32 cM|protein-coding	63.049	28.025	39.23	52.582	76.395
NM_019553	chr10	62580247	62602298	-	4726.0	1	Ddx21|AI255159|AL022742|D10Ertd645e|D10Wsu42e|-|10 B4-B5.1|10 32.43 cM|protein-coding	161.069	123.90700000000001	83.382	162.12	35.891999999999996
NM_001025571	chr3	87846755	87855722	+	4725.0	1	Sh2d2a|Lad|Ribp|Tsad|-|3 F1|3 38.78 cM|protein-coding	66.92	32.117	22.843000000000004	51.461999999999996	47.301
NM_009852	chr19	10789339	10830058	-	3019.0	1	Cd6|-|-|19 A|19 7.16 cM|protein-coding	92.505	56.132	53.864	109.791	27.862
NM_010239	chr19	9982646	9985111	+	936.0	1	Fth1|FHC|Fth|HFt|MFH|-|19 A-C|19 6.23 cM|protein-coding	502.939	735.535	735.705	427.889	1616.38
NM_011631	chr10	86690841	86705444	-	2739.0	1	Hsp90b1|ERp99|GRP94|TA-3|Targ2|Tra-1|Tra1|endoplasmin|gp96|-|10 C1|10 43.05 cM|protein-coding	347.029	308.371	232.50900000000001	340.51300000000003	154.32399999999998
NM_008337	chr10	118441047	118445892	+	1201.0	1	Ifng|IFN-g|Ifg|-|10 D2|10 66.75 cM|protein-coding	19.75	9.197000000000001	1.09	61.038999999999994	1.679
NM_007527	chr7	45461695	45466898	-	861.0	1	Bax|-|-|7 B5|7 29.32 cM|protein-coding	187.928	145.279	116.19	176.16099999999997	91.51
NM_016776	chr11	72441378	72451550	+	4089.0	1	Mybbp1a|AL024407|AU019902|P160|p160MBP|p67MBP|RP23-48A2.3|11 B4|11 44.29 cM|protein-coding	233.132	179.55	122.007	219.59099999999998	36.54
NM_172768	chr9	40297907	40455764	-	2792.0	1	Gramd1b|3222402H23|A930008A22Rik|AI593249|mKIAA1201|-|9|9 B|protein-coding	77.737	30.517	22.325	62.206	16.369
NM_139198	chr5	100553733	100572205	-	689.0	1	Plac8|C15|D5Wsu111e|-|5 E3|5 48.49 cM|protein-coding	84.485	79.008	82.45100000000001	88.25399999999999	174.833
NM_008704	chr11	93958925	93968521	-	1228.0	1	Nme1|AL024257|NDPK-A|NM23-M1|NM23A|RP23-378I13.1|11 D|11|protein-coding	127.32799999999999	96.81700000000001	64.71300000000001	141.726	28.881
NM_011192	chr11	101316251	101323530	+	2606.0	1	Psme3|AA410043|AU020960|Ki|PA28gamma|REGgamma|pa28g|RP23-281C18.14-001|11 D|11 64.67 cM|protein-coding	120.851	99.04	66.59100000000001	137.783	50.528999999999996
NM_001204281	chr15	97792664	97814863	-	3766.0	1	Hdac7|5830434K02Rik|HD7|HD7a|Hdac7a|mFLJ00062|-|15|15 F2|protein-coding	50.354	21.85	13.282	52.29600000000001	32.425
NM_011119	chr10	128557766	128565934	-	2418.0	1	Pa2g4|38kDa|AA672939|Ebp1|Plfap|-|10 D3|10|protein-coding	243.735	208.571	135.417	251.13400000000001	51.058
NM_009983	chr7	142375916	142387870	-	1943.0	1	Ctsd|CD|CatD|-|7 F5|7|protein-coding	98.48200000000001	122.84700000000001	137.70600000000002	88.196	352.61
NM_008479	chr6	124904359	124911705	-	1993.0	1	Lag3|CD223|LAG-3|Ly66|-|6 F2|6|protein-coding	25.065	3.028	0.985	52.863	3.45
NM_025624	chr5	147860628	147875778	+	726.0	1	Pomp|2510048O06Rik|Ump1|-|5 G3|5|protein-coding	171.845	141.703	107.262	181.895	79.472
NM_007636	chr10	117050998	117063814	-	1944.0	1	Cct2|Cctb|-|10 D2|10|protein-coding	412.39599999999996	358.48900000000003	258.145	413.751	102.229
NM_011337	chr11	83647843	83649378	-	785.0	1	Ccl3|AI323804|G0S19-1|LD78alpha|MIP-1alpha|MIP1-(a)|MIP1-alpha|Mip1a|Scya3|RP23-320E6.7|11 C|11 51.04 cM|protein-coding	32.512	5.577999999999999	4.1160000000000005	48.556999999999995	15.543
NM_010378	chr17	34282751	34287771	-	1062.0	1	H2-Aa|Aalpha|H-2Aa|H2Aa|I-Aalpha|IAalpha|Ia-1|Ia1|-|17 B1|17 17.98 cM|protein-coding	43.723	50.738	39.975	47.357	155.92600000000002
NM_011662	chr7	30413788	30417579	+	559.0	1	Tyrobp|DAP12|KARAP|Ly83|-|7 B|7 17.45 cM|protein-coding	59.601000000000006	141.909	138.721	35.936	519.9540000000001
NR_039567	chr18	60812076	60812163	+	87.0	1	Mir5107|mmu-mir-5107|mu-mir-5107|-|18|18 34.41 cM|ncRNA	57.803999999999995	59.85	44.66	49.42	163.418
NM_012021	chr19	6906819	6909645	-	680.0	1	Prdx5|AOEB166|AOPP|Pmp20|Prdx6|PrxV|-|19 A|19 5.08 cM|protein-coding	148.28	167.99599999999998	162.394	142.13	338.631
NM_027209	chr19	11518559	11530403	+	1678.0	1	Ms4a6b|1810027D10Rik|-|-|protein-coding	76.69800000000001	42.22	75.607	64.509	158.518
NM_011616	chrX	57212143	57224042	+	1243.0	1	Cd40lg|CD154|CD40-L|Cd40l|HIGM1|IGM|IMD3|Ly-62|Ly62|T-BAM|TRAP|Tnfsf5|gp39|RP23-153G22.3|X A5|X 31.21 cM|protein-coding	46.391999999999996	15.963	10.2	54.297	25.538
NM_008330	chr11	49087017	49096987	+	1723.0	1	Ifi47|47kDa|IRG-47|Ifggc1|Igrd|Iigp4|Iipg4|Irgd|RP23-54N20.3|11 B1.2|11|protein-coding	87.70700000000001	52.266999999999996	40.614000000000004	92.32799999999999	40.567
NM_008302	chr17	45567778	45573261	-	2495.0	1	Hsp90ab1|90kDa|AL022974|C81438|Hsp84|Hsp84-1|Hsp90|Hspcb|-|17 B3|17 22.59 cM|protein-coding	1744.609	1555.19	1246.369	1789.8010000000002	399.505
NM_010749	chr6	122309010	122317677	+	2213.0	1	M6pr|CD-MPR|Mpr46|-|6 F1|6 57.52 cM|protein-coding	123.84899999999999	94.383	66.33	130.82299999999998	60.53
NM_008410	chr14	73362232	73385271	-	1764.0	1	Itm2b|AI256040|Bri|Bri2|Bricd2b|D14Sel6|E25BMM|imBRI2|-|14 D3|14 38.88 cM|protein-coding	126.721	176.97299999999998	221.166	107.51	567.17
NM_007984	chr5	142960355	142973189	+	2660.0	1	Fscn1|AI663989|Fan1|fascin-1|-|5 G2|5 81.84 cM|protein-coding	130.119	204.292	81.99799999999999	164.175	210.27700000000002
NM_001001806	chr17	84183928	84187947	-	3529.0	1	Zfp36l2|Brf2|ERF2|Tis11d|-|17 E4|17|protein-coding	51.574	45.147	88.90299999999999	44.72	256.768
