id	id	chr	start	end	strand	Length	Copies	Annotation/Divergence	../../rep1/tag-dirs/0-1uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/100uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/No-Peptide-24h-KAA-15-01-22 reads	0-1uM-PCC-24h-0-5uM-MEKi	0-1uM-PCC-24h	100uM-K99A-24h-0-5uM-MEKi	100uM-K99A-24h	10uM-K99A-24h-0-5uM-MEKi	10uM-K99A-24h	10uM-PCC-24h-0-5uM-MEKi	10uM-PCC-24h	No-Peptide-24h-0-5uM-MEKi	No-Peptide-24h	gene_name	pc1	pc2
NM_011026	NM_011026	chr5	122707557	122729042	+	1979.0	1	P2rx4|AI504491|AW555605|D5Ertd444e|P2X4|-|5 F|5 62.53 cM|protein-coding	14.993	19.215	15.562000000000001	14.532	21.918000000000003	16.971	17.274	27.275	18.910999999999998	28.103	21.169	17.618	15.917	22.04	35.638000000000005	P2rx4	-0.0006661784756000431	0.0068093446085236145
NM_008444	NM_008444	chr2	153291416	153333389	+	5620.0	1	Kif3b|AI854312|AW549267|mKIAA0359|RP23-192G18.6|2 G-H2|2 75.41 cM|protein-coding	28.433000000000003	34.344	32.974000000000004	31.81	16.410999999999998	29.715999999999998	28.255	27.574	28.671999999999997	15.597000000000001	20.378	27.114	29.499000000000002	11.142999999999999	13.394	Kif3b	0.0006536111834419951	-0.002580450360592441
NM_022313	NM_022313	chr11	78073376	78080383	-	2002.0	1	Eral1|2610524P08Rik|9130407C09Rik|AU019798|Era|M-ERA|MERA-S|MERA-W|RP23-43J1.5|11 B5|11|protein-coding	14.255	17.359	10.991	16.188	7.541	13.328	14.585999999999999	10.897	13.729000000000001	7.287000000000001	7.553	13.932	15.679	4.638	5.357	Eral1	0.0004378166842132783	7.467297805360138e-05
NM_175457	NM_175457	chr15	76380513	76453039	+	5223.0	1	Mroh1|D330001F17Rik|Heatr7a|-|15 D3|15|protein-coding	5.32	6.314	8.167	5.5760000000000005	15.758	8.852	9.66	14.821	9.395	19.301	15.89	9.503	8.249	21.677	20.884	Mroh1	-0.0005092200346603802	0.001570036965911795
NM_026030	NM_026030	chr2	154871410	154892906	-	2502.0	1	Eif2s2|2810026E11Rik|38kDa|AA408636|AA571381|AA986487|AW822225|D2Ertd303e|EIF2|EIF2B|RP23-480H10.3|2 H1|2 76.89 cM|protein-coding	72.861	75.125	60.858000000000004	66.542	14.609000000000002	40.55	38.622	32.852	36.991	12.857999999999999	17.002	42.44	42.891999999999996	5.056	6.6370000000000005	Eif2s2	0.0014959588944981948	-0.0015289792678021663
NM_029128	NM_029128	chr16	43861413	43889676	-	2813.0	1	Qtrtd1|3110012M05Rik|4930470H18Rik|AI648807|-|16 B4|16|protein-coding	28.171999999999997	19.085	16.24	26.369	5.697	27.88	20.695	13.184000000000001	22.56	5.394	6.891	23.914	23.829	3.7439999999999998	5.535	Qtrtd1	0.0008367759171450328	0.0017077440634033997
NM_013827	NM_013827	chr5	108065674	108109219	+	4326.0	1	Mtf2|9230112N11Rik|AA537621|C76717|M96|Pcl2|-|5 F|5|protein-coding	20.537	19.422	19.183	20.629	12.692	20.771	19.381	16.333	19.384	15.34	14.83	22.14	20.215	11.854000000000001	10.065	Mtf2	0.0004003303726693664	-0.0018160772286268212
NM_011170	NM_011170	chr2	131909928	131938436	+	2186.0	1	Prnp|AA960666|AI325101|CD230|PrP|PrP<C>|PrPC|PrPSc|Prn-i|Prn-p|Sinc|prP27-30|prP33-35C|RP23-401J24.1|2 F2|2 64.07 cM|protein-coding	12.384	21.383000000000003	18.186	11.636	12.913	11.172	14.907	24.95	14.965	14.061	14.243	11.47	9.266	10.575	20.574	Prnp	-0.00029966234216915154	0.0012974691719197355
NM_001014995	NM_001014995	chr3	89183225	89189289	+	3045.0	1	Fam189b|1110013L07Rik|-|3 F1|3|protein-coding	3.991	3.187	9.657	3.4410000000000003	28.473000000000003	7.2010000000000005	6.702000000000001	8.805	7.157	14.415	15.175	6.718999999999999	5.99	20.484	15.046	Fam189b	-0.00043280644949883116	-0.0013020912497158483
NM_009396	NM_009396	chr12	111442661	111455018	+	3556.0	1	Tnfaip2|B94|Exoc3l3|M-sec|Tnfip2|tnfb94|-|12 F1|12 60.99 cM|protein-coding	10.182	15.918	11.455	12.67	39.109	26.639	26.381	40.036	27.642	54.062	43.667	27.078000000000003	16.647000000000002	62.836999999999996	69.188	Tnfaip2	-0.0018935493382433264	0.008199648223235958
NM_025450	NM_025450	chr5	129715528	129718691	+	1190.0	1	Mrps17|1810006P02Rik|Mprs17|-|5|5 F|protein-coding	42.507	38.253	33.166	40.715	19.42	24.811999999999998	24.736	21.23	26.36	11.219000000000001	13.79	27.618000000000002	27.976	7.959	10.591	Mrps17	0.0007508219559999045	0.00046660788864847497
NM_026819	NM_026819	chr14	55739020	55745684	-	1460.0	1	Dhrs1|1110029G07Rik|AW112170|D14Ertd484e|-|14 C3|14 28.19 cM|protein-coding	10.390999999999998	10.860999999999999	11.822000000000001	8.067	22.769000000000002	9.097999999999999	7.922999999999999	13.304	9.962	12.445	15.757	8.955	8.584	18.053	21.225	Dhrs1	-0.000525051451190298	0.0021909832854649187
NM_201226	NM_201226	chr4	154011803	154021512	+	3386.0	1	Lrrc47|2900010D03Rik|AA960559|mKIAA1185|RP23-254N4.4|4 E2|4|protein-coding	52.501999999999995	47.753	38.736999999999995	47.665	26.506	29.191999999999997	24.858	24.67	25.346	14.463	16.165	29.861	36.106	11.373	13.515999999999998	Lrrc47	0.000792299580445398	0.003879543902921398
NM_001130164	NM_001130164	chr15	41830958	41861047	+	2503.0	1	Oxr1|2210416C20Rik|C7|C7B|-|15|15 D1|protein-coding	7.568	9.109	11.863	6.77	19.498	9.734	10.013	11.359000000000002	8.603	17.692	16.619	9.136000000000001	5.812	14.738	15.54	Oxr1	-0.0004158453098179045	-0.0027807621865315766
NM_001008425	NM_001008425	chr17	23668619	23673770	-	1416.0	1	Thoc6|F830014G06Rik|Wdr58|-|17 A3.3|17|protein-coding	22.345	23.595	22.76	26.307	16.832	20.442	17.965	14.710999999999999	17.291	9.244	9.769	18.901	21.377	11.353	10.087	Thoc6	0.00047320009934167536	0.0024839849445152666
NM_001288612	NM_001288612	chr1	75180861	75192010	-	3841.0	1	Atg9a|AU019532|Apg9l1|Atg9|Atg9l1|-|1 C3|1|protein-coding	4.561	5.597	8.167	4.327	17.242	7.218999999999999	7.517	10.517000000000001	8.45	17.65	15.502	7.395	6.235	20.522	20.535999999999998	Atg9a	-0.0005794732912899155	0.0013039395625971631
NM_173180	NM_173180	chr2	26389348	26397121	+	3110.0	1	Pmpca|1200002L24Rik|4933435E07Rik|Alpha-MPP|P-55|RP23-306D20.8|2 A3|2|protein-coding	51.34	45.598	38.466	53.673	19.616	40.158	37.845	30.458000000000002	39.046	17.171	20.645	42.486000000000004	41.397	15.267000000000001	14.16	Pmpca	0.0011717263448494503	-0.0005092432289226216
NM_010145	NM_010145	chr1	180989556	181017495	-	1654.0	1	Ephx1|AI195553|Eph-1|Eph1|mEH|-|1 H4|1 84.48 cM|protein-coding	3.471	3.2430000000000003	5.193	1.442	14.535	3.823	4.606	5.999	3.8489999999999998	7.757000000000001	5.905	5.053	2.469	8.401	11.833	Ephx1	-0.0003145288828149881	0.002375199635860211
NM_031201	NM_031201	chr15	75924683	75929730	-	1299.0	1	Tsta3|AI256181|FX|Tstap35b|-|15 D3|15 35.1 cM|protein-coding	35.262	38.11	28.557	39.384	23.401999999999997	25.454	26.171999999999997	22.049	26.499000000000002	12.482999999999999	17.175	27.709	38.421	13.239	13.279000000000002	Tsta3	0.0008685846393396552	0.0036450147075188003
NM_011088	NM_011088	chr7	3838154	3898093	-	2089.0	1	Pira11|Gm14548|p91C|-|7 A1|7|protein-coding	0.782	1.869	2.741	0.39799999999999996	6.979	1.749	3.0389999999999997	6.906000000000001	3.7910000000000004	12.407	11.606	1.841	1.286	12.558	13.485999999999999	Pira11	-0.0005218676588086091	-0.000659381283357324
NM_138310	NM_138310	chr7	126585008	126589092	+	3593.0	1	Apobr|Apob-48r|Apob48r|-|7 F3|7|protein-coding	4.129	5.6979999999999995	8.822000000000001	2.826	22.95	6.49	9.75	17.079	8.327	27.641	24.741	4.609	4.5	37.824	33.0	Apobr	-0.0011598858459788643	0.0010688208060703021
NM_008091	NM_008091	chr2	9857078	9878600	-	3207.0	1	Gata3|Gata-3|jal|RP23-276D17.1|2 A1|2 6.69 cM|protein-coding	36.694	89.041	93.225	38.158	18.474	36.393	56.802	73.753	61.156000000000006	30.581999999999997	42.946999999999996	39.858000000000004	45.257	10.764000000000001	10.171	Gata3	0.0015291813106656563	-0.02178487029818216
NM_021887	NM_021887	chr7	125603429	125633570	+	2596.0	1	Il21r|NILR|-|7|7 F4|protein-coding	105.17299999999999	129.083	118.23899999999999	109.92200000000001	39.133	71.124	77.797	72.48899999999999	74.633	37.453	40.45	80.919	93.79799999999999	23.451	33.698	Il21r	0.0024267019339202886	0.006993363195659523
NM_007711	NM_007711	chr8	60910389	60983311	-	5515.0	1	Clcn3|Clc3|-|8 B3.1|8 30.9 cM|protein-coding	17.447	15.255999999999998	12.177	15.735999999999999	8.418	16.64	15.057	12.530999999999999	14.415999999999999	8.632	10.59	17.98	15.786	7.864	7.16	Clcn3	0.0003423693665446099	-0.0010474755755133845
NM_007948	NM_007948	chr7	19345071	19356524	+	1070.0	1	Ercc1|Ercc-1|-|7 A3|7 9.6 cM|protein-coding	28.552	29.493000000000002	24.081	27.081	14.687999999999999	22.173000000000002	17.403	13.22	20.995	9.068999999999999	7.7379999999999995	21.611	27.244	9.551	7.297999999999999	Ercc1	0.0007801618968560787	0.0042328129461784115
NM_016888	NM_016888	chr11	22834739	22859735	-	2695.0	1	B3gnt2|AA408337|AA409404|AW260308|B3Galt6|B3gnt1|BGnT-1|BGnT-2|BGnT1|BGnT2|Beta3gnt|RP23-242C19.1|11 A3.2|11 14.22 cM|protein-coding	105.835	133.035	117.022	113.351	48.381	74.689	77.748	74.683	81.033	43.81	54.159	78.593	82.775	31.491	33.12	B3gnt2	0.002019567202633565	-0.007541084926674583
NM_009275	NM_009275	chr9	103188033	103202065	-	2982.0	1	Srprb|AA409543|-|9 F1|9|protein-coding	34.895	29.471999999999998	24.633000000000003	32.35	14.355	21.515	18.292	15.575999999999999	19.407	9.129	10.142000000000001	21.785	25.424	7.711	7.457999999999999	Srprb	0.0006780781231330841	0.0020780414052250142
NM_027231	NM_027231	chr15	79141367	79151767	+	513.0	1	Polr2f|1810060D16Rik|-|15 E1|15 37.7 cM|protein-coding	148.107	111.727	72.55	150.36700000000002	56.233999999999995	63.096000000000004	47.022	44.996	50.551	13.202	20.295	62.567	78.31	16.276	19.847	Polr2f	0.0021412908787106	0.01458888665143082
NM_053124	NM_053124	chr8	80699943	80739459	-	4613.0	1	Smarca5|4933427E24Rik|D030040M08Rik|D330027N15Rik|MommeD4|Snf2h|-|8 C2|8|protein-coding	26.609	27.21	20.241	29.316	12.597000000000001	24.823	22.415	18.124000000000002	20.961	11.026	13.864	25.941999999999997	24.198	8.415	10.221	Smarca5	0.0005683310829694271	-0.00021038476940079222
NM_011521	NM_011521	chr2	164424247	164443188	-	2453.0	1	Sdc4|AA959608|AW108331|Synd4|ryudocan|syndecan-4|RP23-462O16.6|2 H3|2 85.16 cM|protein-coding	32.375	87.882	106.375	39.547	12.625	30.553	54.173	84.48899999999999	57.354	38.655	47.638000000000005	38.042	39.597	10.008	14.789000000000001	Sdc4	0.0010760494285521548	-0.023649700052021005
NM_025550	NM_025550	chr14	14112185	14120904	-	1286.0	1	Psmd6|2400006A19Rik|-|14 A1|14|protein-coding	89.16	85.212	61.19	92.292	40.604	46.86600000000001	49.728	37.868	48.18	22.029	27.295	57.652	59.258	17.492	21.945	Psmd6	0.0015017328953579856	0.0034092232684175563
NM_025650	NM_025650	chr10	80402997	80406821	-	431.0	1	Uqcr11|0710008D09Rik|AL022707|Uqcr|-|10 C1|10|protein-coding	63.299	43.291000000000004	30.935	52.645	40.184	25.572	23.566	21.226999999999997	24.14	13.901	13.689	19.391	36.349000000000004	11.855	12.385	Uqcr11	0.0008462440609676552	0.005346470582143889
NM_145471	NM_145471	chr15	76710740	76715091	+	2269.0	1	Lrrc14|E130306I01Rik|mKIAA0014|-|15 D3|15|protein-coding	15.552	14.725	11.158	13.758	8.317	12.270999999999999	11.315	7.723	9.992	5.367000000000001	5.769	10.259	14.105	5.575	5.032	Lrrc14	0.0003499946021944271	0.0014611445667483095
NM_010792	NM_010792	chr10	127041932	127045461	+	879.0	1	Mettl1|2810012D02Rik|-|10 D3|10|protein-coding	108.322	85.176	64.583	72.178	14.645	60.912	48.681000000000004	34.667	54.118	14.595	19.628	50.106	67.40899999999999	3.5439999999999996	3.205	Mettl1	0.0024982841073940723	0.0007663393907070828
NM_130889	NM_130889	chr4	46451117	46472523	+	1358.0	1	Anp32b|2410015B15Rik|PAL31|PHAPI2a|Ssp29|RP23-117B19.3|4|4 B2|protein-coding	296.626	255.12400000000002	187.269	301.866	85.734	107.729	98.2	81.153	96.816	30.691	39.830999999999996	119.15799999999999	146.43	21.29	29.625	Anp32b	0.0043748351608434615	0.01993174301494162
NM_013612	NM_013612	chr1	74375203	74386051	+	2287.0	1	Slc11a1|Bcg|Ity|Lsh|Nramp|Nramp1|ity|-|1 C3|1 38.54 cM|protein-coding	4.599	8.003	8.065	2.354	32.891	11.084000000000001	14.619000000000002	32.064	15.549000000000001	38.385	34.816	9.416	6.042999999999999	47.626000000000005	60.251000000000005	Slc11a1	-0.0020146542463060895	0.008352878339702734
NM_001253898	NM_001253898	chr9	22072246	22085427	-	1477.0	1	Ecsit|Sitpec|-|9|9 A4|protein-coding	18.471	13.247	10.799000000000001	17.49	10.956	14.177999999999999	11.748	9.482000000000001	11.74	6.041	5.303999999999999	12.775	14.092	4.05	4.752	Ecsit	0.0003967447924394196	0.0013079676071225345
NM_001286103	NM_001286103	chr19	8883878	8890759	+	1142.0	1	LOC102308570|-|-|-|protein-coding	40.623000000000005	33.16	30.585	42.3	19.014	22.858	24.211	21.26	22.572	11.519	12.503	23.796	26.653000000000002	14.241	10.732999999999999	LOC102308570	0.0006805200452660178	0.0014395255480041172
NM_146091	NM_146091	chr19	7494438	7538609	+	6362.0	1	Atl3|4633402C03Rik|5730596K20Rik|AI465397|AW228836|-|19 A|19|protein-coding	39.998000000000005	41.586000000000006	33.628	46.256	18.772000000000002	48.67100000000001	42.498999999999995	38.207	43.537	24.055	28.234	52.852	48.54600000000001	19.000999999999998	22.599	Atl3	0.0010532655462772316	0.0006692918285818758
NM_001168230	NM_001168230	chrX	136732948	136743686	-	1720.0	1	Morf4l2|2410017O14Rik|Mrgx|Sid393p|mKIAA0026|RP23-197O15.4|X F1|X|protein-coding	96.68	110.565	89.051	107.214	33.214	72.105	74.142	70.08800000000001	69.367	34.681999999999995	47.071000000000005	71.03699999999999	67.467	15.397	26.177	Morf4l2	0.0018059241446413518	-0.010721425197264264
NM_172943	NM_172943	chr11	60537683	60558512	+	6019.0	1	Alkbh5|AW050020|AW215868|Abh5|E130207K11|Ofoxd|RP23-331I21.1|11 B2|11|protein-coding	32.599000000000004	29.144000000000002	27.070999999999998	34.504	21.302	30.927	28.398000000000003	23.665	29.343000000000004	17.928	18.039	32.677	35.677	16.977999999999998	17.277	Alkbh5	0.0007291929308143679	0.0034492283786145407
NM_027911	NM_027911	chr9	21074164	21091988	-	3429.0	1	Raver1|1300006N24Rik|AA050359|mKIAA1978|-|9 A3|9|protein-coding	90.33	77.34	71.97	87.928	44.673	86.885	84.007	70.005	85.12299999999999	44.802	50.316	93.79799999999999	101.60700000000001	30.311	31.998	Raver1	0.0027067147521264265	0.00031959796933612577
NM_001136081	NM_001136081	chr2	85037451	85047114	+	2710.0	1	Ssrp1|C81323|Hmg1-rs1|Hmgi-rs3|Hmgox|T160|RP23-232L15.5|2 D|2 49.45 cM|protein-coding	178.688	158.907	116.374	169.799	54.79	103.708	97.272	74.503	95.521	39.483000000000004	47.731	113.34899999999999	126.81	28.58	29.107	Ssrp1	0.0037550978270919706	0.00695170784432479
NM_019666	NM_019666	chr9	88455582	88482397	-	2769.0	1	Syncrip|2610109K23Rik|4632417O19Rik|GRY-RBP|Nsap1|Nsap1l|pp68|-|9|9 E3.2|protein-coding	64.307	58.43600000000001	44.961000000000006	60.034	21.863000000000003	40.556999999999995	39.279	31.337	38.92	15.993	15.935	40.348	39.988	10.824000000000002	13.512	Syncrip	0.0012636787178178567	0.001439917391752776
NM_001035123	NM_001035123	chr8	95715913	95719004	+	1660.0	1	Setd6|0610039J04Rik|3110004G14Rik|AI413388|C76402|-|8 D1|8|protein-coding	19.01	15.375	11.876	17.042	6.882999999999999	12.091	10.708	8.521	10.103	2.354	4.271	11.984000000000002	14.561	2.815	4.436	Setd6	0.00040083234053287214	0.0023825871198786194
NM_010208	NM_010208	chr4	132974095	133001882	+	3327.0	1	Fgr|-|RP23-125F21.1|4 D2.3|4 66.11 cM|protein-coding	4.421	8.11	9.515	2.824	29.913	8.997	12.593	22.295	12.167	46.019	38.507	6.581	5.18	63.323	54.519	Fgr	-0.00199356946577849	0.003202988136220235
NM_009924	NM_009924	chr4	135895404	135920210	+	3856.0	1	Cnr2|CB-2|CB2|CB2-R|RP23-161N17.5|4 D3|4|protein-coding	1.38	2.138	4.168	1.209	10.605	3.821	5.207000000000001	9.107000000000001	4.967	13.780999999999999	16.908	3.404	2.7710000000000004	21.410999999999998	20.662	Cnr2	-0.0007687783136033797	-9.882929766240094e-05
NM_018871	NM_018871	chr5	135908379	135934641	-	3588.0	1	Ywhag|14-3-3gamma|D7Bwg1348e|-|5 G2|5|protein-coding	95.25	84.335	61.144	102.59100000000001	47.593	84.959	79.839	67.51	81.178	47.282	50.739	95.829	101.814	43.937	51.972	Ywhag	0.001958919888663029	0.01232922997597364
NM_134021	NM_134021	chr11	96937816	96944019	-	2027.0	1	Pnpo|AI415282|RP23-353J21.11-001|11 D|11|protein-coding	17.553	12.415999999999999	9.746	15.293	10.482999999999999	8.127	8.374	6.874	8.248	4.466	5.185	11.585	12.228	4.55	5.437	Pnpo	0.00024115217212842245	0.002028412234980485
NM_007915	NM_007915	chr9	36779153	36797068	-	2097.0	1	Ei24|AA536736|AI115355|PIG8|-|9 A4|9 20.68 cM|protein-coding	36.431999999999995	34.875	24.984	41.988	19.477	31.092	25.653000000000002	20.27	29.25	11.925	14.870999999999999	34.084	37.221	9.627	14.0	Ei24	0.0008906744819148917	0.004801388288326652
NM_011703	NM_011703	chr9	121642716	121672954	+	4887.0	1	Vipr1|AV071699|VIP-R1|VPAC1|-|9 F4|9 72.5 cM|protein-coding	2.95	2.9139999999999997	9.047	1.5230000000000001	27.906999999999996	2.908	2.81	4.5360000000000005	3.824	10.421	10.023	2.182	2.049	16.308	12.429	Vipr1	-0.0004436348492231835	0.00013434706905858122
NM_010187	NM_010187	chr1	170960559	170976071	-	1396.0	1	Fcgr2b|AI528646|CD32|F630109E10Rik|Fc[g]RII|FcgRII|Fcgr2|Fcgr2a|Fcr-2|Fcr-3|Ly-17|Ly-m20|LyM-1|Lym-1|fcRII|-|1 H3|1 78.02 cM|protein-coding	7.805	16.389	18.077	5.487	47.552	28.214000000000002	31.494	58.628	31.962	51.828	49.01	20.641	12.665	59.678000000000004	71.09100000000001	Fcgr2b	-0.002019750228690288	0.00275110167397052
NM_001076789	NM_001076789	chr15	103191546	103239816	-	8794.0	1	Cbx5|2610029O15Rik|C75991|HP1|Hp1a|Hp1alpha|-|15 F3|15|protein-coding	13.138	13.290999999999999	10.911	14.129000000000001	6.5489999999999995	20.534000000000002	20.227999999999998	14.693	19.389	9.294	12.894	18.739	19.673	7.688	7.396	Cbx5	0.0005196729967491297	-0.002373643499137248
NM_010893	NM_010893	chr17	34931253	34937297	+	3842.0	1	Neu1|AA407268|AA407316|Aglp|Apl|Bat-7|Bat7|G9|Map-2|Neu|Neu-1|-|17 B1|17 18.48 cM|protein-coding	11.279000000000002	12.074000000000002	14.03	10.843	24.691999999999997	10.388	10.183	14.397	10.859000000000002	19.442	18.892	9.395	10.252	23.646	23.180999999999997	Neu1	-0.0005640017743762173	0.0013905942876053547
NM_145513	NM_145513	chr1	165212286	165236958	-	4386.0	1	Tiprl|1810011K17Rik|-|1 H2.3|1|protein-coding	20.973000000000003	20.973000000000003	19.284000000000002	17.834	7.933	15.739	14.699000000000002	12.755999999999998	15.071	7.068	7.935	15.852	15.857000000000001	7.146	6.615	Tiprl	0.00041465394860380707	0.0003952536947465505
NM_001164055	NM_001164055	chr2	163658386	163726158	+	978.0	1	Pkig|PKIgamma|RP23-144O20.1|2 H3|2 84.4 cM|protein-coding	6.385	7.825	7.737	6.65	19.348	7.236000000000001	6.395	9.139	8.097999999999999	11.054	8.263	6.606	6.751	15.036	16.625999999999998	Pkig	-0.0003287023327830787	0.004332874685780708
NM_133916	NM_133916	chr5	140419305	140443358	+	2945.0	1	Eif3b|AL033316|AL033334|AL033369|AW208965|D5Wsu45e|EIF3-ETA|EIF3-P110|EIF3-P116|Eif3s9|PRT1|-|5 G2|5 78.97 cM|protein-coding	170.975	141.55200000000002	105.921	175.62099999999998	56.387	101.755	94.859	71.76	91.555	34.784	41.262	112.156	122.561	27.4	29.721999999999998	Eif3b	0.0036694806280982224	0.010748490199457223
NM_001161747	NM_001161747	chr10	79793572	79820896	+	2509.0	1	Palm|-|-|10 C1|10 39.72 cM|protein-coding	2.155	3.239	4.89	1.714	10.652999999999999	1.85	2.568	3.478	2.7230000000000003	7.8389999999999995	8.675	1.696	1.6059999999999999	11.921	12.587	Palm	-0.00045233218362504784	0.001111437889050498
NM_007577	NM_007577	chr7	16246743	16259540	-	2476.0	1	C5ar1|C5aR|C5r1|Cd88|D7Msu1|-|7 A2|7 8.77 cM|protein-coding	3.673	7.504	9.861	2.233	31.695999999999998	11.878	18.972	40.872	21.324	91.215	79.334	8.449	5.356	117.324	99.18700000000001	C5ar1	-0.003957132765184273	-0.0011274576139856938
NM_001081214	NM_001081214	chr19	46056539	46072909	+	5228.0	1	Pprc1|A930018M19|BC013720|PRC|mKIAA0595|-|19 C3|19|protein-coding	44.882	35.546	26.441999999999997	41.417	12.341	39.510999999999996	36.103	24.795	37.049	12.008	14.215	39.161	42.798	9.189	8.433	Pprc1	0.001455524257535361	0.0016575032588094936
NM_010890	NM_010890	chr9	72662347	72749848	+	5463.0	1	Nedd4|AA959633|AL023035|AU019897|E430025J12Rik|Nedd4-1|Nedd4a|mKIAA0093|-|9 D|9 40.08 cM|protein-coding	6.957999999999999	5.856	6.528	6.058	12.322000000000001	8.059	7.996	8.296	7.978	13.350999999999999	11.217	6.457000000000001	5.6739999999999995	14.610999999999999	13.190999999999999	Nedd4	-0.0002796531847241373	-0.00017471562429626617
NM_028604	NM_028604	chr10	30534225	30600749	-	2344.0	1	Trmt11|2410075D05Rik|3110045I18Rik|AW213713|-|10 A4|10|protein-coding	14.106	12.689	8.602	13.564	3.375	9.627	10.171	5.1339999999999995	7.862	3.112	3.955	8.334	9.62	2.339	2.9730000000000003	Trmt11	0.0002997149345480087	0.00019030932901867667
NM_009230	NM_009230	chr1	156428108	156474328	-	4767.0	1	Soat1|8430426K15Rik|ACAT-1|AW550831|Acact|ald|hid|-|1 G3|1 67.71 cM|protein-coding	5.319	7.6129999999999995	9.172	4.9719999999999995	20.378	10.745	14.777000000000001	24.344	14.713	38.716	35.465	10.218	8.099	38.103	48.283	Soat1	-0.001606715447554587	0.002236973386509129
NM_011756	NM_011756	chr7	28376784	28379228	-	1761.0	1	Zfp36|Gos24|Nup475|TIS11D|TISII|Tis11|Ttp|Zfp-36|-|7 A3|7 16.72 cM|protein-coding	71.06	66.035	54.091	77.41	144.471	86.238	97.40899999999999	104.86200000000001	91.708	132.872	129.535	91.656	102.181	160.219	208.86599999999999	Zfp36	-0.004107986510770285	0.042992506712564625
NM_016861	NM_016861	chr19	40222239	40271616	-	1496.0	1	Pdlim1|Clim1|mClim1|-|19|19 D1|protein-coding	28.798000000000002	57.324	45.465	27.436	21.115	19.116	27.346	31.659000000000002	31.14	11.970999999999998	15.775	24.3	23.824	6.414	9.943999999999999	Pdlim1	0.0007370044570462155	-0.0039008887108608918
NM_001111102	NM_001111102	chr3	88483205	88503352	-	2054.0	1	Lmna|Dhe|-|3 F1|3 38.84 cM|protein-coding	12.752	34.510999999999996	36.399	14.582	6.997000000000001	10.505999999999998	13.759	17.816	14.465	6.531000000000001	9.245	10.584000000000001	13.947000000000001	2.73	4.211	Lmna	0.00040145312522986215	-0.0023176009779333935
NM_015830	NM_015830	chr17	25959556	25965505	-	3276.0	1	Capn15|Solh|-|17|17 A3|protein-coding	12.190999999999999	9.476	9.775	11.106	9.562999999999999	11.880999999999998	11.167	9.925	11.155	8.15	6.886	12.474	14.415	8.217	6.547999999999999	Capn15	0.0003022282622844932	0.0015608664918590031
NM_207131	NM_207131	chr14	54710363	54712174	-	1234.0	1	Cebpe|C/EBPe|CRP1|Gm294|-|14 C1|14 27.9 cM|protein-coding	3.43	6.712999999999999	9.744	2.6639999999999997	29.537	2.9619999999999997	5.4110000000000005	10.094	4.572	14.038	15.427999999999999	3.823	2.5839999999999996	24.44	23.47	Cebpe	-0.0008378688951302079	0.0023619412119455937
NM_212438	NM_212438	chr17	32354050	32387817	-	3893.0	1	Wiz|-|-|17|17 B2|protein-coding	30.906	24.531	24.825	25.578000000000003	11.315	24.333000000000002	22.539	20.933000000000003	23.96	11.492	12.557	25.208000000000002	29.133000000000003	9.219	9.407	Wiz	0.0007766574928594034	0.0017585090632094606
NM_001080926	NM_001080926	chr4	107802259	107876840	+	7275.0	1	Lrp8|4932703M08Rik|AA921429|AI848122|ApoER2|Lr8b|RP23-184N11.8|4 C7|4|protein-coding	3.721	4.956	3.0860000000000003	5.91	7.625	6.872999999999999	6.922000000000001	9.606	6.502999999999999	10.509	8.355	6.399	4.953	10.724	15.299000000000001	Lrp8	-0.0003450731250086186	0.002944091344099564
NM_153074	NM_153074	chr8	70616844	70620850	+	1268.0	1	Lrrc25|Mapa|-|8 B3.3|8|protein-coding	1.719	3.391	6.515	0.598	18.796	1.555	2.262	6.992999999999999	2.327	11.094000000000001	11.613	1.334	0.574	26.438000000000002	22.373	Lrrc25	-0.0008518513264866392	0.004266561363179299
NM_010736	NM_010736	chr6	125306571	125313870	-	2080.0	1	Ltbr|AI256028|CD18|LTbetaR|Ltar|TNF-R-III|TNFCR|TNFR-RP|TNFR2-RP|TNFRrp|Tnfbr|Tnfrsf3|-|6 F3|6 59.32 cM|protein-coding	3.345	2.674	4.011	2.571	10.564	3.542	4.996	7.917000000000001	5.102	13.62	12.085	2.638	2.529	19.113	17.012999999999998	Ltbr	-0.0005700662593527302	0.0009737108096716075
NM_025599	NM_025599	chr16	57302000	57606867	-	1159.0	1	Cmss1|1110001A06Rik|2610528E23Rik|4930572F24Rik|AV099812|AV122629|-|16 C1.1|16|protein-coding	18.766	17.426	12.386	17.114	8.832	10.26	11.198	8.136000000000001	8.53	2.023	2.5669999999999997	9.865	11.297	1.5590000000000002	2.175	Cmss1	0.0004128260860001676	0.0010746272734239479
NM_139206	NM_139206	chr18	37972623	37997574	-	5190.0	1	Arap3|Centd3|Drag1|E030006K04Rik|cnt-d3|-|18 B3|18|protein-coding	1.906	2.858	4.815	1.357	11.754000000000001	3.722	6.614	12.949000000000002	5.874	26.363000000000003	24.178	3.3289999999999997	2.674	35.934	30.864	Arap3	-0.0011992665788627859	0.00036694594739259637
