chr_name	chromosome_id	end	id	id_0_1um_pcc	id_100um_k99a	id_10um_k99a	id_10um_pcc	id_no_peptide	start	tag_count_0_1um_pcc	tag_count_100um_k99a	tag_count_10um_k99a	tag_count_10um_pcc	tag_count_no_peptide
chr13	14	112450709	31573	32433.0	0.0	0.0	32707.0	31573.0	112450209	9.88	0.0	0.0	8.66	10.0
chr2	2	60924811	17215	0.0	0.0	17215.0	17116.0	18525.0	60923769	0.0	0.0	39.2	31.8	35.9
chr17	18	88404019	10998	14912.0	0.0	11705.0	8695.0	10998.0	88403003	51.2	0.0	65.7	64.7	70.1
chr9	12	52259943	28684	33617.0	0.0	0.0	30069.0	28684.0	52259443	8.64	0.0	0.0	10.4	13.3
chr12	15	73716359	13652	0.0	0.0	0.0	16203.0	13652.0	73715569	0.0	0.0	0.0	34.7	55.9
chr1	1	133550390	22572	22572.0	0.0	0.0	21542.0	22889.0	133549622	24.1	0.0	0.0	21.4	23.4
chr5	6	35037776	26198	33437.0	0.0	28928.0	26198.0	30044.0	35037144	8.64	0.0	10.9	14.4	11.7
chr11	13	59142041	30866	34289.0	0.0	0.0	32596.0	30866.0	59141315	8.03	0.0	0.0	8.66	10.8
chr5	6	111040434	15463	19657.0	0.0	0.0	15203.0	15463.0	111039532	32.7	0.0	0.0	37.5	47.6
chr15	16	103177556	27085	0.0	0.0	0.0	31299.0	27085.0	103176932	0.0	0.0	0.0	9.82	15.9
chr1	1	131613775	26660	0.0	0.0	0.0	30513.0	26660.0	131613275	0.0	0.0	0.0	9.82	15.9
chr18	20	82572318	27135	0.0	0.0	0.0	31409.0	27135.0	82571818	0.0	0.0	0.0	9.82	15.9
chr9	12	63540479	26908	0.0	0.0	0.0	30965.0	26908.0	63539979	0.0	0.0	0.0	9.82	15.9
chr11	13	45215808	24220	0.0	0.0	32399.0	26734.0	24220.0	45215104	0.0	0.0	7.76	13.9	20.9
chr2	2	118620984	28862	28862.0	0.0	0.0	28560.0	29073.0	118620484	13.0	0.0	0.0	11.6	12.5
chr8	10	117319594	25307	0.0	0.0	29396.0	25307.0	31947.0	117318942	0.0	0.0	10.5	15.6	9.18
chr6	7	87548947	7729	17422.0	0.0	0.0	7729.0	15686.0	87547207	40.8	0.0	0.0	69.9	46.7
chrX	3	75034341	31015	31752.0	0.0	0.0	32110.0	31015.0	75033711	10.5	0.0	0.0	9.24	10.8
chr4	5	129910410	22274	0.0	0.0	23673.0	23579.0	22274.0	129909524	0.0	0.0	19.6	17.9	25.0
chr9	12	110897325	9231	20426.0	0.0	0.0	10148.0	9231.0	110894673	30.3	0.0	0.0	57.2	80.9
chr10	9	57743938	22042	23485.0	0.0	0.0	21684.0	22042.0	57743308	22.2	0.0	0.0	21.4	25.9
chr10	9	121498341	24097	29107.0	0.0	0.0	24097.0	29480.0	121497703	13.0	0.0	0.0	17.3	12.5
chr18	20	3271743	26176	28307.0	0.0	26292.0	25067.0	26176.0	3271113	14.2	0.0	15.1	16.2	17.5
chr1	1	39928947	23493	31769.0	0.0	0.0	23493.0	29881.0	39928291	9.88	0.0	0.0	17.9	11.7
chr10	9	42848749	23084	0.0	0.0	26426.0	24908.0	23084.0	42848249	0.0	0.0	14.6	16.2	23.4
chr5	6	125138288	17370	23414.0	0.0	22283.0	16719.0	17370.0	125136778	22.2	0.0	22.8	32.9	40.0
chr17	18	30658363	23972	30996.0	0.0	26504.0	23815.0	23972.0	30657603	11.1	0.0	14.6	17.9	21.7
chr9	12	69074488	7952	0.0	0.0	0.0	7952.0	19933.0	69072620	0.0	0.0	0.0	68.7	31.7
chr12	15	78919465	25550	0.0	0.0	25619.0	27277.0	25550.0	78918965	0.0	0.0	16.0	13.3	18.4
chrX	3	143031408	20614	26940.0	0.0	23615.0	20614.0	24857.0	143030278	16.1	0.0	20.1	23.7	20.0
chr17	18	29023034	26157	26505.0	0.0	25975.0	24644.0	26157.0	29022534	16.7	0.0	15.5	16.8	17.5
chr13	14	49428483	20825	29175.0	0.0	24205.0	20825.0	25571.0	49427711	13.0	0.0	18.7	23.1	18.4
chr4	5	44963392	20696	0.0	0.0	22086.0	21861.0	20696.0	44962620	0.0	0.0	23.3	20.8	29.2
chr4	5	7454558	19052	0.0	0.0	20783.0	20153.0	19052.0	7453254	0.0	0.0	26.9	24.3	34.2
chr5	6	92166928	25226	0.0	0.0	28588.0	25226.0	31859.0	92166270	0.0	0.0	11.4	15.6	9.18
chr15	16	55852288	11282	0.0	0.0	0.0	14064.0	11282.0	55850084	0.0	0.0	0.0	41.6	68.4
chr8	10	71529329	19956	24018.0	0.0	31614.0	19956.0	24583.0	71528561	21.0	0.0	8.21	24.8	20.0
chr7	8	16619530	19902	21474.0	0.0	0.0	19392.0	19902.0	16618764	27.2	0.0	0.0	26.0	31.7
chr13	14	34229103	27897	34875.0	0.0	0.0	27897.0	32504.0	34228459	7.41	0.0	0.0	12.7	8.34
chr16	17	30186800	24319	0.0	0.0	0.0	27969.0	24319.0	30186152	0.0	0.0	0.0	12.7	20.9
chr5	6	36570496	30047	33441.0	0.0	0.0	31641.0	30047.0	36569996	8.64	0.0	0.0	9.24	11.7
chr2	2	75069691	19857	24204.0	0.0	26340.0	19857.0	24051.0	75068827	20.4	0.0	14.6	24.8	20.9
chr7	8	63941982	23704	23704.0	0.0	0.0	22562.0	24558.0	63941482	21.6	0.0	0.0	19.6	20.0
chr16	17	93547709	24328	26497.0	0.0	0.0	24637.0	24328.0	93547065	16.7	0.0	0.0	16.8	20.9
chr9	12	45093323	24500	28140.0	0.0	0.0	24500.0	29399.0	45092693	14.2	0.0	0.0	16.8	12.5
chr14	11	53882439	29126	0.0	0.0	29126.0	32716.0	31586.0	53881939	0.0	0.0	10.9	8.66	10.0
chr9	12	121680249	20659	0.0	0.0	20659.0	19214.0	25482.0	121679247	0.0	0.0	27.4	26.6	18.4
chr4	5	95270562	24570	24570.0	0.0	0.0	22906.0	26289.0	95270062	19.8	0.0	0.0	19.1	16.7
chr5	6	32595077	26306	28042.0	0.0	25800.0	25217.0	26306.0	32594443	14.2	0.0	15.5	15.6	16.7
chr4	5	133735007	23129	23129.0	0.0	0.0	21295.0	24934.0	133733919	22.8	0.0	0.0	22.0	19.2
chr3	4	152942545	19574	22354.0	0.0	21543.0	18247.0	19574.0	152941647	24.7	0.0	24.6	28.9	32.5
chr10	9	7937982	23093	0.0	0.0	23093.0	23679.0	25974.0	7937216	0.0	0.0	21.0	17.9	17.5
chr5	6	122302410	16088	22132.0	0.0	19359.0	15204.0	16088.0	122301504	25.3	0.0	31.5	37.5	45.1
chr7	8	101345902	24468	0.0	0.0	26923.0	24468.0	31341.0	101345134	0.0	0.0	13.7	16.8	10.0
chr16	17	23545114	24462	0.0	0.0	24462.0	25035.0	28261.0	23544442	0.0	0.0	18.2	16.2	14.2
chr17	18	50173886	29784	33146.0	0.0	0.0	31365.0	29784.0	50173386	9.26	0.0	0.0	9.82	12.5
chr12	15	105022849	10029	14035.0	0.0	14171.0	10029.0	14028.0	105021313	55.0	0.0	52.9	57.8	54.2
chr4	5	143191489	22150	27076.0	0.0	24571.0	22150.0	25808.0	143190989	15.4	0.0	17.8	20.2	17.5
chr6	7	121071776	22649	0.0	0.0	27515.0	24817.0	22649.0	121071070	0.0	0.0	12.8	16.2	24.2
chr6	7	15790323	29244	0.0	0.0	0.0	34086.0	29244.0	15789823	0.0	0.0	0.0	7.51	12.5
chr4	5	125117239	29164	0.0	0.0	0.0	34042.0	29164.0	125116739	0.0	0.0	0.0	7.51	12.5
chr16	17	24223111	18828	24130.0	0.0	22948.0	18828.0	23197.0	24222315	21.0	0.0	21.4	27.7	23.4
chr11	13	69547391	12404	25332.0	0.0	0.0	12404.0	21432.0	69545797	18.5	0.0	0.0	47.4	27.5
chr8	10	36183147	4354	7241.0	0.0	7959.0	3270.0	4354.0	36181679	97.6	0.0	90.8	111.5	126.0
chr9	12	116219620	26708	30784.0	0.0	0.0	26708.0	31431.0	116219120	11.1	0.0	0.0	13.9	10.0
chr13	14	43445060	16808	22237.0	0.0	0.0	17248.0	16808.0	43444172	25.3	0.0	0.0	31.8	42.6
chr19	21	4197525	20619	22044.0	0.0	25037.0	19288.0	20619.0	4196557	25.9	0.0	17.3	26.6	30.0
chr13	14	69488460	20275	27300.0	0.0	24694.0	20275.0	25134.0	69487258	15.4	0.0	17.8	24.3	19.2
chr5	6	147061056	18480	0.0	0.0	0.0	18480.0	29241.0	147059824	0.0	0.0	0.0	28.3	12.5
chr7	8	63755824	8826	13057.0	0.0	11017.0	7201.0	8826.0	63754264	59.3	0.0	69.3	73.4	83.4
chr8	10	25616985	16297	21231.0	0.0	26139.0	15966.0	16297.0	25615215	27.8	0.0	15.1	35.2	44.2
chr15	16	74897449	16596	0.0	0.0	16849.0	17476.0	16596.0	74896061	0.0	0.0	41.1	31.2	43.4
chr5	6	113931427	24125	0.0	0.0	23687.0	25730.0	24125.0	113930769	0.0	0.0	19.6	15.0	20.9
chr11	13	115055023	24554	32333.0	0.0	0.0	24554.0	30875.0	115054389	9.88	0.0	0.0	16.8	10.8
chr11	13	119644269	31539	31539.0	0.0	30733.0	30192.0	31515.0	119643769	10.5	0.0	9.12	10.4	10.0
chr12	15	107358534	25559	29779.0	0.0	25187.0	24974.0	25559.0	107357728	12.3	0.0	16.9	16.2	18.4
chr7	8	112323133	18856	24307.0	0.0	20486.0	18055.0	18856.0	112321933	20.4	0.0	27.8	29.5	35.0
chr4	5	54524236	26070	0.0	0.0	26070.0	28612.0	27944.0	54523374	0.0	0.0	15.1	11.6	14.2
chr8	10	33471666	19661	24315.0	0.0	21779.0	19661.0	23420.0	33470674	20.4	0.0	24.2	25.4	22.5
chr9	12	96400703	8070	9498.0	0.0	9624.0	5877.0	8070.0	96398833	80.3	0.0	78.5	83.2	89.3
chr10	9	78594878	16369	0.0	0.0	0.0	16369.0	27582.0	78593880	0.0	0.0	0.0	34.1	15.0
chr3	4	136556578	20946	23375.0	0.0	0.0	20946.0	25776.0	136555904	22.2	0.0	0.0	22.5	17.5
chr11	13	58290468	20245	0.0	0.0	29467.0	20245.0	29508.0	58289828	0.0	0.0	10.5	24.3	12.5
chr17	18	6427068	23089	0.0	0.0	0.0	23089.0	32592.0	6426568	0.0	0.0	0.0	19.1	8.34
chr1	1	43502545	23495	0.0	0.0	27773.0	23495.0	31033.0	43501887	0.0	0.0	12.3	17.9	10.0
chr3	4	95645022	27306	28889.0	0.0	0.0	28127.0	27306.0	95644352	13.0	0.0	0.0	12.1	15.0
chr15	16	100633152	27345	29862.0	0.0	0.0	27345.0	31630.0	100632378	12.3	0.0	0.0	13.3	10.0
chr3	4	106551518	19882	0.0	0.0	26577.0	19882.0	28465.0	106550840	0.0	0.0	14.1	24.8	13.3
chr8	10	75084867	17188	24648.0	0.0	23501.0	17188.0	22684.0	75083351	19.8	0.0	20.1	31.8	24.2
chr19	21	16328473	24359	31041.0	0.0	27363.0	24662.0	24359.0	16327565	11.1	0.0	13.2	16.8	20.9
chr9	12	75272062	25043	0.0	0.0	29420.0	27774.0	25043.0	75271434	0.0	0.0	10.5	12.7	19.2
chr12	15	108453220	15368	19932.0	0.0	25189.0	14896.0	15368.0	108451602	32.1	0.0	16.9	38.7	48.4
chr12	15	79833309	26347	33761.0	0.0	0.0	26347.0	32028.0	79832677	8.64	0.0	0.0	14.4	9.18
chr18	20	67370533	22503	23042.0	0.0	26299.0	21188.0	22503.0	67369439	23.5	0.0	15.1	22.5	25.0
chr13	14	112977135	29638	29813.0	0.0	0.0	30269.0	29638.0	112976635	12.3	0.0	0.0	10.4	12.5
chr17	18	79971859	24038	0.0	0.0	24038.0	26056.0	26169.0	79971079	0.0	0.0	19.2	15.0	17.5
chr12	15	99653115	25415	31555.0	0.0	28075.0	25415.0	29579.0	99652615	10.5	0.0	12.3	15.6	12.5
chr8	10	123114404	28666	30212.0	0.0	33289.0	28742.0	28666.0	123113726	11.7	0.0	6.84	11.6	13.3
chr6	7	108192983	26348	0.0	0.0	0.0	30817.0	26348.0	108192483	0.0	0.0	0.0	9.82	16.7
chr9	12	32932524	7113	0.0	0.0	0.0	7113.0	19927.0	32930696	0.0	0.0	0.0	73.9	31.7
chr1	1	37530995	26010	0.0	0.0	26010.0	27436.0	28978.0	37530369	0.0	0.0	15.1	12.7	12.5
chr2	2	130555228	19551	0.0	0.0	0.0	22858.0	19551.0	130554336	0.0	0.0	0.0	19.1	32.5
chr6	7	39296752	26806	0.0	0.0	31549.0	29953.0	26806.0	39295988	0.0	0.0	8.21	10.4	15.9
chr4	5	55298630	24393	33392.0	0.0	30980.0	24393.0	30005.0	55297806	8.64	0.0	8.67	16.8	11.7
chr17	18	86185013	18730	22543.0	0.0	21030.0	17696.0	18730.0	86184233	24.7	0.0	26.5	30.6	35.9
chr4	5	101216876	11797	14544.0	0.0	12651.0	9733.0	11797.0	101215634	52.5	0.0	60.2	58.9	65.1
chr19	21	16064440	19704	0.0	0.0	19704.0	18614.0	23996.0	16063678	0.0	0.0	30.6	28.3	21.7
chrX	3	159199741	19303	29319.0	0.0	26534.0	19303.0	25692.0	159198365	13.0	0.0	14.6	26.6	18.4
chr15	16	27802048	7182	0.0	0.0	10663.0	8487.0	7182.0	27799398	0.0	0.0	71.6	65.9	96.8
chr6	7	118351025	21990	0.0	0.0	25116.0	24010.0	21990.0	118350237	0.0	0.0	16.9	17.3	25.9
chr15	16	25993556	25606	26862.0	0.0	33420.0	25458.0	25606.0	25992878	16.1	0.0	6.84	15.6	18.4
chr11	13	45876673	13168	0.0	0.0	16036.0	13168.0	21749.0	45874763	0.0	0.0	44.3	44.5	26.7
chr8	10	47673820	20468	25277.0	0.0	23270.0	20468.0	24579.0	47673164	18.5	0.0	20.5	23.7	20.0
chr13	14	91414514	28095	0.0	0.0	28095.0	29514.0	32047.0	91413810	0.0	0.0	12.3	11.0	9.18
chr4	5	102607530	24765	29464.0	0.0	31490.0	24765.0	29154.0	102606620	12.3	0.0	8.21	16.2	12.5
chr4	5	41310928	27522	27522.0	0.0	0.0	27568.0	27938.0	41310304	14.8	0.0	0.0	12.7	14.2
chr7	8	30097823	26839	0.0	0.0	0.0	31737.0	26839.0	30097323	0.0	0.0	0.0	9.24	15.9
chr8	10	34741266	13600	13600.0	0.0	0.0	11034.0	15311.0	34739692	56.8	0.0	0.0	53.1	48.4
chr16	17	55759514	24633	33890.0	0.0	0.0	24633.0	31637.0	55758890	8.64	0.0	0.0	16.8	10.0
chr11	13	120355583	9120	9411.0	0.0	9120.0	6313.0	9377.0	120352839	80.9	0.0	82.1	79.7	80.1
chr15	16	55218336	29136	31642.0	0.0	29136.0	30313.0	30931.0	55217836	10.5	0.0	10.9	10.4	10.8
chr11	13	94571279	24674	0.0	0.0	0.0	28829.0	24674.0	94570615	0.0	0.0	0.0	11.6	20.0
chr13	14	44746587	28389	0.0	0.0	28389.0	29502.0	32507.0	44746087	0.0	0.0	11.9	11.0	8.34
chr10	9	116564990	3444	0.0	0.0	24928.0	3444.0	15340.0	116561414	0.0	0.0	17.3	108.6	48.4
chr11	13	29721634	22052	0.0	0.0	0.0	25897.0	22052.0	29720780	0.0	0.0	0.0	15.0	25.9
chr5	6	140590849	26795	30122.0	0.0	0.0	28180.0	26795.0	140590349	11.7	0.0	0.0	12.1	15.9
chr1	1	91631326	22828	0.0	0.0	33073.0	22828.0	31762.0	91630142	0.0	0.0	6.84	19.1	9.18
chr13	14	28602350	6789	11629.0	0.0	10661.0	6789.0	11418.0	28601026	67.3	0.0	71.6	76.2	67.6
chr16	17	14380280	15792	22522.0	0.0	19821.0	15486.0	15792.0	14379428	24.7	0.0	30.1	37.0	46.7
chr11	13	75963104	16145	19730.0	0.0	24943.0	15628.0	16145.0	75961782	32.7	0.0	17.3	36.4	45.1
chr7	8	127083103	17402	20218.0	0.0	28313.0	16961.0	17402.0	127082003	30.9	0.0	11.9	32.3	40.0
chr11	13	63146844	27615	0.0	0.0	0.0	32598.0	27615.0	63146186	0.0	0.0	0.0	8.66	15.0
chr11	13	75930003	27623	0.0	0.0	0.0	32607.0	27623.0	75929335	0.0	0.0	0.0	8.66	15.0
chr17	18	88754110	10999	14503.0	0.0	16732.0	9815.0	10999.0	88752522	53.1	0.0	41.5	58.9	70.1
chr10	9	94379006	8847	11191.0	0.0	0.0	8559.0	8847.0	94377644	69.8	0.0	0.0	65.3	83.4
chr5	6	112093992	28533	0.0	0.0	27902.0	31666.0	28533.0	112093360	0.0	0.0	12.3	9.24	13.3
chr19	21	58286133	20898	0.0	0.0	0.0	24669.0	20898.0	58285363	0.0	0.0	0.0	16.8	29.2
chr6	7	127337430	11592	11592.0	0.0	12933.0	8223.0	12397.0	127335856	67.3	0.0	58.8	67.0	61.7
chr17	18	27406675	17976	23288.0	0.0	0.0	18837.0	17976.0	27405469	22.8	0.0	0.0	27.7	38.4
chr15	16	80816617	7239	15482.0	0.0	11871.0	7239.0	13157.0	80814437	48.8	0.0	64.8	73.4	58.4
chr12	15	12324343	23730	30859.0	0.0	24958.0	23730.0	28161.0	12323701	11.1	0.0	17.3	17.9	14.2
chr14	11	118650238	19417	0.0	0.0	19417.0	21144.0	20293.0	118649272	0.0	0.0	31.5	22.5	30.9
chr9	12	21456643	9363	14301.0	0.0	12425.0	8239.0	9363.0	21454517	53.7	0.0	61.6	67.0	80.1
chr7	8	42980271	27455	32099.0	0.0	0.0	29271.0	27455.0	42979507	9.88	0.0	0.0	11.0	15.0
chr17	18	48055984	28286	0.0	0.0	0.0	33821.0	28286.0	48055484	0.0	0.0	0.0	8.09	14.2
chr1	1	72578705	27195	0.0	0.0	29629.0	30490.0	27195.0	72578071	0.0	0.0	10.0	9.82	15.0
chr10	9	96204504	21419	25325.0	0.0	0.0	22285.0	21419.0	96203826	18.5	0.0	0.0	20.2	27.5
chr18	20	60596309	13172	20313.0	0.0	17788.0	12892.0	13172.0	60595049	30.9	0.0	37.4	45.6	58.4
chr2	2	61517572	21901	24529.0	0.0	24073.0	21243.0	21901.0	61516690	19.8	0.0	18.7	22.0	25.9
chr17	18	73143246	23978	0.0	0.0	23156.0	26052.0	23978.0	73142492	0.0	0.0	21.0	15.0	21.7
chr18	20	79304123	19700	0.0	0.0	19700.0	18181.0	25216.0	79303169	0.0	0.0	30.6	29.5	19.2
chr4	5	87370312	29150	0.0	0.0	27877.0	32283.0	29150.0	87369812	0.0	0.0	12.3	8.66	12.5
chr9	12	101100323	12690	0.0	0.0	0.0	12690.0	25475.0	101099045	0.0	0.0	0.0	46.2	18.4
chr8	10	40973528	24854	33579.0	0.0	27555.0	24854.0	30181.0	40972758	8.64	0.0	12.8	16.2	11.7
chr6	7	3392068	22997	0.0	0.0	26888.0	25745.0	22997.0	3391002	0.0	0.0	13.7	15.0	23.4
chr13	14	51782154	15467	15467.0	0.0	21478.0	12560.0	16578.0	51781042	48.8	0.0	25.1	46.8	43.4
chr17	18	5220290	28889	0.0	0.0	0.0	34316.0	28889.0	5219666	0.0	0.0	0.0	7.51	13.3
chr5	6	96879453	16615	16615.0	0.0	0.0	15575.0	16698.0	96878697	43.8	0.0	0.0	36.4	42.6
chr1	1	13336698	12504	0.0	0.0	15271.0	14227.0	12504.0	13335670	0.0	0.0	47.4	40.4	60.9
chrX	3	48714058	18237	24851.0	0.0	0.0	19537.0	18237.0	48712766	19.8	0.0	0.0	26.0	37.5
chr18	20	75343919	23836	28776.0	0.0	0.0	23836.0	30539.0	75343295	13.6	0.0	0.0	17.9	11.7
chr5	6	143626634	23605	33475.0	0.0	0.0	23605.0	31261.0	143625876	8.64	0.0	0.0	17.9	10.0
chr18	20	80624572	5290	12995.0	0.0	18117.0	5290.0	12494.0	80622450	59.9	0.0	36.0	88.4	61.7
chr2	2	24368465	5560	11892.0	0.0	12739.0	5560.0	11469.0	24365615	65.4	0.0	59.8	85.5	66.7
chr13	14	23492728	30895	33047.0	0.0	33383.0	31939.0	30895.0	23492228	9.26	0.0	6.84	9.24	10.8
chr9	12	11514659	27514	30759.0	0.0	28328.0	27747.0	27514.0	11514035	11.1	0.0	11.9	12.7	15.0
chrX	3	77579901	23483	34471.0	0.0	0.0	23483.0	31735.0	77579061	8.03	0.0	0.0	18.5	10.0
chr11	13	117246504	13485	0.0	0.0	0.0	17239.0	13485.0	117245566	0.0	0.0	0.0	31.8	56.7
chr13	14	107059876	25140	0.0	0.0	26244.0	27913.0	25140.0	107059376	0.0	0.0	15.1	12.7	19.2
chr15	16	101141583	24315	0.0	0.0	32564.0	27961.0	24315.0	101140955	0.0	0.0	7.76	12.7	20.9
chr4	5	59542257	18925	0.0	0.0	33610.0	18925.0	30006.0	59540767	0.0	0.0	6.39	27.1	11.7
chr15	16	73506773	21592	21592.0	0.0	24014.0	19498.0	22469.0	73505883	27.2	0.0	19.2	26.0	25.0
chr6	7	129334367	19095	0.0	0.0	0.0	22940.0	19095.0	129333611	0.0	0.0	0.0	19.1	34.2
chr13	14	24655000	9913	0.0	0.0	22349.0	9913.0	21776.0	24654062	0.0	0.0	22.8	58.3	26.7
chr5	6	100358696	23762	24932.0	0.0	22834.0	22516.0	23762.0	100357790	19.1	0.0	21.4	19.6	21.7
chr13	14	51072058	23914	26108.0	0.0	23125.0	23051.0	23914.0	51071412	17.3	0.0	21.0	19.1	21.7
chr17	18	29607093	25054	32547.0	0.0	28790.0	25054.0	30497.0	29606161	9.88	0.0	11.4	16.2	11.7
chr9	12	21379937	20196	20845.0	0.0	21297.0	18723.0	20196.0	21378977	29.0	0.0	25.5	27.7	30.9
chr11	13	99119236	23878	0.0	0.0	0.0	28315.0	23878.0	99118610	0.0	0.0	0.0	12.1	21.7
chr18	20	35567905	17083	0.0	0.0	0.0	17083.0	29812.0	35566391	0.0	0.0	0.0	32.3	12.5
chr5	6	8676737	6510	10023.0	0.0	10621.0	6510.0	11031.0	8674811	76.6	0.0	71.6	78.0	69.2
chr3	4	103886256	20684	0.0	0.0	24815.0	23194.0	20684.0	103885438	0.0	0.0	17.3	18.5	29.2
chr4	5	132898690	26296	0.0	0.0	27154.0	29179.0	26296.0	132898190	0.0	0.0	13.2	11.0	16.7
chr3	4	89890477	22256	26609.0	0.0	0.0	23544.0	22256.0	89889811	16.1	0.0	0.0	17.9	25.0
chr6	7	140599294	23008	25968.0	0.0	0.0	24017.0	23008.0	140598606	17.3	0.0	0.0	17.3	23.4
chr16	17	97293849	24332	26148.0	0.0	23579.0	23430.0	24332.0	97293211	17.3	0.0	20.1	18.5	20.9
chr18	20	81428203	6303	12642.0	0.0	10392.0	5907.0	6303.0	81426335	61.7	0.0	73.4	83.2	105.1
chr16	17	94148580	29597	33901.0	0.0	33903.0	29597.0	32585.0	94148080	8.64	0.0	6.39	11.0	8.34
chr5	6	134522252	22631	30662.0	0.0	0.0	24798.0	22631.0	134521390	11.1	0.0	0.0	16.2	24.2
chr16	17	95799180	23026	23026.0	0.0	0.0	22760.0	23600.0	95798508	23.5	0.0	0.0	19.6	22.5
chr19	21	60165566	28053	29958.0	0.0	30498.0	28053.0	31006.0	60164938	12.3	0.0	9.58	12.7	10.8
chr2	2	32056076	20928	21851.0	0.0	21376.0	19565.0	20928.0	32055250	25.9	0.0	25.1	25.4	28.4
chr15	16	73760490	24214	27843.0	0.0	0.0	24214.0	30444.0	73759724	14.8	0.0	0.0	17.3	11.7
chr11	13	119954981	26486	0.0	0.0	0.0	31911.0	26486.0	119954481	0.0	0.0	0.0	9.24	16.7
chr15	16	67410600	14381	0.0	0.0	28413.0	14381.0	26106.0	67409736	0.0	0.0	11.9	40.4	17.5
chr7	8	135599533	24011	24011.0	0.0	24885.0	22953.0	24161.0	135598579	21.0	0.0	17.3	19.1	20.9
chr17	18	32370016	22034	22034.0	0.0	25018.0	19790.0	23612.0	32369102	25.9	0.0	17.3	25.4	22.5
chr16	17	92814329	4032	0.0	0.0	0.0	4032.0	17972.0	92811173	0.0	0.0	0.0	101.1	38.4
chr1	1	159929115	25719	0.0	0.0	26024.0	28523.0	25719.0	159928615	0.0	0.0	15.1	11.6	17.5
chr4	5	83539738	26750	0.0	0.0	31488.0	30685.0	26750.0	83539238	0.0	0.0	8.21	9.82	15.9
chrX	3	106009980	29608	0.0	0.0	29608.0	33939.0	32140.0	106009246	0.0	0.0	10.5	8.09	9.18
chr17	18	84162057	8916	14629.0	0.0	15764.0	8916.0	15007.0	84160317	52.5	0.0	45.6	63.5	50.1
chr3	4	130980389	8449	8685.0	0.0	8449.0	5495.0	9547.0	130978585	85.8	0.0	86.7	86.1	78.4
chr9	12	59937105	24605	0.0	0.0	0.0	29347.0	24605.0	59936473	0.0	0.0	0.0	11.0	20.0
chr10	9	81520305	22995	25324.0	0.0	24653.0	22995.0	26439.0	81519543	18.5	0.0	17.8	19.1	16.7
chr18	20	44387157	25244	0.0	0.0	25244.0	28980.0	26604.0	44386657	0.0	0.0	16.9	11.6	16.7
chr13	14	101737243	14443	16695.0	0.0	14443.0	12423.0	15169.0	101735655	43.8	0.0	51.5	47.4	49.2
chr3	4	146160460	2905	9943.0	26519.0	0.0	2905.0	7620.0	146156278	77.2	11.9	0.0	117.3	92.6
chr1	1	180371193	20368	27956.0	0.0	28503.0	21548.0	20368.0	180370185	14.2	0.0	11.4	21.4	30.0
chr9	12	118725708	14512	19159.0	0.0	0.0	14512.0	21716.0	118724180	34.6	0.0	0.0	39.9	26.7
chr11	13	49979032	17656	32983.0	0.0	0.0	20515.0	17656.0	49977712	9.26	0.0	0.0	23.7	39.2
chr11	13	87755704	9	9.0	26181.0	1700.0	7.0	13.0	87742038	1082.4	12.4	193.0	928.9	1042.9
chr5	6	99268338	26312	0.0	0.0	29774.0	29923.0	26312.0	99267652	0.0	0.0	10.0	10.4	16.7
chr1	1	179241253	21241	0.0	0.0	0.0	25602.0	21241.0	179240425	0.0	0.0	0.0	15.0	27.5
chr19	21	11417484	27814	0.0	0.0	31914.0	32082.0	27814.0	11416852	0.0	0.0	8.21	9.24	15.0
chr6	7	49128949	23471	31297.0	0.0	23471.0	24433.0	24970.0	49128081	10.5	0.0	20.1	16.8	19.2
chr15	16	78903754	23570	24781.0	0.0	23570.0	23080.0	25155.0	78902990	19.8	0.0	20.1	19.1	19.2
chr17	18	32895922	27107	0.0	0.0	0.0	32811.0	27107.0	32895282	0.0	0.0	0.0	8.66	15.9
chr9	12	115363247	26918	0.0	0.0	0.0	32528.0	26918.0	115362619	0.0	0.0	0.0	8.66	15.9
chr2	2	173058167	2837	19628.0	13002.0	10103.0	1589.0	2837.0	173053173	32.7	38.5	74.8	153.1	153.5
chr16	17	58687036	14202	22757.0	0.0	20427.0	14202.0	21181.0	58686054	24.1	0.0	28.3	41.0	28.4
chr17	18	84126534	14831	0.0	0.0	18111.0	17076.0	14831.0	84124936	0.0	0.0	36.0	32.3	50.9
chr15	16	97502156	18458	19020.0	0.0	20424.0	17049.0	18458.0	97501350	35.2	0.0	28.3	32.3	36.7
chr10	9	82779060	25591	0.0	0.0	25591.0	27818.0	28722.0	82778382	0.0	0.0	16.0	12.7	13.3
chr2	2	60872971	6189	18697.0	0.0	15390.0	6189.0	14864.0	60869743	35.8	0.0	47.0	80.3	50.1
chr7	8	68132221	28608	0.0	0.0	33249.0	33278.0	28608.0	68131567	0.0	0.0	6.84	8.09	13.3
chr5	6	148510763	10777	0.0	0.0	17577.0	13447.0	10777.0	148509143	0.0	0.0	37.9	43.3	70.9
chr1	1	39282746	12298	0.0	0.0	18522.0	12298.0	22880.0	39281322	0.0	0.0	34.2	47.4	23.4
chr15	16	85652949	28246	33865.0	0.0	0.0	31289.0	28246.0	85652317	8.64	0.0	0.0	9.82	14.2
chr9	12	96612801	19380	19891.0	0.0	0.0	19424.0	19380.0	96612081	32.1	0.0	0.0	26.0	33.4
