chr_name	chromosome_id	end	id	id_0_1um_pcc	id_100um_k99a	id_10um_k99a	id_10um_pcc	id_no_peptide	start	tag_count_0_1um_pcc	tag_count_100um_k99a	tag_count_10um_k99a	tag_count_10um_pcc	tag_count_no_peptide
chr1	1	92131083	16856	17522.0	16841.0	17209.0	0.0	16856.0	92130133	40.1	27.7	39.2	0.0	41.7
chr14	11	122463970	27051	33832.0	0.0	31257.0	0.0	27051.0	122463312	8.64	0.0	8.67	0.0	15.9
chr17	18	88551545	22839	33941.0	0.0	24743.0	0.0	22839.0	88550747	8.64	0.0	17.8	0.0	24.2
chr10	9	60367795	24355	24355.0	0.0	30370.0	0.0	26936.0	60366637	20.4	0.0	9.58	0.0	15.9
chr9	12	40783305	10667	16350.0	17436.0	11665.0	0.0	10667.0	40781607	45.1	26.6	65.7	0.0	71.8
chr18	20	10053227	13345	16557.0	0.0	24745.0	0.0	13345.0	10051711	44.5	0.0	17.8	0.0	57.6
chr6	7	50253445	12085	19475.0	0.0	18156.0	0.0	12085.0	50252263	33.3	0.0	35.6	0.0	63.4
chr17	18	73036329	11650	11650.0	15704.0	14085.0	0.0	12492.0	73034403	67.3	31.1	53.4	0.0	61.7
chr13	14	45850623	20401	25378.0	0.0	20401.0	0.0	25130.0	45849987	18.5	0.0	28.3	0.0	19.2
chr10	9	75521826	24686	24686.0	0.0	29926.0	0.0	27579.0	75521182	19.8	0.0	10.0	0.0	15.0
chr8	10	104099533	22353	22423.0	22857.0	22509.0	0.0	22353.0	104098903	24.7	16.4	22.4	0.0	25.0
chr3	4	123175209	17333	20566.0	32535.0	22647.0	0.0	17333.0	123173859	29.6	6.79	21.9	0.0	40.0
chr9	12	44579875	19150	19150.0	0.0	26150.0	0.0	21395.0	44578739	34.6	0.0	15.1	0.0	27.5
chr11	13	97344424	17457	28198.0	0.0	20088.0	0.0	17457.0	97342988	14.2	0.0	29.2	0.0	40.0
chr5	6	137033800	17456	21898.0	31176.0	17456.0	0.0	20142.0	137032100	25.9	7.92	38.3	0.0	30.9
chr7	8	28528606	16035	16035.0	18152.0	18435.0	0.0	15903.0	28527644	46.3	24.9	34.7	0.0	45.9
chr9	12	21309929	12259	12711.0	0.0	13481.0	22606.0	12259.0	21308781	61.1	0.0	56.1	19.6	62.6
chr9	12	41229255	16489	16489.0	18971.0	16805.0	0.0	17623.0	41228491	44.5	23.2	41.1	0.0	39.2
chr6	7	128761604	14796	18408.0	0.0	14796.0	0.0	20154.0	128760508	37.0	0.0	49.7	0.0	30.9
chr12	15	41844484	26491	26433.0	26209.0	25412.0	0.0	26491.0	41843854	16.7	12.4	16.4	0.0	16.7
chr1	1	46426064	22539	25827.0	26434.0	22046.0	0.0	22539.0	46425266	17.3	11.9	23.3	0.0	24.2
chr6	7	41563995	15900	18583.0	0.0	15900.0	29954.0	17128.0	41562165	36.4	0.0	44.7	10.4	40.9
chr18	20	81409732	15405	18328.0	0.0	15593.0	28026.0	15405.0	81408262	37.7	0.0	46.5	12.7	48.4
chr12	15	107985743	2949	23527.0	0.0	3479.0	0.0	2949.0	107980295	22.2	0.0	141.0	0.0	151.0
chr7	8	29001886	12839	13052.0	15802.0	12839.0	0.0	15091.0	29000144	59.3	30.5	59.3	0.0	49.2
chr9	12	106418920	24637	32932.0	0.0	24637.0	0.0	28696.0	106418152	9.26	0.0	17.8	0.0	13.3
chr9	12	122227445	21973	30786.0	0.0	21973.0	0.0	25483.0	122226807	11.1	0.0	23.7	0.0	18.4
chr1	1	184909077	18169	18169.0	0.0	18244.0	27474.0	18021.0	184908195	37.7	0.0	35.1	12.7	37.5
chr5	6	140209620	11223	16316.0	0.0	11223.0	31683.0	13088.0	140208226	45.1	0.0	68.0	9.24	58.4
chr17	18	51855819	14061	20927.0	0.0	20280.0	0.0	14061.0	51854079	29.0	0.0	28.7	0.0	54.2
chr10	9	117906816	10814	12607.0	10981.0	10814.0	0.0	10955.0	117905666	61.7	45.8	70.7	0.0	70.1
chr11	13	54113554	17449	33712.0	0.0	18607.0	0.0	17449.0	54112664	8.64	0.0	34.2	0.0	40.0
chr8	10	116906612	9858	11292.0	11262.0	11408.0	0.0	9858.0	116905054	69.2	44.7	67.1	0.0	76.8
chr1	1	78538697	8573	11550.0	12292.0	10404.0	0.0	8573.0	78536945	67.3	40.7	73.0	0.0	85.1
chr9	12	114427736	19895	19895.0	0.0	21613.0	0.0	25049.0	114426904	32.1	0.0	24.6	0.0	19.2
chr5	6	149016377	9200	9200.0	17408.0	10342.0	0.0	12392.0	149014665	82.1	26.6	73.4	0.0	61.7
chr10	9	127590408	20253	20253.0	23232.0	21311.0	0.0	21087.0	127589782	30.9	15.8	25.5	0.0	28.4
chr1	1	87379222	15779	32675.0	0.0	15779.0	0.0	16855.0	87377934	9.26	0.0	45.2	0.0	41.7
chrX	3	167232053	22533	35051.0	0.0	24050.0	0.0	22533.0	167231141	7.41	0.0	19.2	0.0	25.0
chr1	1	193193871	1681	2205.0	2615.0	1681.0	32969.0	1783.0	193188933	174.7	108.0	193.9	8.09	187.7
chr14	11	121316062	15021	15021.0	0.0	26255.0	0.0	16590.0	121314626	50.6	0.0	15.1	0.0	43.4
chr17	18	84275293	1144	2948.0	21597.0	2358.0	20872.0	1144.0	84269281	155.0	18.7	167.9	23.1	228.6
chr11	13	83441332	13215	13215.0	0.0	14055.0	24942.0	14190.0	83439636	58.7	0.0	53.4	16.2	53.4
chr5	6	64600697	13579	14554.0	12660.0	13737.0	0.0	13579.0	64599619	52.5	39.6	54.7	0.0	55.9
chr11	13	59886021	21458	23501.0	23246.0	21458.0	0.0	22744.0	59885253	22.2	15.8	25.1	0.0	24.2
chr5	6	43771729	23041	24263.0	0.0	23041.0	0.0	31221.0	43771101	20.4	0.0	21.0	0.0	10.0
chr5	6	64103221	18735	18735.0	18889.0	19352.0	0.0	18811.0	64102595	35.8	23.2	31.5	0.0	35.0
chrX	3	98266861	25236	33199.0	0.0	29201.0	0.0	25236.0	98266101	9.26	0.0	10.9	0.0	19.2
chr8	10	4314844	11103	12938.0	0.0	11103.0	27716.0	13776.0	4312810	59.9	0.0	68.9	12.7	55.1
chr7	8	19928016	14133	14133.0	0.0	28972.0	0.0	15088.0	19926514	54.3	0.0	10.9	0.0	49.2
chr9	12	77966955	14165	18432.0	20201.0	16028.0	0.0	14165.0	77965197	37.0	20.9	44.3	0.0	53.4
chr6	7	30592741	20034	20034.0	0.0	22843.0	0.0	24525.0	30591719	31.5	0.0	21.4	0.0	20.0
chr1	1	95268568	5240	6241.0	6645.0	7422.0	0.0	5240.0	95267006	106.2	66.7	94.9	0.0	115.1
chr18	20	60894445	24481	30431.0	31863.0	24481.0	0.0	26183.0	60893799	11.7	7.92	18.2	0.0	17.5
chr9	12	54643248	15508	17449.0	0.0	31649.0	0.0	15508.0	54642316	40.8	0.0	8.21	0.0	47.6
chr1	1	36267523	5465	7275.0	12794.0	5465.0	0.0	8230.0	36264691	96.9	39.0	113.1	0.0	87.6
chr17	18	86732630	18476	20500.0	31836.0	25023.0	0.0	18476.0	86731954	30.3	7.92	17.3	0.0	36.7
chr5	6	107546399	24124	34158.0	0.0	26879.0	0.0	24124.0	107545771	8.03	0.0	13.7	0.0	20.9
chr5	6	106826301	13233	13841.0	0.0	15192.0	23981.0	13233.0	106825363	55.6	0.0	47.9	17.3	57.6
chr15	16	101181256	9399	16547.0	0.0	17520.0	0.0	9399.0	101179760	44.5	0.0	38.3	0.0	80.1
chr9	12	96720651	9582	11826.0	11727.0	11321.0	0.0	9582.0	96718535	66.1	43.0	67.5	0.0	78.4
chr4	5	139612112	25352	26287.0	25344.0	24328.0	0.0	25352.0	139611612	16.7	13.0	18.2	0.0	18.4
chr12	15	36317498	14020	19736.0	23701.0	16579.0	0.0	14020.0	36316452	32.7	15.3	42.0	0.0	54.2
chr5	6	28403607	10361	24923.0	0.0	13296.0	0.0	10361.0	28402169	19.1	0.0	57.0	0.0	73.4
chr5	6	96915627	15872	15872.0	0.0	18699.0	0.0	21002.0	96914221	46.9	0.0	33.8	0.0	28.4
chr9	12	13310404	25937	34243.0	0.0	29877.0	0.0	25937.0	13309736	8.03	0.0	10.0	0.0	17.5
chr4	5	134879934	13376	15089.0	13018.0	13376.0	0.0	13575.0	134879156	50.0	38.5	56.6	0.0	55.9
chr6	7	90989510	22681	26332.0	32591.0	22681.0	0.0	25861.0	90988884	16.7	6.79	21.9	0.0	17.5
chr1	1	182960258	14089	14089.0	14672.0	15785.0	0.0	14267.0	182959376	54.3	33.4	45.2	0.0	52.6
chr16	17	50689683	21116	21116.0	0.0	21851.0	0.0	27751.0	50688865	28.4	0.0	24.2	0.0	15.0
chr2	2	155474267	17072	17072.0	16187.0	17694.0	0.0	16881.0	155473643	42.0	29.4	37.4	0.0	41.7
chr4	5	154335534	20708	23404.0	29540.0	24103.0	0.0	20708.0	154334384	22.2	9.05	18.7	0.0	29.2
chr11	13	98528128	8642	10970.0	11293.0	10822.0	0.0	8642.0	98526342	71.0	44.7	70.7	0.0	85.1
chr6	7	83413756	1748	3260.0	3384.0	2461.0	0.0	1748.0	83409868	147.6	96.1	163.8	0.0	189.4
chr3	4	84229352	10088	13953.0	0.0	11382.0	23542.0	10088.0	84228052	55.0	0.0	67.1	17.9	75.1
chr3	4	100359559	15254	18193.0	19207.0	17227.0	0.0	15254.0	100358775	37.7	22.6	39.2	0.0	48.4
chr9	12	72891402	18450	23473.0	0.0	18450.0	0.0	23452.0	72890434	22.2	0.0	34.7	0.0	22.5
chr10	9	18431677	12269	21518.0	0.0	17963.0	0.0	12269.0	18430751	27.2	0.0	36.5	0.0	62.6
chr14	11	120526609	24006	26459.0	32347.0	24006.0	0.0	27708.0	120525707	16.7	7.35	19.2	0.0	15.0
chr11	13	109654231	2739	2880.0	7642.0	2739.0	0.0	5600.0	109651967	156.2	61.1	156.9	0.0	111.8
chr12	15	25132498	28204	28204.0	31546.0	28720.0	0.0	28775.0	25131868	14.2	7.92	11.4	0.0	13.3
chr10	9	117825943	17612	20441.0	27799.0	17612.0	0.0	21085.0	117824381	30.3	10.7	37.9	0.0	28.4
chr9	12	85126477	30222	30230.0	0.0	0.0	0.0	30222.0	85125977	11.7	0.0	0.0	0.0	11.7
chr2	2	12228490	29932	30018.0	0.0	0.0	0.0	29932.0	12227864	11.7	0.0	0.0	0.0	11.7
chr15	16	102091789	30459	30393.0	0.0	0.0	0.0	30459.0	102091289	11.7	0.0	0.0	0.0	11.7
chr4	5	130685426	30022	30090.0	0.0	0.0	0.0	30022.0	130684926	11.7	0.0	0.0	0.0	11.7
chr18	20	24216354	30523	30421.0	0.0	0.0	0.0	30523.0	24215854	11.7	0.0	0.0	0.0	11.7
chr3	4	22141935	29976	30052.0	0.0	0.0	0.0	29976.0	22141435	11.7	0.0	0.0	0.0	11.7
chr12	15	16529373	26487	26430.0	0.0	0.0	0.0	26487.0	16528873	16.7	0.0	0.0	0.0	16.7
chr8	10	91060891	26381	26361.0	0.0	0.0	0.0	26381.0	91060063	16.7	0.0	0.0	0.0	16.7
chr2	2	70702813	16635	20544.0	0.0	16635.0	0.0	22227.0	70701529	29.6	0.0	41.5	0.0	25.0
chr14	11	54603966	16699	16699.0	20293.0	17887.0	0.0	18188.0	54602576	43.8	20.9	37.0	0.0	37.5
chr5	6	147341814	4633	11054.0	27613.0	4633.0	32368.0	6414.0	147337856	70.4	10.7	122.7	8.66	103.5
chr12	15	84572337	18340	20679.0	25583.0	18340.0	0.0	21460.0	84571265	29.6	13.0	35.1	0.0	27.5
chr8	10	78975516	11680	13181.0	12698.0	13478.0	0.0	11680.0	78974008	58.7	39.6	56.1	0.0	65.9
chr1	1	184101601	16411	20534.0	21661.0	16411.0	0.0	17784.0	184100649	29.6	18.1	42.4	0.0	38.4
chr12	15	80252274	22772	22715.0	0.0	0.0	0.0	22772.0	80251490	24.1	0.0	0.0	0.0	24.2
chr4	5	135545420	22616	22616.0	31101.0	28918.0	0.0	22971.0	135544614	24.1	7.92	10.9	0.0	23.4
chr19	21	29502056	19795	19795.0	0.0	22601.0	0.0	24832.0	29501102	32.7	0.0	22.4	0.0	20.0
chr5	6	92965147	22126	22126.0	25960.0	21558.0	0.0	24514.0	92963975	25.3	12.4	24.6	0.0	20.0
chr6	7	129608916	10630	20816.0	26014.0	10630.0	0.0	11951.0	129606866	29.0	12.4	71.6	0.0	64.2
chr2	2	165640227	19830	19998.0	0.0	0.0	0.0	19830.0	165639471	31.5	0.0	0.0	0.0	31.7
chr10	9	14326188	11848	17291.0	22563.0	15924.0	0.0	11848.0	14324596	41.4	17.0	44.7	0.0	65.1
chr10	9	39240256	17273	24350.0	23636.0	17273.0	0.0	17901.0	39238936	20.4	15.3	39.2	0.0	38.4
chr7	8	24408663	16483	26342.0	0.0	20819.0	0.0	16483.0	24406857	16.7	0.0	26.9	0.0	43.4
chr2	2	170148315	17395	17395.0	25859.0	23874.0	0.0	17803.0	170147079	40.8	12.4	19.2	0.0	38.4
chr14	11	61294498	24747	24761.0	0.0	0.0	0.0	24747.0	61293998	19.8	0.0	0.0	0.0	20.0
chr11	13	113175055	1523	2523.0	13276.0	1980.0	15077.0	1523.0	113170205	165.5	37.9	179.7	38.1	201.9
chr12	15	107362624	19433	24087.0	0.0	28076.0	0.0	19433.0	107361966	21.0	0.0	12.3	0.0	33.4
chrX	3	96131878	2133	4045.0	6917.0	2133.0	33937.0	2746.0	96124936	134.0	65.6	174.7	8.09	156.0
chr3	4	87817091	25765	25900.0	0.0	0.0	0.0	25765.0	87816591	17.3	0.0	0.0	0.0	17.5
chr7	8	101063376	25895	25986.0	0.0	0.0	0.0	25895.0	101062876	17.3	0.0	0.0	0.0	17.5
chr17	18	71265175	31667	32569.0	0.0	0.0	0.0	31667.0	71264675	9.88	0.0	0.0	0.0	10.0
chr6	7	92942312	31291	32066.0	0.0	0.0	0.0	31291.0	92941812	9.88	0.0	0.0	0.0	10.0
chr14	11	15398180	31579	32436.0	0.0	0.0	0.0	31579.0	15397680	9.88	0.0	0.0	0.0	10.0
chr11	13	58132593	24938	26414.0	31478.0	24938.0	0.0	28755.0	58131953	16.7	7.92	17.3	0.0	13.3
chr7	8	65682502	32757	34690.0	0.0	0.0	0.0	32757.0	65682002	7.41	0.0	0.0	0.0	7.51
chr4	5	56893120	27329	27525.0	0.0	0.0	0.0	27329.0	56892620	14.8	0.0	0.0	0.0	15.0
chr15	16	64102871	27722	27839.0	0.0	0.0	0.0	27722.0	64102371	14.8	0.0	0.0	0.0	15.0
chr2	2	119251288	23296	23350.0	0.0	0.0	0.0	23296.0	119250664	22.2	0.0	0.0	0.0	22.5
chr13	14	52989617	18176	18469.0	0.0	0.0	0.0	18176.0	52988813	37.0	0.0	0.0	0.0	37.5
chr3	4	104707981	32742	32742.0	0.0	0.0	0.0	31823.0	104707481	9.26	0.0	0.0	0.0	9.18
chr11	13	79495557	33003	33003.0	0.0	0.0	0.0	32007.0	79495057	9.26	0.0	0.0	0.0	9.18
chr3	4	81783797	14290	18380.0	17839.0	15512.0	0.0	14290.0	81783045	37.0	25.4	46.5	0.0	52.6
chr10	9	41639207	29449	29679.0	0.0	0.0	0.0	29449.0	41638707	12.3	0.0	0.0	0.0	12.5
chr12	15	78219363	29565	29765.0	0.0	0.0	0.0	29565.0	78218863	12.3	0.0	0.0	0.0	12.5
chr15	16	100080694	29721	29861.0	0.0	0.0	0.0	29721.0	100080194	12.3	0.0	0.0	0.0	12.5
chr14	11	76414646	20113	22251.0	25102.0	20113.0	0.0	22798.0	76413730	25.3	13.6	29.2	0.0	24.2
chr10	9	93298602	21978	24043.0	0.0	21978.0	0.0	30270.0	93297626	21.0	0.0	23.7	0.0	11.7
chr18	20	68832105	15209	24826.0	0.0	20133.0	0.0	15209.0	68830681	19.8	0.0	29.2	0.0	49.2
chr15	16	60176122	18702	27327.0	31710.0	19816.0	0.0	18702.0	60174296	15.4	7.92	30.1	0.0	35.9
chr8	10	79375088	17739	17739.0	16949.0	17850.0	0.0	18111.0	79374052	39.5	27.7	37.0	0.0	37.5
chr17	18	47524652	1105	1996.0	5093.0	1143.0	16851.0	1105.0	47519216	182.1	78.6	228.6	32.9	232.8
chr9	12	45274862	20061	20061.0	0.0	29015.0	0.0	22365.0	45274034	31.5	0.0	10.9	0.0	25.0
chr6	7	65648349	12906	16322.0	0.0	13196.0	24001.0	12906.0	65647479	45.1	0.0	57.5	17.3	59.2
chr9	12	110891516	27697	27697.0	0.0	31667.0	0.0	31428.0	110891016	14.8	0.0	8.21	0.0	10.0
chr13	14	83650044	31566	0.0	0.0	30034.0	0.0	31566.0	83649544	0.0	0.0	10.0	0.0	10.0
chr13	14	13889915	25124	0.0	0.0	23992.0	0.0	25124.0	13889415	0.0	0.0	19.2	0.0	19.2
chr14	11	16024228	28825	29190.0	0.0	0.0	0.0	28825.0	16023576	13.0	0.0	0.0	0.0	13.3
chr6	7	99440377	28573	28978.0	0.0	0.0	0.0	28573.0	99439877	13.0	0.0	0.0	0.0	13.3
chr7	8	45175270	28597	29000.0	0.0	0.0	0.0	28597.0	45174770	13.0	0.0	0.0	0.0	13.3
chr6	7	124673496	15292	19863.0	0.0	25822.0	0.0	15292.0	124672468	32.1	0.0	15.5	0.0	48.4
chr3	4	136698168	24086	24233.0	0.0	0.0	0.0	24086.0	136697668	20.4	0.0	0.0	0.0	20.9
chr11	13	30268755	24219	24373.0	0.0	0.0	0.0	24219.0	30268255	20.4	0.0	0.0	0.0	20.9
chr2	2	35662510	20931	27457.0	0.0	27105.0	0.0	20931.0	35661750	14.8	0.0	13.2	0.0	28.4
chr12	15	54472670	21296	21296.0	0.0	25618.0	0.0	25546.0	54472036	27.8	0.0	16.0	0.0	18.4
chr9	12	61677733	15752	15752.0	0.0	29409.0	0.0	17167.0	61676219	47.5	0.0	10.5	0.0	40.9
chr17	18	69475889	21204	0.0	0.0	21204.0	0.0	22163.0	69475103	0.0	0.0	26.0	0.0	25.9
chr8	10	47691415	23183	23183.0	0.0	27213.0	0.0	27492.0	47690915	22.8	0.0	13.2	0.0	15.0
chr3	4	96920560	26265	26265.0	0.0	29710.0	0.0	30659.0	96919920	16.7	0.0	10.0	0.0	10.8
chr19	21	7320620	28309	0.0	0.0	26788.0	0.0	28309.0	7320120	0.0	0.0	14.1	0.0	14.2
chr8	10	84708043	28651	0.0	0.0	27215.0	0.0	28651.0	84707543	0.0	0.0	13.2	0.0	13.3
chr4	5	101183618	6942	14403.0	23962.0	12399.0	0.0	6942.0	101181926	53.1	14.7	61.6	0.0	98.5
chr14	11	45691528	18645	18645.0	18768.0	20111.0	0.0	18695.0	45690756	36.4	23.8	29.2	0.0	35.9
chr1	1	165853984	54	194.0	916.0	139.0	19119.0	54.0	165840934	477.3	173.1	528.3	26.6	740.0
chr16	17	84991477	29242	29242.0	0.0	33902.0	0.0	32092.0	84990833	13.0	0.0	6.39	0.0	9.18
chr8	10	106975751	21125	29045.0	0.0	21125.0	0.0	25445.0	106974819	13.0	0.0	26.0	0.0	18.4
chr11	13	117395341	23547	0.0	0.0	23547.0	0.0	24688.0	117394687	0.0	0.0	20.1	0.0	20.0
chr4	5	57279520	26747	27060.0	0.0	0.0	0.0	26747.0	57279020	15.4	0.0	0.0	0.0	15.9
chr2	2	71041232	26694	26999.0	0.0	0.0	0.0	26694.0	71040732	15.4	0.0	0.0	0.0	15.9
chr9	12	40483223	20481	0.0	0.0	19922.0	0.0	20481.0	40482439	0.0	0.0	29.7	0.0	30.0
chr5	6	134961288	23772	23965.0	0.0	0.0	0.0	23772.0	134960508	21.0	0.0	0.0	0.0	21.7
chr4	5	155770242	23749	23944.0	0.0	0.0	0.0	23749.0	155769614	21.0	0.0	0.0	0.0	21.7
chr3	4	60320582	25513	0.0	0.0	25513.0	0.0	26719.0	60320082	0.0	0.0	16.0	0.0	15.9
chr15	16	73228891	25655	0.0	0.0	25655.0	0.0	27062.0	73228207	0.0	0.0	16.0	0.0	15.9
chr11	13	61928326	25600	0.0	0.0	25600.0	0.0	26965.0	61927826	0.0	0.0	16.0	0.0	15.9
chr11	13	117175261	12732	12732.0	14797.0	14165.0	0.0	14196.0	117173843	61.1	33.4	52.9	0.0	53.4
chr12	15	25312534	23889	0.0	0.0	22908.0	0.0	23889.0	25312034	0.0	0.0	21.4	0.0	21.7
chr1	1	136639821	26228	26555.0	0.0	0.0	0.0	26228.0	136639025	16.1	0.0	0.0	0.0	16.7
chr11	13	53821155	28135	29720.0	32270.0	29464.0	0.0	28135.0	53820655	12.3	7.35	10.5	0.0	14.2
chr5	6	107777020	32294	34159.0	0.0	0.0	0.0	32294.0	107776520	8.03	0.0	0.0	0.0	8.34
chr2	2	75114994	32189	34065.0	0.0	0.0	0.0	32189.0	75114494	8.03	0.0	0.0	0.0	8.34
chr8	10	66438542	32379	34227.0	0.0	0.0	0.0	32379.0	66438042	8.03	0.0	0.0	0.0	8.34
chr15	16	83604778	3948	5643.0	15469.0	6671.0	23413.0	3948.0	83601016	113.0	31.7	101.7	18.5	132.7
chr11	13	87968181	17755	21974.0	20248.0	17755.0	0.0	18412.0	87967431	25.9	20.9	37.4	0.0	36.7
chr11	13	31992895	29492	0.0	0.0	28034.0	0.0	29492.0	31992395	0.0	0.0	12.3	0.0	12.5
chr8	10	84028171	29358	0.0	0.0	27968.0	0.0	29358.0	84027671	0.0	0.0	12.3	0.0	12.5
chr13	14	112278386	29636	0.0	0.0	28098.0	0.0	29636.0	112277886	0.0	0.0	12.3	0.0	12.5
chr9	12	15023275	29389	0.0	0.0	27987.0	0.0	29389.0	15022775	0.0	0.0	12.3	0.0	12.5
chr6	7	67295362	29258	0.0	0.0	27924.0	0.0	29258.0	67294862	0.0	0.0	12.3	0.0	12.5
chr3	4	103387760	1025	1348.0	4914.0	1245.0	13946.0	1025.0	103383400	217.3	79.7	219.4	41.6	240.3
chr1	1	184060915	28852	0.0	0.0	28852.0	0.0	30613.0	184060415	0.0	0.0	10.9	0.0	10.8
chr9	12	7914920	28583	28583.0	0.0	0.0	0.0	28673.0	7914420	13.6	0.0	0.0	0.0	13.3
chr6	7	83274557	28519	28519.0	0.0	0.0	0.0	28564.0	83273881	13.6	0.0	0.0	0.0	13.3
chr1	1	177666911	28386	28386.0	0.0	0.0	0.0	28386.0	177666411	13.6	0.0	0.0	0.0	13.3
chr1	1	171924819	28385	28385.0	0.0	0.0	0.0	28383.0	171924319	13.6	0.0	0.0	0.0	13.3
chr14	11	122042545	25744	25744.0	0.0	0.0	0.0	26094.0	122042045	17.9	0.0	0.0	0.0	17.5
chr1	1	87650783	23324	23324.0	0.0	0.0	0.0	23679.0	87650131	22.2	0.0	0.0	0.0	21.7
chr8	10	72268917	19501	21492.0	21164.0	19501.0	0.0	21051.0	72268127	27.2	19.2	31.0	0.0	28.4
chr5	6	107064763	26304	26304.0	0.0	31534.0	0.0	30058.0	107064053	16.7	0.0	8.21	0.0	11.7
chr15	16	64187246	5951	13649.0	0.0	15144.0	0.0	5951.0	64185334	56.8	0.0	48.4	0.0	108.5
chr2	2	128154224	4671	4671.0	0.0	6038.0	0.0	12526.0	128152064	124.1	0.0	107.2	0.0	60.9
chr17	18	47487235	19758	33145.0	0.0	22590.0	0.0	19758.0	47486267	9.26	0.0	22.4	0.0	32.5
chr6	7	136746421	24546	0.0	0.0	23716.0	0.0	24546.0	136745921	0.0	0.0	19.6	0.0	20.0
chr1	1	82807970	17297	0.0	0.0	17207.0	0.0	17297.0	82807002	0.0	0.0	39.2	0.0	40.0
chr10	9	117119639	24647	0.0	0.0	23760.0	0.0	24647.0	117119005	0.0	0.0	19.6	0.0	20.0
chr14	11	74878493	28219	28708.0	0.0	0.0	0.0	28219.0	74877993	13.6	0.0	0.0	0.0	14.2
chr1	1	82895004	25053	0.0	0.0	25053.0	0.0	26222.0	82894366	0.0	0.0	16.9	0.0	16.7
chr15	16	81562821	20021	0.0	0.0	19550.0	0.0	20021.0	81562063	0.0	0.0	31.0	0.0	31.7
chr7	8	141073353	13861	13861.0	15382.0	14235.0	0.0	15715.0	141071693	55.6	31.7	52.5	0.0	46.7
chr5	6	122132838	3672	4189.0	0.0	4225.0	11609.0	3672.0	122131018	131.5	0.0	128.2	50.3	136.8
chr16	17	30236320	24781	25079.0	0.0	0.0	0.0	24781.0	30235820	19.1	0.0	0.0	0.0	20.0
chr3	4	61410239	14674	0.0	0.0	14777.0	0.0	14674.0	61409429	0.0	0.0	49.7	0.0	50.9
chr3	4	135565501	27046	27046.0	0.0	0.0	0.0	27316.0	135564737	15.4	0.0	0.0	0.0	15.0
chr9	12	116334926	27199	27199.0	0.0	0.0	0.0	27549.0	116334286	15.4	0.0	0.0	0.0	15.0
chr5	6	142723905	25839	26310.0	0.0	0.0	0.0	25839.0	142723405	16.7	0.0	0.0	0.0	17.5
chr3	4	106004361	30573	30573.0	0.0	0.0	0.0	30660.0	106003861	11.1	0.0	0.0	0.0	10.8
chr4	5	135164219	30617	30617.0	0.0	0.0	0.0	30687.0	135163719	11.1	0.0	0.0	0.0	10.8
chr6	7	136528730	30693	30693.0	0.0	0.0	0.0	30743.0	136528230	11.1	0.0	0.0	0.0	10.8
chr7	8	116195832	30163	0.0	0.0	28649.0	0.0	30163.0	116195332	0.0	0.0	11.4	0.0	11.7
chr15	16	95757745	30453	0.0	0.0	28771.0	0.0	30453.0	95757245	0.0	0.0	11.4	0.0	11.7
chr1	1	171114908	11539	13277.0	0.0	11539.0	22079.0	12511.0	171113748	58.0	0.0	66.1	20.2	60.9
chr19	21	37233879	27822	0.0	0.0	26524.0	0.0	27822.0	37233379	0.0	0.0	14.6	0.0	15.0
chr12	15	85394497	27655	0.0	0.0	26452.0	0.0	27655.0	85393997	0.0	0.0	14.6	0.0	15.0
chr9	12	108832998	13792	18610.0	0.0	15650.0	28777.0	13792.0	108831518	36.4	0.0	46.1	11.6	55.1
chr2	2	105672699	32724	0.0	0.0	32726.0	0.0	32724.0	105672199	0.0	0.0	7.3	0.0	7.51
chr13	14	21200757	8086	8260.0	14006.0	8086.0	31196.0	10012.0	21198661	89.5	35.6	89.9	9.82	75.9
chr7	8	63923141	1198	2228.0	14738.0	2527.0	17175.0	1198.0	63918205	174.1	33.4	161.9	31.8	223.6
chr14	11	72829922	23172	23548.0	0.0	0.0	0.0	23172.0	72829422	22.2	0.0	0.0	0.0	23.4
chr16	17	64800874	30476	30974.0	0.0	0.0	0.0	30476.0	64800374	11.1	0.0	0.0	0.0	11.7
chr6	7	136466752	30119	30691.0	0.0	0.0	0.0	30119.0	136466252	11.1	0.0	0.0	0.0	11.7
chr13	14	35760936	30374	30887.0	0.0	0.0	0.0	30374.0	35760436	11.1	0.0	0.0	0.0	11.7
chrX	3	13462282	17669	19597.0	18555.0	17669.0	0.0	18998.0	13460934	33.3	24.3	37.9	0.0	35.0
chr4	5	89516578	24569	24569.0	0.0	29278.0	0.0	28487.0	89515952	19.8	0.0	10.5	0.0	13.3
chr2	2	26753580	14653	14653.0	15081.0	17324.0	0.0	14659.0	26752510	51.9	32.2	38.8	0.0	50.9
chr2	2	170402202	14107	14944.0	0.0	0.0	0.0	14107.0	170401078	50.6	0.0	0.0	0.0	53.4
chr2	2	5704635	24036	24513.0	0.0	0.0	0.0	24036.0	5703955	19.8	0.0	0.0	0.0	20.9
chr3	4	37275248	24073	24544.0	0.0	0.0	0.0	24073.0	37274748	19.8	0.0	0.0	0.0	20.9
chr6	7	28589052	24609	24609.0	0.0	0.0	0.0	24965.0	28588408	19.8	0.0	0.0	0.0	19.2
chr4	5	88003743	24567	24567.0	0.0	0.0	0.0	24929.0	88003243	19.8	0.0	0.0	0.0	19.2
chr2	2	135659039	21910	26592.0	28932.0	23203.0	0.0	21910.0	135658265	16.1	9.61	20.5	0.0	25.9
