id	chr_name	start	end	chromosome_id	tag_count_100um_k99a	id_100um_k99a	tag_count_no_peptide	id_no_peptide	tag_count_10um_k99a	id_10um_k99a	tag_count_0_1um_pcc	id_0_1um_pcc	tag_count_10um_pcc	id_10um_pcc
2324	chr16	95702917	95706059	17	114.8	2324	142.7	3345.0	147.8	3130.0	149.4	3211.0	132.9	2197.0
2327	chr2	93848534	93850930	2	114.2	2327	172.7	2131.0	171.1	2249.0	129.0	4345.0	121.9	2662.0
2330	chr7	24608663	24612753	8	114.2	2330	156.0	2728.0	167.9	2352.0	145.7	3349.0	91.8	4871.0
2332	chr7	118127400	118131046	8	114.2	2332	156.0	2732.0	177.5	2046.0	174.1	2230.0	129.4	2328.0
2333	chr8	126593985	126596669	10	114.2	2333	188.6	1771.0	185.7	1845.0	155.6	2905.0	75.7	6862.0
2334	chr9	106786927	106789401	12	114.2	2334	173.5	2114.0	155.1	2802.0	161.8	2653.0	135.2	2107.0
2335	chr9	110655690	110658388	12	114.2	2335	154.4	2813.0	396.9	317.0	439.0	240.0	125.3	2490.0
2336	chr11	69394454	69397750	13	114.2	2336	164.4	2417.0	174.3	2144.0	162.4	2621.0	127.7	2399.0
2337	chr11	97050093	97052943	13	114.2	2337	196.9	1605.0	195.3	1665.0	170.4	2341.0	131.1	2273.0
2338	chr12	105008194	105010950	15	114.2	2338	171.0	2205.0	183.8	1885.0	186.5	1881.0	139.8	1958.0
2341	chr2	148671905	148674781	2	113.7	2341	153.5	2835.0	154.2	2830.0	166.1	2494.0	113.8	3104.0
2344	chr4	117913628	117916872	5	113.7	2344	155.2	2758.0	145.5	3236.0	156.8	2856.0	56.0	10340.0
2345	chr4	121014084	121016670	5	113.7	2345	137.7	3608.0	161.5	2549.0	126.6	4508.0	130.0	2300.0
2346	chr5	24423005	24425495	6	113.7	2346	301.2	636.0	267.3	790.0	180.3	2038.0	202.2	876.0
2348	chr5	100497421	100499973	6	113.7	2348	191.9	1692.0	206.7	1456.0	186.5	1874.0	128.8	2339.0
2349	chr7	97399037	97401801	8	113.7	2349	85.1	8604.0	96.7	7236.0	79.0	9661.0	69.3	7840.0
2351	chr9	20491394	20494160	12	113.7	2351	145.2	3221.0	151.5	2964.0	170.4	2339.0	116.7	2949.0
2353	chr10	127519497	127522633	9	113.7	2353	88.4	8196.0	143.2	3367.0	166.1	2502.0	90.7	5003.0
2354	chr11	6273587	6275565	13	113.7	2354	121.0	4759.0	164.7	2434.0	145.7	3355.0	111.5	3278.0
2355	chr11	102696680	102698834	13	113.7	2355	164.4	2420.0	126.4	4368.0	164.9	2543.0	119.0	2824.0
2356	chr12	11266760	11269936	15	113.7	2356	102.6	6520.0	155.6	2780.0	150.0	3171.0	117.8	2891.0
2357	chr12	64964057	64965345	15	113.7	2357	589.9	111.0	161.9	2535.0	153.7	3000.0	132.9	2192.0
2359	chr17	21488755	21492029	18	113.7	2359	151.0	2958.0	169.7	2302.0	170.4	2346.0	132.3	2229.0
2360	chr17	27564117	27566997	18	113.7	2360	160.2	2580.0	161.9	2542.0	170.4	2347.0	106.3	3611.0
2361	chr17	35162276	35164302	18	113.7	2361	151.8	2922.0	184.8	1869.0	193.3	1744.0	128.8	2359.0
2363	chr1	135817078	135820078	1	113.1	2363	65.9	11608.0	324.4	510.0	230.9	1155.0	141.5	1890.0
2365	chr2	84825973	84828059	2	113.1	2365	184.4	1848.0	170.2	2279.0	163.0	2589.0	124.2	2547.0
2366	chr2	113847307	113849779	2	113.1	2366	156.9	2688.0	145.1	3256.0	142.0	3557.0	109.8	3375.0
2367	chr2	130449219	130452225	2	113.1	2367	123.5	4531.0	82.6	9003.0	150.7	3126.0	61.8	9148.0
2368	chr2	153290199	153293191	2	113.1	2368	131.0	4013.0	147.8	3109.0	114.8	5417.0	128.8	2335.0
2372	chr4	156203782	156205774	5	113.1	2372	262.8	853.0	268.7	775.0	509.4	166.0	124.2	2550.0
2373	chr5	23435321	23438241	6	113.1	2373	198.6	1567.0	200.7	1555.0	155.0	2925.0	121.3	2698.0
2374	chr6	42264358	42267398	7	113.1	2374	145.2	3210.0	148.7	3082.0	129.7	4315.0	98.8	4211.0
2376	chr7	109519520	109522758	8	113.1	2376	137.7	3627.0	177.9	2034.0	139.5	3703.0	119.0	2816.0
2380	chr9	108489769	108492931	12	113.1	2380	146.0	3178.0	163.8	2464.0	95.1	7561.0	130.0	2309.0
2381	chr9	118505380	118508744	12	113.1	2381	111.8	5591.0	145.1	3273.0	150.7	3141.0	120.7	2732.0
2382	chr10	4611211	4613231	9	113.1	2382	144.3	3263.0	141.9	3431.0	109.3	5981.0	108.0	3475.0
2384	chr11	88203524	88206062	13	113.1	2384	161.0	2550.0	163.3	2488.0	152.5	3058.0	143.3	1842.0
2385	chr17	27557517	27560241	18	113.1	2385	111.0	5707.0	138.7	3618.0	212.4	1428.0	172.1	1250.0
2386	chr19	4153525	4156631	21	113.1	2386	221.9	1227.0	206.7	1463.0	180.3	2051.0	135.2	2116.0
2387	chr19	45073974	45076302	21	113.1	2387	172.7	2156.0	190.7	1745.0	190.2	1801.0	120.7	2744.0
2393	chr3	152191297	152194065	4	112.5	2393	156.0	2723.0	157.4	2704.0	153.7	2978.0	121.9	2665.0
2394	chr4	107313140	107315552	5	112.5	2394	169.4	2236.0	145.5	3235.0	153.1	3018.0	129.4	2327.0
2396	chr7	81523295	81525729	8	112.5	2396	116.0	5182.0	141.9	3426.0	143.9	3455.0	96.5	4443.0
2397	chr8	22704677	22708009	10	112.5	2397	151.8	2910.0	161.0	2568.0	158.7	2780.0	119.0	2818.0
2398	chr8	105297794	105300234	10	112.5	2398	148.5	3051.0	153.7	2863.0	195.1	1704.0	84.3	5711.0
2399	chr9	38717529	38719513	12	112.5	2399	146.8	3133.0	125.0	4478.0	132.8	4107.0	115.0	3048.0
2400	chr11	53856836	53859118	13	112.5	2400	155.2	2782.0	139.6	3555.0	147.0	3294.0	104.6	3719.0
2402	chr11	70219939	70222285	13	112.5	2402	178.5	1991.0	177.5	2048.0	153.1	3031.0	134.6	2134.0
2403	chr12	98733724	98735610	15	112.5	2403	162.7	2485.0	159.2	2638.0	159.3	2762.0	115.5	3029.0
2404	chr13	12394317	12396765	14	112.5	2404	122.6	4644.0	144.6	3293.0	156.8	2868.0	119.6	2791.0
2409	chr19	47136284	47139280	21	112.5	2409	159.4	2617.0	153.7	2880.0	151.3	3123.0	105.7	3649.0
2410	chr2	29826299	29828815	2	112.0	2410	162.7	2466.0	168.8	2317.0	155.6	2893.0	116.7	2930.0
2411	chr2	154612685	154616265	2	112.0	2411	158.5	2621.0	139.1	3568.0	32.7	19625.0	69.3	7810.0
2413	chr4	116554866	116557008	5	112.0	2413	238.6	1041.0	288.8	666.0	152.5	3046.0	131.7	2238.0
2414	chr4	132350941	132353745	5	112.0	2414	125.1	4405.0	168.8	2320.0	137.7	3798.0	139.8	1945.0
2417	chr5	31093958	31096046	6	112.0	2417	166.9	2310.0	177.0	2059.0	170.4	2334.0	149.6	1668.0
2418	chr6	54970813	54973921	7	112.0	2418	151.0	2934.0	146.4	3184.0	131.5	4191.0	112.1	3221.0
2419	chr6	149186946	149188996	7	112.0	2419	177.7	2008.0	164.2	2441.0	164.2	2557.0	98.2	4274.0
2422	chr7	84686712	84689788	8	112.0	2422	174.4	2096.0	125.5	4442.0	166.7	2481.0	140.9	1916.0
2423	chr7	127992411	127995033	8	112.0	2423	146.8	3131.0	143.7	3341.0	131.5	4195.0	99.9	4109.0
2424	chr9	21368896	21371572	12	112.0	2424	143.5	3290.0	120.0	4850.0	142.6	3532.0	119.0	2819.0
2425	chr9	50774352	50777256	12	112.0	2425	122.6	4625.0	112.2	5582.0	95.1	7557.0	75.1	6948.0
2426	chr9	53246362	53249116	12	112.0	2426	109.3	5836.0	117.7	5029.0	121.6	4888.0	135.7	2092.0
2430	chr10	80405632	80407996	9	112.0	2430	145.2	3223.0	141.0	3476.0	177.2	2143.0	141.5	1904.0
2431	chr11	48800878	48803020	13	112.0	2431	236.1	1072.0	228.6	1142.0	259.9	880.0	156.5	1522.0
2434	chr12	76404198	76406620	15	112.0	2434	217.8	1281.0	240.9	1018.0	226.6	1231.0	125.3	2496.0
2437	chr16	3884867	3887679	17	112.0	2437	151.0	2955.0	163.3	2492.0	149.4	3209.0	76.2	6803.0
2438	chr17	31295228	31298182	18	112.0	2438	171.9	2185.0	201.2	1553.0	185.2	1912.0	136.9	2057.0
2439	chr17	32035889	32038521	18	112.0	2439	131.8	4003.0	145.1	3282.0	180.3	2048.0	80.3	6250.0
2442	chr19	3911612	3914424	21	112.0	2442	120.1	4853.0	128.2	4242.0	130.3	4296.0	104.0	3795.0
2443	chrX	35889459	35894427	3	112.0	2443	117.6	5076.0	123.2	4613.0	119.2	5120.0	101.7	3992.0
2444	chr1	170866204	170868964	1	111.4	2444	171.0	2189.0	175.2	2107.0	194.5	1714.0	163.5	1382.0
2446	chr5	38478034	38480984	6	111.4	2446	161.9	2502.0	120.9	4771.0	139.5	3700.0	86.6	5432.0
2447	chr5	115131730	115134470	6	111.4	2447	137.7	3614.0	129.6	4130.0	130.3	4266.0	109.8	3382.0
2448	chr5	139370574	139373616	6	111.4	2448	123.5	4543.0	204.8	1492.0	165.5	2517.0	126.5	2431.0
2449	chr7	35394984	35397912	8	111.4	2449	132.7	3922.0	161.5	2550.0	176.0	2179.0	116.1	2982.0
2450	chr9	21425394	21426950	12	111.4	2450	186.1	1821.0	205.7	1477.0	259.9	878.0	102.2	3922.0
2452	chr11	83191154	83193392	13	111.4	2452	180.2	1939.0	139.1	3577.0	177.8	2126.0	123.6	2598.0
2454	chr12	116047680	116050080	15	111.4	2454	172.7	2147.0	124.5	4521.0	133.4	4061.0	114.4	3093.0
2456	chr13	69610449	69614039	14	111.4	2456	140.2	3493.0	148.7	3089.0	163.6	2584.0	115.0	3058.0
2457	chr14	66297682	66299776	11	111.4	2457	176.0	2063.0	143.7	3351.0	183.4	1963.0	124.8	2535.0
2459	chr17	8310817	8313941	18	111.4	2459	122.6	4651.0	156.5	2757.0	107.4	6175.0	97.0	4416.0
2460	chr17	26506265	26508273	18	111.4	2460	146.0	3196.0	139.1	3587.0	126.6	4539.0	115.5	3034.0
2461	chr17	33823014	33826186	18	111.4	2461	136.0	3747.0	150.5	3007.0	158.7	2790.0	138.1	2019.0
2464	chr19	7056623	7059129	21	111.4	2464	138.5	3592.0	151.9	2950.0	162.4	2633.0	105.7	3646.0
2465	chr19	34191824	34195136	21	111.4	2465	188.6	1781.0	210.3	1389.0	167.3	2471.0	124.2	2577.0
2466	chr1	92933561	92936239	1	110.8	2466	122.6	4594.0	126.4	4336.0	153.1	3008.0	120.7	2720.0
2467	chr2	25263056	25266630	2	110.8	2467	30.0	20374.0	115.0	5301.0	129.0	4343.0	78.6	6422.0
2468	chr2	119896256	119898950	2	110.8	2468	160.2	2565.0	179.3	1991.0	178.4	2099.0	116.7	2932.0
2469	chr2	156176183	156179133	2	110.8	2469	138.5	3551.0	153.3	2882.0	164.9	2530.0	156.0	1528.0
2471	chr4	35155232	35157356	5	110.8	2471	187.7	1785.0	181.1	1943.0	176.0	2178.0	111.5	3260.0
2472	chr4	40720180	40721994	5	110.8	2472	126.8	4290.0	150.1	3014.0	126.6	4506.0	83.2	5856.0
2474	chr4	120973921	120975973	5	110.8	2474	236.9	1060.0	197.5	1607.0	158.1	2800.0	223.0	675.0
2476	chr5	135187509	135189899	6	110.8	2476	113.5	5421.0	137.3	3681.0	126.0	4561.0	131.7	2239.0
2477	chr5	137305034	137307642	6	110.8	2477	206.1	1448.0	206.7	1457.0	217.3	1349.0	166.9	1323.0
2478	chr10	22305577	22307927	9	110.8	2478	143.5	3294.0	152.4	2921.0	150.7	3142.0	101.7	3967.0
2481	chr12	36153110	36155904	15	110.8	2481	332.1	506.0	329.4	495.0	321.7	541.0	229.9	626.0
2486	chr14	55577343	55579867	11	110.8	2486	116.8	5126.0	141.4	3458.0	167.3	2464.0	120.1	2766.0
2487	chr14	67069899	67072507	11	110.8	2487	120.1	4845.0	140.1	3538.0	205.6	1523.0	193.5	952.0
2488	chr14	103069950	103072110	11	110.8	2488	136.0	3742.0	150.1	3022.0	158.7	2787.0	111.5	3286.0
2489	chr16	5254091	5256621	17	110.8	2489	167.7	2297.0	192.5	1707.0	164.2	2570.0	132.3	2227.0
2490	chr16	14316278	14318622	17	110.8	2490	155.2	2789.0	137.3	3700.0	142.0	3597.0	101.7	3984.0
2492	chr17	34195543	34197837	18	110.8	2492	575.7	123.0	857.6	28.0	1212.1	6.0	173.9	1217.0
2493	chrX	107088358	107094072	3	110.8	2493	181.0	1926.0	254.6	890.0	171.0	2325.0	54.9	10706.0
2494	chr1	161395125	161397403	1	110.3	2494	105.1	6227.0	124.5	4495.0	126.0	4545.0	122.5	2638.0
2497	chr2	6351442	6353638	2	110.3	2497	169.4	2232.0	171.1	2248.0	145.7	3337.0	112.6	3181.0
2498	chr2	11551772	11553588	2	110.3	2498	149.3	2996.0	179.3	1990.0	177.8	2114.0	151.3	1619.0
2499	chr2	25499950	25501780	2	110.3	2499	146.0	3152.0	129.6	4123.0	128.4	4384.0	99.4	4141.0
2502	chr2	180589080	180591578	2	110.3	2502	161.0	2536.0	93.1	7634.0	130.9	4222.0	73.9	7080.0
2503	chr3	106544400	106547298	4	110.3	2503	114.3	5323.0	125.9	4388.0	159.9	2727.0	150.8	1640.0
2505	chr4	133885699	133887605	5	110.3	2505	123.5	4539.0	167.9	2350.0	169.8	2358.0	110.3	3346.0
2507	chr5	150592810	150594400	6	110.3	2507	159.4	2594.0	157.4	2708.0	153.7	2981.0	117.8	2880.0
2509	chr7	27355032	27357870	8	110.3	2509	172.7	2140.0	203.5	1508.0	171.7	2298.0	127.1	2412.0
2510	chr7	27859585	27862129	8	110.3	2510	119.3	4877.0	154.2	2835.0	125.3	4601.0	124.8	2519.0
2511	chr7	101932625	101936333	8	110.3	2511	109.3	5821.0	136.9	3715.0	121.6	4883.0	123.0	2621.0
2513	chr8	11497073	11499439	10	110.3	2513	121.8	4687.0	130.5	4078.0	101.3	6815.0	89.0	5179.0
2515	chr8	116992168	116994380	10	110.3	2515	145.2	3219.0	131.4	4029.0	146.3	3321.0	113.8	3121.0
2517	chr9	108567763	108570007	12	110.3	2517	300.4	639.0	324.8	509.0	311.2	594.0	134.6	2128.0
2519	chr10	43579293	43581609	9	110.3	2519	153.5	2860.0	141.4	3452.0	155.0	2936.0	132.9	2188.0
2521	chr10	128546842	128549632	9	110.3	2521	205.2	1467.0	193.4	1688.0	188.3	1841.0	112.1	3229.0
2522	chr11	50289951	50291827	13	110.3	2522	116.8	5113.0	116.3	5186.0	128.4	4406.0	96.5	4452.0
2523	chr11	71018406	71021258	13	110.3	2523	60.1	12800.0	161.9	2533.0	198.2	1639.0	58.3	9897.0
2524	chr11	101626972	101629268	13	110.3	2524	159.4	2604.0	147.8	3126.0	146.3	3329.0	112.6	3205.0
2525	chr12	4593878	4596170	15	110.3	2525	155.2	2784.0	150.5	3004.0	164.9	2545.0	128.8	2349.0
2529	chr15	79029358	79032184	16	110.3	2529	173.5	2125.0	161.5	2557.0	162.4	2628.0	113.8	3135.0
2530	chr17	56931555	56935135	18	110.3	2530	93.4	7593.0	91.7	7872.0	152.5	3067.0	118.4	2863.0
2532	chr2	119287482	119289690	2	109.7	2532	132.7	3909.0	128.2	4221.0	142.6	3516.0	111.5	3253.0
2533	chr2	130176591	130178919	2	109.7	2533	131.8	3965.0	149.2	3055.0	157.4	2829.0	113.2	3145.0
2534	chr3	100487061	100488997	4	109.7	2534	295.4	662.0	140.5	3495.0	238.3	1071.0	94.7	4584.0
2536	chr4	132507027	132510239	5	109.7	2536	64.2	11936.0	121.3	4739.0	174.7	2208.0	167.5	1309.0
2537	chr5	33376955	33379505	6	109.7	2537	172.7	2136.0	178.8	2014.0	163.0	2592.0	98.8	4210.0
2538	chr5	86064167	86067357	6	109.7	2538	162.7	2473.0	160.6	2584.0	167.9	2425.0	160.6	1435.0
2539	chr7	128737649	128739631	8	109.7	2539	186.9	1811.0	214.4	1328.0	161.8	2648.0	170.4	1265.0
2540	chr8	72135864	72137900	10	109.7	2540	211.1	1373.0	151.9	2935.0	169.2	2387.0	158.9	1477.0
2542	chr9	95509439	95512633	12	109.7	2542	171.9	2172.0	169.7	2298.0	171.0	2317.0	76.2	6768.0
2543	chr9	108338546	108340896	12	109.7	2543	279.5	745.0	247.7	949.0	249.4	962.0	155.4	1543.0
2547	chr11	75532168	75534216	13	109.7	2547	374.6	388.0	351.7	420.0	259.9	881.0	72.8	7301.0
2548	chr11	76242756	76245012	13	109.7	2548	126.8	4314.0	151.9	2940.0	148.8	3223.0	122.5	2648.0
2549	chr11	97799909	97801763	13	109.7	2549	152.7	2883.0	205.3	1485.0	153.7	2995.0	131.1	2274.0
2550	chr11	116075941	116079961	13	109.7	2550	225.3	1182.0	200.7	1557.0	171.7	2305.0	105.1	3680.0
2552	chr12	80130579	80132791	15	109.7	2552	193.6	1668.0	189.3	1776.0	191.4	1777.0	158.9	1481.0
2553	chr12	113098749	113101747	15	109.7	2553	127.7	4260.0	94.4	7511.0	161.8	2660.0	121.3	2711.0
2554	chr15	102516035	102518123	16	109.7	2554	277.8	752.0	255.9	879.0	153.7	3004.0	111.5	3289.0
2557	chr17	47139779	47143601	18	109.7	2557	188.6	1778.0	184.3	1877.0	167.9	2442.0	132.9	2198.0
2560	chr1	138617165	138619137	1	109.2	2560	219.4	1255.0	232.2	1091.0	196.3	1669.0	152.5	1600.0
2561	chr1	172081356	172084518	1	109.2	2561	129.3	4098.0	161.0	2563.0	144.5	3401.0	106.9	3531.0
2563	chr3	59259267	59262385	4	109.2	2563	18.4	25317.0	83.0	8951.0	77.8	9838.0		
2564	chr3	89773710	89775564	4	109.2	2564	155.2	2756.0	147.8	3110.0	155.6	2896.0	119.6	2771.0
2565	chr4	44013099	44014911	5	109.2	2565	201.1	1529.0	247.7	947.0	296.4	658.0	118.4	2834.0
2566	chr4	115737935	115740051	5	109.2	2566	152.7	2874.0	147.8	3111.0	146.3	3309.0	112.6	3186.0
2567	chr4	126253015	126255371	5	109.2	2567	146.0	3161.0	130.0	4099.0	131.5	4185.0	120.7	2726.0
2568	chr5	88554665	88557051	6	109.2	2568	151.0	2931.0	108.1	5967.0	195.7	1686.0	105.7	3620.0
2569	chr5	139252648	139254084	6	109.2	2569	136.0	3714.0	137.8	3653.0	167.3	2450.0	153.1	1590.0
2571	chr7	30320980	30323976	8	109.2	2571	170.2	2219.0	153.3	2886.0	203.1	1550.0	140.9	1915.0
2572	chr7	81859220	81861314	8	109.2	2572	184.4	1853.0	161.9	2528.0	132.8	4102.0	102.2	3914.0
2573	chr7	127205830	127208058	8	109.2	2573	169.4	2238.0	188.9	1782.0	171.0	2314.0	124.2	2556.0
2574	chr7	140857607	140859161	8	109.2	2574	322.1	545.0	286.0	680.0	323.5	533.0	224.7	663.0
2575	chr8	84968535	84970611	10	109.2	2575	183.6	1871.0	146.0	3217.0	147.0	3289.0	123.0	2623.0
2576	chr9	44964388	44966936	12	109.2	2576	119.3	4885.0	135.5	3791.0	125.3	4606.0	104.0	3758.0
2578	chr10	57793760	57796094	9	109.2	2578	176.0	2056.0	168.3	2339.0	164.2	2565.0	108.0	3476.0
2579	chr11	70017042	70020012	13	109.2	2579	242.0	1011.0	245.4	975.0	259.3	886.0	176.2	1183.0
2581	chr12	84450027	84453005	15	109.2	2581	150.2	2983.0	158.3	2674.0	138.9	3752.0	118.4	2856.0
2583	chr15	100422875	100424795	16	109.2	2583	341.2	476.0	136.4	3751.0	209.9	1464.0	123.0	2632.0
2585	chr17	56289401	56291705	18	109.2	2585	204.4	1491.0	173.4	2183.0	155.6	2915.0	119.6	2797.0
2586	chr18	12128769	12131157	20	109.2	2586	174.4	2102.0	177.0	2066.0	240.8	1040.0	116.1	3005.0
2587	chr18	35772389	35775139	20	109.2	2587	149.3	3032.0	139.6	3563.0	142.6	3551.0	118.4	2865.0
2588	chr18	75001317	75004327	20	109.2	2588	60.1	12837.0	93.1	7682.0	109.9	5941.0	224.1	669.0
2592	chr2	167014252	167016728	2	108.6	2592	120.1	4797.0	140.1	3523.0	164.2	2551.0	127.7	2391.0
2593	chr3	90253780	90256426	4	108.6	2593	137.7	3603.0	140.5	3494.0	103.7	6517.0	115.0	3040.0
2594	chr5	34543687	34545797	6	108.6	2594	141.0	3414.0	115.4	5274.0	129.0	4350.0	102.2	3906.0
2596	chr7	30728031	30731103	8	108.6	2596	97.6	7062.0	138.7	3603.0	147.6	3261.0	113.8	3120.0
2597	chr7	78781771	78783943	8	108.6	2597	133.5	3875.0	120.9	4774.0	142.6	3528.0	114.4	3080.0
2598	chr7	143598621	143601109	8	108.6	2598	105.1	6258.0	147.8	3119.0	148.2	3244.0	134.6	2127.0
2599	chr8	23254865	23257197	10	108.6	2599	141.0	3427.0	75.3	10050.0	87.7	8451.0	85.5	5580.0
2600	chr8	33654127	33656801	10	108.6	2600	120.1	4825.0	180.7	1960.0	155.0	2929.0	122.5	2645.0
2601	chr8	83609014	83610590	10	108.6	2601	113.5	5433.0	149.6	3034.0	172.9	2272.0	102.2	3920.0
2602	chr8	106168724	106171512	10	108.6	2602	145.2	3218.0	135.5	3789.0	146.3	3319.0	75.7	6860.0
2606	chr11	120579340	120580942	13	108.6	2606	147.7	3100.0	144.2	3317.0	159.3	2760.0	139.2	1979.0
2607	chr12	108892626	108895208	15	108.6	2607	145.2	3227.0	138.7	3613.0	148.2	3248.0	84.3	5735.0
2610	chr16	18234305	18237121	17	108.6	2610	75.9	10038.0	163.8	2468.0	156.2	2887.0	101.1	4029.0
2611	chr17	45593916	45596636	18	108.6	2611	98.5	7018.0	97.2	7193.0	153.1	3039.0	162.3	1404.0
2612	chr17	84958623	84960993	18	108.6	2612	138.5	3588.0	148.7	3092.0	156.2	2889.0	112.1	3244.0
2613	chr18	34928829	34931469	20	108.6	2613	97.6	7107.0	76.2	9960.0	124.7	4664.0	118.4	2864.0
2614	chr19	11406493	11409481	21	108.6	2614	337.9	488.0	342.1	449.0	88.9	8343.0	94.2	4682.0
2616	chr2	94435101	94437283	2	108.0	2616	156.9	2687.0	132.8	3944.0	145.7	3339.0	123.6	2580.0
2617	chr2	167349540	167352320	2	108.0	2617	110.1	5730.0	107.7	5999.0	114.8	5419.0	84.3	5686.0
2619	chr3	89177713	89179481	4	108.0	2619	154.4	2803.0	131.8	3978.0	137.7	3795.0	143.3	1832.0
2620	chr3	108908202	108911146	4	108.0	2620	157.7	2657.0	163.3	2476.0	138.3	3767.0	88.4	5226.0
2621	chr4	155802264	155805228	5	108.0	2621	108.5	5914.0	146.4	3179.0	163.0	2591.0	136.3	2065.0
2622	chr5	3799765	3802353	6	108.0	2622	114.3	5334.0	155.1	2795.0	172.9	2266.0	118.4	2837.0
2623	chr5	114922277	114925237	6	108.0	2623	258.6	881.0	172.4	2207.0	172.9	2267.0	67.0	8214.0
2624	chr6	8510084	8512784	7	108.0	2624	164.4	2407.0	148.3	3101.0	154.4	2960.0	119.0	2812.0
2625	chr6	51544789	51547167	7	108.0	2625	165.2	2375.0	150.5	2996.0	154.4	2961.0	118.4	2839.0
2627	chr7	126796407	126798845	8	108.0	2627	270.3	805.0	206.2	1467.0	212.4	1422.0	128.2	2373.0
2628	chr8	86881572	86884562	10	108.0	2628	124.3	4491.0	132.3	3965.0	155.6	2903.0	85.5	5581.0
2629	chr9	56417964	56420510	12	108.0	2629	292.8	677.0	229.9	1120.0	216.7	1361.0	254.7	474.0
2631	chr11	54213632	54215732	13	108.0	2631	63.4	12129.0	82.6	9035.0	98.2	7173.0	84.3	5722.0
2632	chr11	90387020	90390512	13	108.0	2632	128.5	4182.0	122.7	4645.0	132.8	4115.0	114.4	3090.0
2633	chr11	103116384	103119280	13	108.0	2633	326.2	528.0	201.6	1542.0	205.0	1527.0	131.7	2251.0
2635	chr12	76255188	76256840	15	108.0	2635	179.4	1968.0	174.3	2147.0	171.7	2306.0	139.8	1956.0
2637	chr14	75455354	75457576	11	108.0	2637	164.4	2422.0	128.6	4211.0	155.0	2943.0	96.5	4462.0
2638	chr15	11396847	11399841	16	108.0	2638	114.3	5373.0	160.6	2598.0	145.1	3397.0	115.0	3060.0
2639	chr16	3975325	3977363	17	108.0	2639	221.1	1241.0	161.9	2541.0	193.3	1742.0	149.6	1684.0
2640	chr17	87283149	87285803	18	108.0	2640	236.1	1076.0	215.3	1316.0	195.7	1700.0	181.4	1107.0
2642	chrX	152233957	152236323	3	108.0	2642	176.0	2070.0	152.8	2910.0	130.9	4254.0	117.3	2927.0
2644	chr2	173017968	173021122	2	107.5	2644	841.0	38.0	762.3	47.0	821.2	38.0	571.3	48.0
2646	chr4	132308381	132310929	5	107.5	2646	147.7	3080.0	107.2	6047.0	144.5	3404.0	123.6	2585.0
2647	chr4	132841306	132843912	5	107.5	2647	141.8	3363.0	140.1	3524.0	122.9	4779.0	95.3	4531.0
2648	chr5	72203720	72205764	6	107.5	2648	236.9	1062.0	213.5	1342.0	214.3	1391.0	101.7	3962.0
2649	chr5	110513937	110517193	6	107.5	2649	136.0	3713.0	135.9	3763.0	116.1	5325.0	123.6	2587.0
2650	chr6	57580320	57583590	7	107.5	2650	201.1	1532.0	201.6	1539.0	211.8	1433.0	116.7	2939.0
2651	chr6	91684478	91688038	7	107.5	2651	197.7	1585.0	174.3	2138.0	196.3	1674.0	126.5	2432.0
2652	chr7	25393461	25396837	8	107.5	2652	129.3	4111.0	160.6	2587.0	169.2	2382.0	116.7	2942.0
2653	chr7	28824120	28826404	8	107.5	2653	131.0	4024.0	134.6	3845.0	137.1	3835.0	83.8	5786.0
2654	chr7	35053342	35055890	8	107.5	2654	76.8	9844.0	98.5	6990.0	103.7	6532.0	91.3	4929.0
2655	chr7	44986209	44988835	8	107.5	2655	134.3	3835.0	133.2	3929.0	111.8	5746.0	112.1	3223.0
2656	chr8	109706448	109708684	10	107.5	2656	25.0	22355.0	110.9	5712.0	100.6	6884.0	35.2	15971.0
2657	chr10	17721550	17723342	9	107.5	2657	146.8	3135.0	132.3	3966.0	161.2	2676.0	99.9	4116.0
2659	chr11	22855991	22858873	13	107.5	2659	206.1	1449.0	1217.1	6.0	1213.3	5.0	1045.5	5.0
2660	chr11	117265286	117268884	13	107.5	2660	166.0	2351.0	137.3	3697.0	72.2	10733.0	98.8	4234.0
2661	chr11	120188166	120190808	13	107.5	2661	150.2	2982.0	157.8	2690.0	156.8	2867.0	126.5	2438.0
2662	chr13	21715010	21718460	14	107.5	2662	146.8	3142.0	161.0	2572.0	92.6	7886.0	75.7	6884.0
2664	chr14	32783799	32786275	11	107.5	2664	120.1	4844.0	120.4	4825.0	119.8	5059.0	116.7	2963.0
2665	chr15	55904458	55907666	16	107.5	2665	161.0	2557.0	151.9	2944.0	140.2	3688.0	76.8	6700.0
2666	chr15	67176692	67178546	16	107.5	2666	554.8	136.0	506.4	153.0	526.1	156.0	369.1	183.0
2667	chr16	17529014	17531630	17	107.5	2667	124.3	4512.0	125.5	4455.0	131.5	4212.0	94.7	4622.0
2669	chr17	34024688	34027218	18	107.5	2669	137.7	3654.0	115.9	5252.0	134.6	3998.0	101.1	4034.0
2670	chr17	34122450	34124598	18	107.5	2670	123.5	4586.0	136.9	3723.0	144.5	3435.0	125.3	2503.0
2671	chr19	6083917	6086479	21	107.5	2671	126.8	4325.0	139.1	3589.0	140.8	3662.0	78.6	6489.0
2672	chr19	31082138	31085348	21	107.5	2672	114.3	5392.0	129.6	4150.0	111.8	5778.0	114.4	3100.0
2673	chr1	44118177	44119695	1	106.9	2673	205.2	1457.0	180.2	1962.0	170.4	2327.0	119.0	2800.0
