PeakID (cmd=annotatePeaks.pl /data/mm10/CD4/ChIP/H3K4me2/AND-CD4TCell-ChIP-H3K4me2-All-Conditions-KAA-14-10-20/regions.txt mm10 -size given -d AND-CD4TCell-ChIP-H3K4me2-0_1uM-PCC-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-100uM-K99A-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-10uM-K99A-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-10uM-PCC-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-No-Peptide-24h-Rep1-KAA-14-10-20)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	0.1uM PCC	100uM K99A	10uM K99A	10uM PCC	No Peptide
chr17-14446	chr17	56614317	56616427	+	83.3	19.02	exon (NM_028782, exon 15 of 18)	exon (NM_028782, exon 15 of 18)	1977	NM_018730	54217	Mm.11376	NM_018730	ENSMUSG00000057863	Rpl36	-	ribosomal protein L36	protein-coding	101.88	70.69	74.82	94.16	50.06
chr17-4693	chr17	24720786	24722900	+	83.3	25.4	TTS (NM_008503)	TTS (NM_008503)	1054	NR_002897	104366	Mm.157452	NR_002897	0	Snora64	MBI-29|Rnu64	small nucleolar RNA, H/ACA box 64	snoRNA	108.67	75.78	72.53	101.09	34.21
chr12-1154	chr12	70975654	70977018	+	83.1	17.647000000000002	intron (NM_011184, intron 1 of 10)	intron (NM_011184, intron 1 of 10)	1713	NM_011184	19167	Mm.296338	NM_011184	0	Psma3	Lmpc8	proteasome (prosome, macropain) subunit, alpha type 3	protein-coding	71.62	56.56	64.78	76.25	49.23
chr7-21670	chr7	122099759	122102315	+	83.0	20.323	intron (NM_028177, intron 1 of 4)	intron (NM_028177, intron 1 of 4)	811	NM_028177	70316	Mm.3014	NM_028177	0	Ndufab1	2210401F17Rik|2310039H15Rik|2610003B19Rik|8kDa|9130423F15Rik|ACP|CI-SDAP|SDAP	NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1	protein-coding	95.09	72.39	90.33	100.51	58.4
chr8-5950	chr8	121851418	121853904	+	81.9	21.656999999999996	Intergenic	Intergenic	-23092	NM_145605	234825	Mm.209329	NM_145605	ENSMUSG00000040263	Klhdc4	AA408426|AV352552|BC012312|G430025P05Rik	kelch domain containing 4	protein-coding	78.42	94.45	63.41	83.76	44.22
chr4-6057	chr4	32424726	32426976	+	80.9	15.217	intron (NM_001109661, intron 1 of 4)	intron (NM_001109661, intron 1 of 4)	8416	NM_001109661	12014	Mm.491223	NM_007521	ENSMUSG00000040270	Bach2	E030004N02Rik	BTB and CNC homology 2	protein-coding	107.44	75.22	70.25	99.93	55.07
chr5-10360	chr5	115559392	115561206	+	79.0	20.07	intron (NM_007475, intron 2 of 6)	intron (NM_007475, intron 2 of 6)	832	NM_007475	11837	Mm.5286	NM_007475	ENSMUSG00000067274	Rplp0	36B4|Arbp|L10E	ribosomal protein, large, P0	protein-coding	65.45	52.6	71.17	79.14	42.55
chr1-7090	chr1	171648010	171649962	+	78.5	18.767	5' UTR (NM_144539, exon 2 of 8)	5' UTR (NM_144539, exon 2 of 8)	4051	NM_144539	75345	Mm.164642	NM_144539	0	Slamf7	19A|19A24|4930560D03Rik|CRACC|CS1	SLAM family member 7	protein-coding	91.38	66.73	65.69	90.69	46.72
chr1-14526	chr1	179801063	179802797	+	78.1	28.27	intron (NM_026375, intron 1 of 35)	A-rich|Low_complexity|Low_complexity	2085	NM_026375	226747	Mm.128165	NM_026375	ENSMUSG00000026491	Ahctf1	6230412P20Rik|AV011447|Elys	AT hook containing transcription factor 1	protein-coding	78.42	69.56	76.18	76.25	45.05
chr16-3549	chr16	49770201	49772735	+	77.8	14.32	Intergenic	Intergenic	72174	NM_028680	73916	Mm.241276	NM_028680	ENSMUSG00000032965	Ift57	4833420A15Rik|Esrrbl1|Hippi|MHS4R2	intraflagellar transport 57	protein-coding	72.86	84.83	67.97	90.69	49.23
chr10-5489	chr10	80751301	80753181	+	77.0	49.997	Intergenic	ZP3AR|Satellite|Satellite	-2965	NM_199322	208266	Mm.152371	NM_199322	ENSMUSG00000061589	Dot1l	A630076O07|AW907654|Dot1|KMT4|mDot1	DOT1-like, histone H3 methyltransferase (S. cerevisiae)	protein-coding	101.88	76.91	78.92	98.78	42.55
chr17-1597	chr17	56325817	56327905	+	76.3	10.93	intron (NM_172132, intron 1 of 22)	intron (NM_172132, intron 1 of 22)	811	NM_172132	193796	Mm.45047	NM_172132	ENSMUSG00000024201	Kdm4b	4732474L06Rik|Jmjd2b|mKIAA0876	lysine (K)-specific demethylase 4B	protein-coding	67.92	47.51	59.31	62.96	37.54
chr2-13760	chr2	181363285	181364569	+	75.6	18.26	intron (NM_029702, intron 4 of 7)	intron (NM_029702, intron 4 of 7)	-1004	NM_144894	229007	Mm.87720	NM_144894	ENSMUSG00000027582	Zgpat	1500006I01Rik|BC021513	zinc finger, CCCH-type with G patch domain	protein-coding	64.21	37.89	49.73	49.1	21.69
chr11-7548	chr11	3203012	3205250	+	75.6	23.767	intron (NM_001166547, intron 2 of 18)	intron (NM_001166547, intron 2 of 18)	1112	NM_001166549	74203	Mm.255649	NM_023743	ENSMUSG00000020454	Eif4enif1	2610509L04Rik|A930019J01Rik|AA410001|AU021239|Clast4|D11Ertd166e	eukaryotic translation initiation factor 4E nuclear import factor 1	protein-coding	104.35	61.08	73.9	79.71	51.73
chr5-9407	chr5	93136408	93138292	+	75.0	15.6	intron (NM_001009818, intron 1 of 9)	intron (NM_001009818, intron 1 of 9)	43893	NM_001009818	52398	Mm.394184	NM_001009818	ENSMUSG00000058013	Sept11	6230410I01Rik|AW548875|D5Ertd606e	septin 11	protein-coding	69.77	65.6	58.85	66.43	39.21
chr19-1240	chr19	36555236	36557378	+	74.6	16.007	intron (NM_172637, intron 1 of 20)	intron (NM_172637, intron 1 of 20)	1668	NM_001163471	226098	Mm.61107	NM_172637	ENSMUSG00000041180	Hectd2	4921524L07|A630025O09Rik|AW212605	HECT domain containing 2	protein-coding	71.01	59.38	67.06	83.18	36.71
chr7-18027	chr7	44983742	44986016	+	74.5	14.732999999999999	intron (NR_045521, intron 1 of 11)	intron (NR_045521, intron 1 of 11)	1541	NM_001252476	15469	Mm.27545	NM_019830	ENSMUSG00000052429	Prmt1	6720434D09Rik|AW214366|Hrmt1l2|Mrmt1	protein arginine N-methyltransferase 1	protein-coding	93.24	64.47	75.27	83.76	49.23
chr4-4581	chr4	40971835	40974565	+	72.6	6.14	intron (NM_001290448, intron 1 of 15)	intron (NM_001290448, intron 1 of 15)	2257	NM_023739	74164	Mm.247456	NM_023739	ENSMUSG00000028423	Nfx1	1300017N15Rik|3000003M19Rik|NFX.1|TEG-42|Tex42	nuclear transcription factor, X-box binding 1	protein-coding	78.42	55.99	52.92	78.56	44.22
chr19-7144	chr19	6296361	6299165	+	72.6	23.07	intron (NM_010119, intron 4 of 4)	intron (NM_010119, intron 4 of 4)	-8694	NM_001033342	240505	Mm.329622	NM_001033342	ENSMUSG00000024769	Cdc42bpg	BC046418|MRCKgamma	CDC42 binding protein kinase gamma (DMPK-like)	protein-coding	89.53	71.26	65.24	87.8	41.72
chr5-26198	chr5	134175611	134177239	+	72.6	23.467	exon (NM_033572, exon 1 of 11)	exon (NM_033572, exon 1 of 11)	342	NM_033572	94254	Mm.29508	NM_033572	ENSMUSG00000061979	Wbscr16	5730496C04Rik|AU019812	Williams-Beuren syndrome chromosome region 16 homolog (human)	protein-coding	67.3	57.12	58.39	69.32	45.05
chr13-10306	chr13	43778225	43780815	+	70.9	7.983	Intergenic	L1_Mus3|LINE|L1	-5592	NM_001289915	12522	Mm.57175	NM_009856	ENSMUSG00000015396	Cd83	-	CD83 antigen	protein-coding	69.15	58.25	67.97	68.74	26.7
chr11-7817	chr11	88550369	88551941	+	70.5	41.153	intron (NM_054043, intron 6 of 13)	intron (NM_054043, intron 6 of 13)	167074	NM_054043	76626	Mm.400451	NM_054043	ENSMUSG00000069769	Msi2	1700105C15Rik|AI451722|AI563628|AW489193|Msi2h	musashi RNA-binding protein 2	protein-coding	88.3	61.08	64.32	83.18	45.89
chr2-1574	chr2	28514034	28515358	+	70.3	26.24	intron (NM_009058, intron 1 of 17)	intron (NM_009058, intron 1 of 17)	1529	NM_009058	19730	Mm.5236	NM_009058	ENSMUSG00000026821	Ralgds	Gnds|Rgds|mKIAA1308	ral guanine nucleotide dissociation stimulator	protein-coding	41.37	40.15	34.67	46.79	27.53
chr19-13478	chr19	45078741	45081075	+	69.6	52.653	TTS (NM_178929)	TTS (NM_178929)	3769	NM_178929	107250	Mm.24417	NM_178929	ENSMUSG00000025213	Kazald1	AI842353|Bono1|IGFBP-rP10	Kazal-type serine peptidase inhibitor domain 1	protein-coding	81.5	45.81	75.73	72.78	47.56
chr8-6140	chr8	57575532	57577166	+	68.5	33.54	intron (NM_001167981, intron 2 of 11)	Tigger9a|DNA|TcMar-Tigger	64506	NM_008252	97165	Mm.276881	NM_008252	ENSMUSG00000054717	Hmgb2	C80539|HMG-2|Hmg2	high mobility group box 2	protein-coding	90.15	70.13	72.08	75.09	40.05
chr12-16149	chr12	110694294	110696086	+	66.7	30.747	exon (NM_010480, exon 3 of 11)	exon (NM_010480, exon 3 of 11)	1205	NM_010480	15519	Mm.1843	NM_010480	ENSMUSG00000021270	Hsp90aa1	86kDa|89kDa|AL024080|AL024147|Hsp86-1|Hsp89|Hsp90|Hspca|hsp4	heat shock protein 90, alpha (cytosolic), class A member 1	protein-coding	75.95	54.29	73.9	73.36	44.22
chr12-13888	chr12	28633509	28635077	+	66.0	23.837	exon (NM_011300, exon 4 of 7)	exon (NM_011300, exon 4 of 7)	1660	NM_011300	20115	Mm.279839	NM_011300	ENSMUSG00000061477	Rps7	Mtu|Rps7A|S7	ribosomal protein S7	protein-coding	80.89	71.26	52.92	76.83	34.21
chr15-5693	chr15	98568329	98569723	+	65.8	28.456999999999997	non-coding (NR_028442, exon 2 of 2)	non-coding (NR_028442, exon 2 of 2)	-1390	NM_009833	12455	Mm.29941	NM_009833	ENSMUSG00000011960	Ccnt1	2810478G24Rik|AI115585|CycT1	cyclin T1	protein-coding	61.75	42.98	68.43	56.61	35.88
chr5-13598	chr5	100915104	100917554	+	65.2	23.763	Intergenic	Intergenic	70100	NM_172715	231510	Mm.271911	NM_172715	ENSMUSG00000029314	Agpat9	1-AGPAT|1-AGPAT 9|4933407I02Rik|4933408F15|9|A230097K15Rik|GPAT-3|mGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 9	protein-coding	77.8	61.65	65.24	76.83	50.89
chr16-9530	chr16	49936693	49939109	+	64.9	14.003	Intergenic	Intergenic	-42559	NR_045001	628951	Mm.428032	NR_045001	0	Gm6936	-	predicted gene 6936	ncRNA	77.8	60.51	64.78	75.09	42.55
chr1-19534	chr1	16102023	16103705	+	64.8	17.067	intron (NM_011291, intron 3 of 6)	intron (NM_011291, intron 3 of 6)	1569	NM_011291	19989	Mm.319659	NM_011291	ENSMUSG00000043716	Rpl7	Rpl7a|Surf-3	ribosomal protein L7	protein-coding	79.03	55.99	45.62	67.01	36.71
chr2-16372	chr2	122665207	122667035	+	64.5	23.987	Intergenic	MER63B|DNA|hAT-Blackjack	25318	NR_030547	387165	0	NR_030547	miRBase:MI0005482	Mir147	Mirn147|mmu-mir-147	microRNA 147	ncRNA	71.62	62.78	67.52	75.67	25.86
chr15-4688	chr15	102471571	102473139	+	64.2	22.793000000000003	intron (NM_001174073, intron 1 of 12)	intron (NM_001174073, intron 1 of 12)	1723	NM_001174073	18521	Mm.236513	NM_011042	ENSMUSG00000056851	Pcbp2	AW412548|Hnrpx|alphaCP-2	poly(rC) binding protein 2	protein-coding	65.45	43.55	61.13	61.23	40.05
chr12-17998	chr12	3283269	3285931	+	64.0	14.67	intron (NM_016676, intron 1 of 5)	B3A|SINE|B2	25369	NM_016676	19325	Mm.378993	NM_016676	ENSMUSG00000020671	Rab10	AW107754	RAB10, member RAS oncogene family	protein-coding	71.01	56.56	63.87	77.4	48.39
chr16-11719	chr16	36925816	36928598	+	63.2	8.157	intron (NM_030035, intron 17 of 21)	intron (NM_030035, intron 17 of 21)	-7776	NM_008225	15163	Mm.4091	NM_008225	ENSMUSG00000022831	Hcls1	AW213261|HS1	hematopoietic cell specific Lyn substrate 1	protein-coding	64.83	80.87	70.71	52.57	31.7
chr4-40671	chr4	148901432	148903690	+	61.5	13.6	intron (NM_027195, intron 4 of 15)	intron (NM_027195, intron 4 of 15)	98169	NM_027195	69743	Mm.233879	NM_027195	ENSMUSG00000028977	Casz1	2410019P08Rik|AV096627|BC040081|Cst|D4Ertd432e	castor zinc finger 1	protein-coding	69.77	59.38	61.59	73.36	28.37
chr3-9236	chr3	37173276	37174982	+	60.9	19.58	Intergenic	Intergenic	-48175	NM_008366	16183	Mm.14190	NM_008366	ENSMUSG00000027720	Il2	Il-2	interleukin 2	protein-coding	64.21	55.99	59.76	71.05	46.72
chr5-2148	chr5	45492988	45494720	+	60.6	14.33	intron (NM_024434, intron 1 of 12)	intron (NM_024434, intron 1 of 12)	480	NM_024434	66988	Mm.286830	NM_024434	ENSMUSG00000039682	Lap3	2410015L10Rik|AA410100|LAP-3|Lap|Lapep|Pep-7|Pep-S|Pep7|Peps	leucine aminopeptidase 3	protein-coding	63.6	52.03	53.37	65.27	36.71
chr5-19675	chr5	107281924	107283922	+	60.5	17.827	intron (NM_011578, intron 1 of 16)	intron (NM_011578, intron 1 of 16)	6672	NM_011578	21814	Mm.200775	NM_011578	ENSMUSG00000029287	Tgfbr3	1110036H20Rik|AU015626|AW215636|TBRIII	transforming growth factor, beta receptor III	protein-coding	80.89	59.38	37.86	82.6	45.89
chr2-16183	chr2	117328043	117329487	+	60.5	24.42	intron (NM_011246, intron 2 of 16)	intron (NM_011246, intron 2 of 16)	14112	NM_011246	19419	Mm.42150	NM_011246	ENSMUSG00000027347	Rasgrp1	Rasgrp	RAS guanyl releasing protein 1	protein-coding	67.3	53.73	59.76	71.63	41.72
chr8-11977	chr8	120698576	120700518	+	59.8	13.253	Intergenic	B1_Mus1|SINE|Alu	31227	NM_001293559	12857	Mm.386758	NM_009941	ENSMUSG00000031818	Cox4i1	AL024441|COX|COX IV-1|COXIV|Cox4|Cox4a|IV-1	cytochrome c oxidase subunit IV isoform 1	protein-coding	65.45	54.86	51.09	75.67	37.54
chr4-18896	chr4	155990709	155992119	+	59.7	29.91	3' UTR (NM_080445, exon 1 of 1)	3' UTR (NM_080445, exon 1 of 1)	1264	NM_080445	117592	Mm.440185	NM_080445	ENSMUSG00000050796	B3galt6	BB129894|GalTII	UDP-Gal:betaGal beta 1,3-galactosyltransferase, polypeptide 6	protein-coding	72.24	55.42	59.31	64.7	37.54
chr1-9094	chr1	86357035	86358933	+	59.5	32.413000000000004	intron (NM_010880, intron 2 of 13)	(GGGA)n|Simple_repeat|Simple_repeat	1471	NM_010880	17975	Mm.154378	NM_010880	ENSMUSG00000026234	Ncl	B530004O11Rik|C23|D0Nds28|D1Nds28|Nucl	nucleolin	protein-coding	71.62	45.81	62.04	65.27	27.53
chr1-6180	chr1	180392601	180394147	+	59.0	13.583	intron (NM_001081175, intron 2 of 7)	intron (NM_001081175, intron 2 of 7)	-62825	NR_003623	277333	Mm.389223	NM_199472	0	Gm5069	EG277333	glyceraldehyde-3-phosphate dehydrogenase pseudogene	pseudo	79.03	60.51	48.36	82.03	44.22
chr9-3679	chr9	58275597	58276863	+	58.6	22.793000000000003	Intergenic	B1_Mm|SINE|Alu	23066	NM_026942	69106	Mm.216502	NM_026942	ENSMUSG00000032333	Stoml1	1810015E19Rik|AI847431|SLP1|STORP|UNC24|WPB72	stomatin-like 1	protein-coding	44.46	57.69	39.23	52.57	33.37
chr11-27271	chr11	117241707	117243515	+	58.5	15.847000000000001	intron (NM_001113486, intron 2 of 11)	B1F|SINE|Alu	-23635	NM_001113487	53860	Mm.38450	NM_017380	ENSMUSG00000059248	Sept9	MSF1|Msf|PNUTL4|Sint1	septin 9	protein-coding	76.56	67.87	55.66	68.74	44.22
chr15-6954	chr15	101240158	101241544	+	58.1	28.423000000000002	Intergenic	Intergenic	-15665	NR_045328	380977	Mm.399924	NR_045326	ENSMUSG00000097915	A330009N23Rik	-	RIKEN cDNA A330009N23 gene	ncRNA	62.36	42.42	49.73	57.76	28.37
chr4-13022	chr4	137873798	137875610	+	57.8	22.557	intron (NM_199307, intron 1 of 19)	intron (NM_199307, intron 1 of 19)	12467	NM_199307	230857	Mm.401062	NM_199307	ENSMUSG00000057530	Ece1	AW322500|ECE-1|ECE-1a|ECE-1b|ECE-1d	endothelin converting enzyme 1	protein-coding	59.89	58.82	53.83	60.65	36.71
chr5-4420	chr5	145232617	145234187	+	57.5	15.003	intron (NM_001083958, intron 1 of 4)	intron (NM_001083958, intron 1 of 4)	1643	NM_028298	72611	Mm.206555	NM_028298	ENSMUSG00000007812	Zfp655	2700038I16Rik|9030409O18Rik|mKIAA4222	zinc finger protein 655	protein-coding	60.51	38.46	40.6	57.19	27.53
chr2-11167	chr2	102912024	102914308	+	56.8	13.343	Intergenic	Intergenic	-11501	NM_001177786	12505	Mm.423621	NM_009851	ENSMUSG00000005087	Cd44	AU023126|AW121933|AW146109|HERMES|Ly-24|Pgp-1	CD44 antigen	protein-coding	51.25	61.08	52.01	76.83	48.39
chr17-6959	chr17	88066580	88067896	+	55.7	28.033	Intergenic	(T)n|Simple_repeat|Simple_repeat	-1953	NM_001081034	225055	Mm.386857	NM_001081034	ENSMUSG00000005371	Fbxo11	C80048|Jf	F-box protein 11	protein-coding	59.89	41.29	66.15	51.41	34.21
chr7-30495	chr7	127164195	127166755	+	55.6	7.8629999999999995	Intergenic	B1_Mur3|SINE|Alu	-27652	NM_001037810	20737	Mm.283714	NM_009259	ENSMUSG00000051457	Spn	A630014B01Rik|Cd43|Galgp|Ly-48|Ly48	sialophorin	protein-coding	64.21	45.24	51.55	68.74	39.21
chr6-1035	chr6	125010074	125010956	+	54.4	26.436999999999998	intron (NM_175557, intron 2 of 10)	intron (NM_175557, intron 2 of 10)	846	NM_175557	269800	Mm.108677	NM_175557	ENSMUSG00000038346	Zfp384	BB163993|C130073D16Rik|Ciz|NP|Nmp4	zinc finger protein 384	protein-coding	50.01	31.67	32.85	41.59	21.69
chr2-26652	chr2	27424016	27425928	+	53.7	20.883000000000003	intron (NM_009500, intron 1 of 27)	B1_Mus2|SINE|Alu	1853	NM_009500	22325	Mm.179011	NM_009500	ENSMUSG00000009621	Vav2	2810040F13Rik|AI847175	vav 2 oncogene	protein-coding	41.37	44.11	71.62	49.1	26.7
chr10-8084	chr10	93082644	93084324	+	52.9	27.973000000000003	Intergenic	Intergenic	-77392	NM_146239	237459	Mm.217404	NM_146239	ENSMUSG00000020015	Cdk17	6430598J10Rik|Pctk2	cyclin-dependent kinase 17	protein-coding	51.25	53.73	49.73	63.54	33.37
chr10-1638	chr10	111473968	111475192	+	52.5	24.01	intron (NM_015781, intron 1 of 15)	intron (NM_015781, intron 1 of 15)	1388	NM_015781	53605	Mm.290407	NM_015781	ENSMUSG00000058799	Nap1l1	AA407126|AI256722|D10Ertd68e|NAP-1	nucleosome assembly protein 1-like 1	protein-coding	60.51	44.68	49.73	64.7	33.37
chr2-7967	chr2	84733806	84734862	+	51.9	28.186999999999998	intron (NM_001005342, intron 1 of 4)	intron (NM_001005342, intron 1 of 4)	130	NM_001005342	241525	Mm.486398	NM_001005342	0	Ypel4	-	yippee-like 4 (Drosophila)	protein-coding	69.15	36.2	49.73	67.01	39.21
chr10-13708	chr10	75938766	75941068	+	51.5	12.423	intron (NM_001277132, intron 3 of 6)	intron (NM_001277132, intron 3 of 6)	755	NM_001277132	333670	Mm.291320	NM_001037714	0	Gm867	Gm736	predicted gene 867	protein-coding	54.95	46.94	35.13	43.9	12.51
chr17-10097	chr17	31692596	31694234	+	51.4	16.883	Intergenic	Intergenic	15484	NM_001278569	12954	Mm.1228	NM_013501	ENSMUSG00000024041	Cryaa	Acry-1|Crya-1|Crya1|DAcry-1|lop18	crystallin, alpha A	protein-coding	59.28	45.24	52.01	51.99	27.53
chr8-6698	chr8	61282379	61283957	+	51.1	18.757	intron (NR_045475, intron 1 of 4)	intron (NR_045475, intron 1 of 4)	5704	NR_045475	69279	Mm.417857	NR_045475	0	1700001D01Rik	-	RIKEN cDNA 1700001D01 gene	ncRNA	48.16	44.68	58.85	58.92	35.04
chr2-15215	chr2	153525285	153526909	+	51.0	52.056999999999995	intron (NM_001134300, intron 1 of 10)	intron (NM_001134300, intron 1 of 10)	3874	NM_001134300	329540	Mm.50600	NM_001001986	ENSMUSG00000061411	Nol4l	4931410H15|8430427H17Rik|AI429157|Gm1636	nucleolar protein 4-like	protein-coding	54.95	51.47	51.09	45.63	29.2
chr14-5845	chr14	31568930	31570270	+	50.6	19.187	intron (NM_009937, intron 1 of 16)	intron (NM_009937, intron 1 of 16)	7783	NM_009937	382864	Mm.239821	NM_009937	ENSMUSG00000057606	Colq	A130034K24Rik	collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase	protein-coding	42.6	42.98	52.46	60.65	40.05
chr11-44830	chr11	55025942	55028280	+	50.5	5.5329999999999995	intron (NM_013472, intron 1 of 25)	intron (NM_013472, intron 1 of 25)	6360	NM_001110211	11749	Mm.265347	NM_013472	ENSMUSG00000018340	Anxa6	AW107198|Anx6|AnxVI|Cabm|Camb	annexin A6	protein-coding	57.42	55.99	49.73	75.67	44.22
chr11-23713	chr11	116418571	116419887	+	50.5	12.64	Intergenic	B3|SINE|B2	-6197	NM_027258	217340	Mm.426344	NM_027258	ENSMUSG00000052949	Rnf157	2610036E23Rik|A130073L17Rik|mKIAA1917	ring finger protein 157	protein-coding	24.08	29.97	31.48	33.5	20.86
chr6-7722	chr6	124909664	124911396	+	50.4	8.91	intron (NM_008479, intron 2 of 7)	intron (NM_008479, intron 2 of 7)	1175	NM_008479	16768	Mm.4528	NM_008479	ENSMUSG00000030124	Lag3	CD223|LAG-3|Ly66	lymphocyte-activation gene 3	protein-coding	52.48	40.15	27.37	58.92	20.02
chr16-12905	chr16	76765205	76767465	+	49.6	21.453000000000003	Intergenic	GA-rich|Low_complexity|Low_complexity	244546	NR_040573	76601	Mm.396217	NR_040573	0	1700041M19Rik	-	RIKEN cDNA 1700041M19 gene	ncRNA	45.69	48.64	57.48	50.83	27.53
chr19-18949	chr19	29261323	29263237	+	49.4	14.937000000000001	exon (NM_001048177, exon 2 of 24)	exon (NM_001048177, exon 2 of 24)	10477	NM_008413	16452	Mm.275839	NM_008413	ENSMUSG00000024789	Jak2	Fd17	Janus kinase 2	protein-coding	64.21	49.2	61.59	57.76	19.19
chr11-41901	chr11	118337095	118338807	+	49.2	13.097000000000001	intron (NM_021440, intron 2 of 2)	intron (NM_021440, intron 2 of 2)	4583	NM_021440	58251	Mm.439815	NM_021440	ENSMUSG00000076433	BC100451	Ddc8|FS39	cDNA sequence BC100451	protein-coding	56.81	45.81	37.86	61.81	40.05
chrX-8242	chrX	134539003	134540947	+	48.5	13.797	intron (NM_013898, intron 1 of 1)	B2_Mm1a|SINE|B2	1654	NM_013898	30058	Mm.214504	NM_013898	ENSMUSG00000048007	Timm8a1	DXHXS1274E|Ddp1|Fci-12|Tim8a|Timm8a	translocase of inner mitochondrial membrane 8A1	protein-coding	38.9	33.93	32.85	38.7	23.36
chr17-16285	chr17	35225959	35227997	+	48.3	19.88	intron (NM_010909, intron 2 of 3)	intron (NM_010909, intron 2 of 3)	8837	NM_010909	18038	Mm.300795	NM_010909	ENSMUSG00000042419	Nfkbil1	Def-7|IKBL	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor like 1	protein-coding	66.68	41.29	40.15	48.52	31.7
chr12-11114	chr12	84764937	84766971	+	48.3	11.75	intron (NM_023409, intron 1 of 3)	intron (NM_023409, intron 1 of 3)	7158	NM_023409	67963	Mm.282556	NM_023409	ENSMUSG00000021242	Npc2	2700012J19Rik|AA408070|AU045843|HE1	Niemann-Pick type C2	protein-coding	61.75	46.38	39.23	62.39	36.71
chr19-10504	chr19	4135221	4137113	+	48.2	33.443000000000005	exon (NM_144532, exon 5 of 6)	exon (NM_144532, exon 5 of 6)	3442	NM_144532	73660	Mm.379226	NM_144532	ENSMUSG00000024842	Cabp4	2410038D05Rik	calcium binding protein 4	protein-coding	55.57	41.85	49.73	47.94	27.53
chr10-23716	chr10	43576808	43578112	+	48.1	18.82	Intergenic	Intergenic	-1709	NM_009846	12484	Mm.29742	NM_009846	ENSMUSG00000047139	Cd24a	Cd24|HSA|Ly-52|nectadrin	CD24a antigen	protein-coding	40.75	27.71	39.69	41.01	25.86
chr19-3977	chr19	53317693	53318987	+	47.9	12.073	intron (NM_001008542, intron 1 of 5)	intron (NM_001008542, intron 1 of 5)	7834	NM_001008542	17859	Mm.2154	NM_010847	ENSMUSG00000025025	Mxi1	ENSMUSG00000067085|Gm10197|Mad2|bHLHc11	Max interacting protein 1	protein-coding	47.54	47.51	44.25	45.63	25.86
chr5-13498	chr5	135392785	135394129	+	47.9	30.566999999999997	intron (NM_148932, intron 1 of 12)	ID_B1|SINE|B4	1089	NM_148932	107939	Mm.28399	NM_148932	ENSMUSG00000053293	Pom121	2610027A18Rik|C80273|mKIAA0618	nuclear pore membrane protein 121	protein-coding	53.72	43.55	44.25	49.68	30.87
chr4-31934	chr4	138463672	138465752	+	47.7	11.732999999999999	Intergenic	Intergenic	9564	NM_025451	66259	Mm.41603	NM_025451	ENSMUSG00000046447	Camk2n1	1810006K23Rik|AI848599|AI891706	calcium/calmodulin-dependent protein kinase II inhibitor 1	protein-coding	45.69	33.37	51.55	53.14	28.37
chr17-5600	chr17	46029321	46030757	+	47.4	24.653000000000002	intron (NM_001025257, intron 1 of 5)	intron (NM_001025257, intron 1 of 5)	2338	NM_001287056	22339	Mm.282184	NM_009505	ENSMUSG00000023951	Vegfa	Vegf|Vpf	vascular endothelial growth factor A	protein-coding	51.25	50.33	52.92	57.76	10.85
chr1-10997	chr1	182527527	182528713	+	47.1	25.487	Intergenic	Intergenic	-10637	NM_009794	12334	Mm.19306	NM_009794	ENSMUSG00000026509	Capn2	AI326419|Capa-2|Capa2|m-calpain|m-calpin	calpain 2	protein-coding	41.99	40.15	39.69	49.1	32.54
chr7-19594	chr7	90142667	90144789	+	46.9	6.6370000000000005	intron (NM_001252524, intron 1 of 18)	ID4_|SINE|ID	13496	NM_001252521	233489	Mm.235175	NM_146194	ENSMUSG00000039361	Picalm	CALM|CLTH|PAP180|fit-1|fit1|mKIAA4114	phosphatidylinositol binding clathrin assembly protein	protein-coding	50.01	39.59	50.64	56.03	35.04
chr7-34269	chr7	80416152	80418486	+	46.3	9.863	Intergenic	Intergenic	-11888	NM_001081454	18550	Mm.5241	NM_011046	ENSMUSG00000030530	Furin	9130404I01Rik|Fur|PACE|Pcsk3|SPC1	furin (paired basic amino acid cleaving enzyme)	protein-coding	63.6	57.69	26.46	55.45	25.03
chr10-9246	chr10	57487746	57489572	+	45.9	8.927	intron (NM_008297, intron 1 of 11)	intron (NM_008297, intron 1 of 11)	2274	NM_008297	15500	Mm.261395	NM_008297	ENSMUSG00000019878	Hsf2	AI661205	heat shock factor 2	protein-coding	52.48	50.33	43.34	61.81	11.68
